14.031213	2.3225958111655748E-4
13.039993	2.3526409432967697E-4
15.863242	2.231223090978083E-4
13.060007	2.350010721137172E-4
13.023396	2.349697764581601E-4
14.254817	2.3178016991050806E-4
15.285241	2.2637915181649673E-4
14.888619	2.2795952266282534E-4
14.018399	2.3237442818547528E-4
13.150834	2.353601451556177E-4
14.705227	2.2936580396266373E-4
13.730818	2.3447692879045867E-4
15.758442	2.2332800929996408E-4
13.290048	2.3516226976859174E-4
15.362827	2.261449591433737E-4
15.074787	2.2690734281097686E-4
14.35083	2.313745503421242E-4
13.588827	2.349179096659834E-4
13.602404	2.344542018828916E-4
13.231989	2.3499729182669042E-4
15.394007	2.2609484232967864E-4
13.973184	2.3297407628353675E-4
15.543229	2.2406970882879495E-4
15.511224	2.2424579574678274E-4
15.745628	2.2363058165954843E-4
14.536632	2.3007006179054905E-4
15.671612	2.2416775827661736E-4
14.468016	2.304045322417113E-4
12.937604	2.3554002040089767E-4
14.968614	2.2752640968850345E-4
13.199618	2.3505909906204776E-4
15.112405	2.2618962400337215E-4
13.917596	2.3310008458305242E-4
14.120423	2.320527861239473E-4
15.880205	2.231223090978083E-4
13.110775	2.3559883409058052E-4
13.806786	2.3354137085786442E-4
14.569216	2.3012621283571169E-4
14.084025	2.321150212936907E-4
15.258637	2.2618962400337215E-4
13.935414	2.3310008458305242E-4
14.671209	2.2936580396266373E-4
15.380827	2.260097215222426E-4
13.78845	2.3348840582663725E-4
14.338382	2.3126714826688627E-4
14.863235	2.2878562913483568E-4
14.934841	2.2773845447397327E-4
14.724021	2.2936580396266373E-4
14.837394	2.2894531808715886E-4
13.839584	2.3370573863950079E-4
15.424028	2.2484044637505857E-4
13.003809	2.350476005326833E-4
13.328002	2.3472988143646067E-4
15.654039	2.2446166184349198E-4
13.350823	2.349179096659834E-4
12.919603	2.3554002040089767E-4
14.133237	2.32369985330407E-4
14.91681	2.2773845447397327E-4
15.528035	2.2406970882879495E-4
14.0436	2.3225958111655748E-4
14.875622	2.285018588298832E-4
15.624445	2.2430454617519696E-4
13.576379	2.349179096659834E-4
15.45945	2.244701734930466E-4
14.520004	2.2968126928008965E-4
15.963252	2.2293303844093541E-4
13.743204	2.3380631611065876E-4
14.952445	2.2744013000679315E-4
14.850421	2.2894531808715886E-4
14.607414	2.2929871419859532E-4
14.421611	2.3053814371008996E-4
14.804413	2.2899873685874723E-4
14.590054	2.2995415875127175E-4
15.711213	2.243878568599601E-4
13.659212	2.3531452170626226E-4
14.901616	2.2756831210071651E-4
14.242003	2.3178016991050806E-4
14.654032	2.293891082827334E-4
13.130789	2.3482650031268838E-4
15.324415	2.263784603759998E-4
13.705007	2.3481587194763262E-4
14.210791	2.3204223622824455E-4
14.625628	2.2929871419859532E-4
13.687189	2.344486501732441E-4
14.383627	2.3011939641867226E-4
13.775392	2.3342923388217868E-4
14.319619	2.3137046669402585E-4
15.27081	2.2618962400337215E-4
14.740404	2.2936580396266373E-4
13.717607	2.3438110703188428E-4
12.956001	2.3556138404001866E-4
13.27278	2.3491534901487747E-4
15.011633	2.2764707334935828E-4
14.229219	2.318008314662734E-4
14.997446	2.2754526052426238E-4
13.213775	2.351814212515873E-4
15.496458	2.2474731894893128E-4
14.638411	2.2942120034741726E-4
14.82043	2.291902501090081E-4
15.440412	2.2465232075663484E-4
13.948014	2.3298923437448972E-4
13.959608	2.3304741954401247E-4
15.055627	2.2701511025162161E-4
15.60562	2.2430454617519696E-4
15.79127	2.2317309068175712E-4
14.159231	2.3204223622824455E-4
14.268393	2.319892488931442E-4
13.366413	2.349179096659834E-4
13.756812	2.3342923388217868E-4
12.983368	2.356645767950717E-4
14.504414	2.2968126928008965E-4
14.787053	2.2899873685874723E-4
12.969212	2.3556138404001866E-4
14.68442	2.2936580396266373E-4
14.184431	2.3204223622824455E-4
15.560222	2.2406970882879495E-4
15.636435	2.2435373207544695E-4
14.403611	2.3018350328488362E-4
14.172014	2.3204223622824455E-4
13.871191	2.33523272208612E-4
15.828034	2.2382397768590768E-4
13.167584	2.3487632193738462E-4
14.197642	2.3204223622824455E-4
14.102788	2.320527861239473E-4
13.987615	2.3296755046709405E-4
15.925206	2.2333228892763163E-4
14.056231	2.3225958111655748E-4
15.69364	2.2404751614489037E-4
15.95236	2.2307333891593678E-4
15.12644	2.2618962400337215E-4
14.48742	2.304045322417113E-4
13.078374	2.3541987141009025E-4
14.984815	2.2752640968850345E-4
13.253407	2.3520984093652184E-4
15.310838	2.2617099817940866E-4
13.182411	2.3485529542717539E-4
13.646795	2.3531452170626226E-4
15.297231	2.2637915181649673E-4
14.069594	2.321150212936907E-4
13.856822	2.33130481736534E-4
15.477999	2.245143468831696E-4
14.447422	2.2972325365645628E-4
14.14541	2.3205067351546676E-4
14.551215	2.3007006179054905E-4
15.774398	2.234813824142717E-4
15.937959	2.228520717737262E-4
15.811223	2.2317309068175712E-4
10.974963	2.2961501923636195E-4
15.029603	2.2701511025162161E-4
15.588047	2.2436624432465186E-4
13.899199	2.33523272208612E-4
14.004395	2.32643550301703E-4
13.097229	2.3565883500216558E-4
13.82201	2.3354137085786442E-4
13.634591	2.3531452170626226E-4
14.365627	2.3041543137756925E-4
15.90684	2.2338670835553794E-4
15.095259	2.2634190778837113E-4
15.892836	2.231223090978083E-4
14.286638	2.3135244079212434E-4
13.311985	2.3494989671902865E-4
15.406424	2.259125001370975E-4
13.672392	2.3531452170626226E-4
14.754042	2.2899873685874723E-4
15.04202	2.2701511025162161E-4
15.343209	2.261449591433737E-4
15.973686	2.2269109223043017E-4
14.434425	2.3013332934381628E-4
15.573189	2.2485937426221765E-4
15.731227	2.236002842268721E-4
13.61598	2.3531452170626226E-4
15.8428	2.231223090978083E-4
13.884005	2.33523272208612E-4
13.562406	2.349179096659834E-4
14.301618	2.3135244079212434E-4
15.96972	2.2304732482064337E-4
14.768809	2.2899873685874723E-4
