trackRefNum	xPositionInMm	yPositionInMm	yPositionInMm
8695769.00000	5.23490	-0.03975	0.23721
8697069.00000	5.23490	-0.03975	0.23721
8698374.00000	5.23490	-0.03975	0.23721
8699668.00000	5.23490	-0.03975	0.23721
8700968.00000	5.23490	-0.03975	0.23721
8702268.00000	5.23490	-0.03975	0.23721
8703571.00000	5.23490	-0.03975	0.23721
8704869.00000	5.23490	-0.03975	0.23721
8706168.00000	5.23490	-0.03975	0.23721
8707469.00000	5.23490	-0.03975	0.23721
8708777.00000	5.23490	-0.03975	0.23721
8710069.00000	5.23490	-0.03975	0.23721
8711369.00000	5.23490	-0.03975	0.23721
8712669.00000	5.23490	-0.03975	0.23721
8713968.00000	5.23490	-0.03975	0.23721
8715269.00000	5.23490	-0.03975	0.23721
8716569.00000	5.23490	-0.03975	0.23721
8717869.00000	5.23490	-0.03975	0.23721
8719174.00000	5.23490	-0.03975	0.23721
8720469.00000	5.23490	-0.03975	0.23721
8721775.00000	5.23490	-0.03975	0.23721
8723070.00000	5.23490	-0.03975	0.23721
8724375.00000	5.23490	-0.03975	0.23721
8725669.00000	5.23490	-0.03975	0.23721
8726974.00000	5.23490	-0.03975	0.23721
8728270.00000	5.23490	-0.03975	0.23721
8729571.00000	5.23490	-0.03975	0.23721
8730869.00000	5.23490	-0.03975	0.23721
8732168.00000	5.23490	-0.03975	0.23721
8733469.00000	5.23490	-0.03975	0.23721
8734775.00000	5.23490	-0.03975	0.23721
8736069.00000	5.23490	-0.03975	0.23721
8737469.00000	5.23490	-0.03975	0.23721
8738670.00000	5.23490	-0.03975	0.23721
8740069.00000	5.23490	-0.03975	0.23721
8741370.00000	5.23490	-0.03975	0.23721
8742669.00000	5.23490	-0.03975	0.23721
8743969.00000	5.23490	-0.03975	0.23721
8745269.00000	5.23490	-0.03975	0.23721
8746570.00000	5.23490	-0.03975	0.23721
8747870.00000	5.23490	-0.03975	0.23721
8749174.00000	5.23490	-0.03975	0.23721
8750469.00000	5.23490	-0.03975	0.23721
8751770.00000	5.23490	-0.03975	0.23721
8753070.00000	5.23490	-0.03975	0.23721
8754370.00000	5.23490	-0.03975	0.23721
8755670.00000	5.23490	-0.03975	0.23721
8756975.00000	5.23490	-0.03975	0.23721
8758269.00000	5.23490	-0.03975	0.23721
8759574.00000	5.23490	-0.03975	0.23721
8760871.00000	5.23490	-0.03975	0.23721
8762170.00000	5.23490	-0.03975	0.23721
8763470.00000	5.23490	-0.03975	0.23721
8764770.00000	5.23490	-0.03975	0.23721
8766071.00000	5.23490	-0.03975	0.23721
8767369.00000	5.23490	-0.03975	0.23721
8768669.00000	5.23490	-0.03975	0.23721
8769975.00000	5.23490	-0.03975	0.23721
8771270.00000	5.23490	-0.03975	0.23721
8772574.00000	5.23490	-0.03975	0.23721
8773871.00000	5.23490	-0.03975	0.23721
8775174.00000	5.23490	-0.03975	0.23721
8776469.00000	5.23490	-0.03975	0.23721
8777775.00000	5.23490	-0.03975	0.23721
8779070.00000	5.23490	-0.03975	0.23721
8780369.00000	5.23490	-0.03975	0.23721
8781669.00000	5.23490	-0.03975	0.23721
8782969.00000	5.23490	-0.03975	0.23721
8784269.00000	5.23490	-0.03975	0.23721
8785575.00000	5.23490	-0.03975	0.23721
8786875.00000	5.23490	-0.03975	0.23721
8788270.00000	5.23490	-0.03975	0.23721
8789574.00000	5.23490	-0.03975	0.23721
8790870.00000	5.23490	-0.03975	0.23721
8792170.00000	5.23490	-0.03975	0.23721
8793470.00000	5.23490	-0.03975	0.23721
8794770.00000	5.23490	-0.03975	0.23721
8796070.00000	5.23490	-0.03975	0.23721
8797370.00000	5.23490	-0.03975	0.23721
8798669.00000	5.23490	-0.03975	0.23721
8799969.00000	5.23490	-0.03975	0.23721
8801271.00000	5.23490	-0.03975	0.23721
8802573.00000	5.23490	-0.03975	0.23721
8803870.00000	5.23490	-0.03975	0.23721
8805175.00000	5.23490	-0.03975	0.23721
8806470.00000	5.23490	-0.03975	0.23721
8807774.00000	5.23490	-0.03975	0.23721
8809071.00000	5.23490	-0.03975	0.23721
8810374.00000	5.23490	-0.03975	0.23721
8811671.00000	5.23490	-0.03975	0.23721
8812970.00000	5.23490	-0.03975	0.23721
8814270.00000	5.23490	-0.03975	0.23721
8815670.00000	5.23490	-0.03975	0.23721
8816971.00000	5.23490	-0.03975	0.23721
8818270.00000	5.23490	-0.03975	0.23721
8819576.00000	5.23490	-0.03975	0.23721
8820870.00000	5.23490	-0.03975	0.23721
8822177.00000	5.23490	-0.03975	0.23721
8823470.00000	5.23490	-0.03975	0.23721
8824776.00000	5.23490	-0.03975	0.23721
8826071.00000	5.23490	-0.03975	0.23721
8827369.00000	5.23490	-0.03975	0.23721
8845071.00000	5.23490	-3.18412	0.23721
8846374.00000	5.23490	-3.18432	0.23721
8847670.00000	5.23490	-3.18437	0.23721
8848974.00000	5.23490	-3.18442	0.23721
8850271.00000	5.23490	-3.18442	0.23721
8851573.00000	5.23490	-3.18442	0.23721
8852870.00000	5.23490	-3.18442	0.23721
8854174.00000	5.23490	-3.18442	0.23721
8855470.00000	5.23490	-3.18442	0.23721
8856775.00000	5.23490	-3.18442	0.23721
8858071.00000	5.23490	-3.18442	0.23721
8859371.00000	5.23490	-3.18442	0.23721
8860670.00000	5.23490	-3.18442	0.23721
8861975.00000	5.23490	-3.18442	0.23721
8863271.00000	5.23490	-3.18442	0.23721
8864571.00000	5.23490	-3.18442	0.23721
8865870.00000	5.23490	-3.18442	0.23721
8867174.00000	5.23490	-3.18442	0.23721
8868472.00000	5.23490	-3.18442	0.23721
8869772.00000	5.23490	-3.18442	0.23721
8871072.00000	5.23490	-3.18442	0.23721
8872374.00000	5.23490	-3.18442	0.23721
8873671.00000	5.23490	-3.18442	0.23721
8874974.00000	5.23490	-3.18442	0.23721
8876271.00000	5.23490	-3.18442	0.23721
8877672.00000	5.23490	-3.18442	0.23721
8878971.00000	5.23490	-3.18442	0.23721
8880271.00000	5.23490	-3.18442	0.23721
8881576.00000	5.23490	-3.18442	0.23721
8882870.00000	5.23490	-3.18442	0.23721
8884175.00000	5.23490	-3.18442	0.23721
8885472.00000	5.23490	-3.18442	0.23721
8886777.00000	5.23490	-3.18442	0.23721
8888072.00000	5.23490	-3.18442	0.23721
8889375.00000	5.23490	-3.18442	0.23721
8890672.00000	5.23490	-3.18442	0.23721
8891972.00000	5.23490	-3.18442	0.23721
8893272.00000	5.23490	-3.18442	0.23721
8894572.00000	5.23490	-3.18442	0.23721
8895871.00000	5.23490	-3.18442	0.23721
8897174.00000	5.23490	-3.18442	0.23721
8898472.00000	5.23490	-3.18442	0.23721
8899778.00000	5.23490	-3.18442	0.23721
8901074.00000	5.23490	-3.18442	0.23721
8902374.00000	5.23490	-3.18442	0.23721
8903672.00000	5.23490	-3.18442	0.23721
8904974.00000	5.23490	-3.18442	0.23721
8906273.00000	5.23490	-3.18442	0.23721
8907577.00000	5.23490	-3.18442	0.23721
8908871.00000	5.23490	-3.18442	0.23721
8910181.00000	5.23490	-3.18442	0.23721
8911473.00000	5.23490	-3.18442	0.23721
8912875.00000	5.23490	-3.18442	0.23721
8914172.00000	5.23490	-3.18442	0.23721
8915477.00000	5.23490	-3.18442	0.23721
8916774.00000	5.23490	-3.18442	0.23721
8918072.00000	5.23490	-3.18442	0.23721
8919373.00000	5.23490	-3.18442	0.23721
8920674.00000	5.23490	-3.18442	0.23721
8921973.00000	5.23490	-3.18442	0.23721
8923276.00000	5.23490	-3.18442	0.23721
8924577.00000	5.23490	-3.18442	0.23721
8925872.00000	5.23490	-3.18442	0.23721
8927171.00000	5.23490	-3.18442	0.23721
8928473.00000	5.23490	-3.18442	0.23721
8929773.00000	5.23490	-3.18442	0.23721
8931072.00000	5.23490	-3.18442	0.23721
8932374.00000	5.23490	-3.18442	0.23721
8933672.00000	5.23490	-3.18442	0.23721
8934973.00000	5.23490	-3.18442	0.23721
8936274.00000	5.23490	-3.18442	0.23721
8937574.00000	5.23490	-3.18442	0.23721
8938872.00000	5.23490	-3.18442	0.23721
8940176.00000	5.23490	-3.18442	0.23721
8941472.00000	5.23490	-3.18442	0.23721
8942875.00000	5.23490	-3.18442	0.23721
8944174.00000	5.23490	-3.18442	0.23721
8945476.00000	5.23490	-3.18442	0.23721
8946776.00000	5.23490	-3.18442	0.23721
8948072.00000	5.23490	-3.18442	0.23721
8949373.00000	5.23490	-3.18442	0.23721
8950673.00000	5.23490	-3.18442	0.23721
