trackRefNum	xPositionInMm	yPositionInMm	yPositionInMm
9499371.00000	5.23490	-0.03975	0.23721
9500671.00000	5.31454	-0.03975	0.23721
9501971.00000	5.44378	-0.03975	0.23721
9503272.00000	5.57728	-0.03975	0.23721
9504572.00000	5.71790	-0.03975	0.23721
9505871.00000	5.85047	-0.03975	0.23721
9507173.00000	5.85067	-0.03975	0.23721
9508473.00000	5.85072	-0.03975	0.23721
9509771.00000	5.85077	-0.03975	0.23721
9511072.00000	5.85077	-0.03975	0.23721
9512372.00000	5.85077	-0.03975	0.23721
9513671.00000	5.85077	-0.03975	0.23721
9514972.00000	5.85077	-0.03975	0.23721
9516272.00000	5.85077	-0.03975	0.23721
9517672.00000	5.85077	-0.03975	0.23721
9518973.00000	5.85077	-0.03975	0.23721
9520273.00000	5.85077	-0.03975	0.23721
9521572.00000	5.85077	-0.03975	0.23721
9522871.00000	5.85077	-0.03975	0.23721
9524173.00000	5.85077	-0.03975	0.23721
9525472.00000	5.85077	-0.03975	0.23721
9526772.00000	5.85077	-0.03975	0.23721
9528072.00000	5.85077	-0.03975	0.23721
9529371.00000	5.85077	-0.03975	0.23721
9530673.00000	5.85077	-0.03975	0.23721
9531973.00000	5.85077	-0.03975	0.23721
9533273.00000	5.85077	-0.03975	0.23721
9534572.00000	5.85077	-0.03975	0.23721
9535872.00000	5.85077	-0.03975	0.23721
9537172.00000	5.85077	-0.03975	0.23721
9538473.00000	5.85077	-0.03975	0.23721
9539773.00000	5.85077	-0.03975	0.23721
9541072.00000	5.85077	-0.03975	0.23721
9542372.00000	5.85077	-0.03975	0.23721
9543672.00000	5.85077	-0.03975	0.23721
9544973.00000	5.85077	-0.03975	0.23721
9546273.00000	5.85077	-0.03975	0.23721
9547572.00000	5.85077	-0.03975	0.23721
9548873.00000	5.85077	-0.03975	0.23721
9550172.00000	5.85077	-0.03975	0.23721
9551472.00000	5.85077	-0.03975	0.23721
9552872.00000	5.85077	-0.03975	0.23721
9554172.00000	5.85077	-0.03975	0.23721
9555472.00000	5.85077	-0.03975	0.23721
9556772.00000	5.85077	-0.03975	0.23721
9558072.00000	5.85077	-0.03975	0.23721
9559373.00000	5.85077	-0.03975	0.23721
9560673.00000	5.85077	-0.03975	0.23721
9561974.00000	5.85077	-0.03975	0.23721
9563273.00000	5.85077	-0.03975	0.23721
9564572.00000	5.85077	-0.03975	0.23721
9565873.00000	5.85077	-0.03975	0.23721
9567173.00000	5.85077	-0.03975	0.23721
9568472.00000	5.85077	-0.03975	0.23721
9569774.00000	5.85077	-0.03975	0.23721
9571072.00000	5.85077	-0.03975	0.23721
9572371.00000	5.85077	-0.03975	0.23721
9573673.00000	5.85077	-0.03975	0.23721
9574972.00000	5.85077	-0.03975	0.23721
9576274.00000	5.85077	-0.03975	0.23721
9577572.00000	5.85077	-0.03975	0.23721
9578872.00000	5.85077	-0.03975	0.23721
9580176.00000	5.85077	-0.03975	0.23721
9581473.00000	5.85077	-0.03975	0.23721
9582774.00000	5.85077	-0.03975	0.23721
9584174.00000	5.85077	-0.03975	0.23721
9585472.00000	5.85077	-0.03975	0.23721
9586773.00000	5.85077	-0.03975	0.23721
9588073.00000	5.85077	-0.03975	0.23721
9589373.00000	5.85077	-0.03975	0.23721
9590673.00000	5.85077	-0.03975	0.23721
9591973.00000	5.85077	-0.03975	0.23721
9593272.00000	5.85077	-0.03975	0.23721
9594573.00000	5.85077	-0.03975	0.23721
9595873.00000	5.85077	-0.03975	0.23721
9597174.00000	5.85077	-0.03975	0.23721
9598473.00000	5.85077	-0.03975	0.23721
9599774.00000	5.85077	-0.03975	0.23721
9601073.00000	5.85077	-0.03975	0.23721
9602373.00000	5.85077	-0.03975	0.23721
9603674.00000	5.85077	-0.03975	0.23721
9604974.00000	5.85077	-0.03975	0.23721
9606274.00000	5.85077	-0.03975	0.23721
9607572.00000	5.85077	-0.03975	0.23721
9608873.00000	5.85077	-0.03975	0.23721
9610174.00000	5.85077	-0.03975	0.23721
9611473.00000	5.85077	-0.03975	0.23721
9612773.00000	5.85077	-0.03975	0.23721
9614073.00000	5.85077	-0.03975	0.23721
9615373.00000	5.85077	-0.03975	0.23721
9616673.00000	5.85077	-0.03975	0.23721
9617973.00000	5.85077	-0.03975	0.23721
9619375.00000	5.85077	-0.03975	0.23721
9620673.00000	5.85077	-0.03975	0.23721
9621973.00000	5.85077	-0.03975	0.23721
9623273.00000	5.85077	-0.03975	0.23721
9624575.00000	5.85077	-0.03975	0.23721
9625873.00000	5.85077	-0.03975	0.23721
9627174.00000	5.85077	-0.03975	0.23721
9628473.00000	5.85077	-0.03975	0.23721
9629776.00000	5.85077	-0.03975	0.23721
9631074.00000	5.85077	-0.03975	0.23721
9632374.00000	5.85077	-0.03975	0.23721
9633673.00000	5.85077	-0.03975	0.23721
9634973.00000	5.85077	-0.03975	0.23721
9636274.00000	5.85077	-0.03975	0.23721
9637574.00000	5.85077	-0.03975	0.23721
9638874.00000	5.85077	-0.03975	0.23721
9640173.00000	5.85077	-0.03975	0.23721
9641474.00000	5.85077	-0.03975	0.23721
9642773.00000	5.85077	-0.03975	0.23721
9644073.00000	5.85077	-0.03975	0.23721
9645373.00000	5.85077	-0.03975	0.23721
9646673.00000	5.85077	-0.03975	0.23721
9647974.00000	5.85077	-0.03975	0.23721
9649273.00000	5.85077	-0.03975	0.23721
9650573.00000	5.85077	-0.03975	0.23721
9651874.00000	5.85077	-0.03975	0.23721
9653175.00000	5.85077	-0.03975	0.23721
9654473.00000	5.85077	-0.03975	0.23721
9655775.00000	5.85077	-0.03975	0.23721
9657073.00000	5.85077	-0.03975	0.23721
9658373.00000	5.85077	-0.03975	0.23721
9659675.00000	5.85077	-0.03975	0.23721
9661074.00000	5.85077	-0.03975	0.23721
9662374.00000	5.85077	-0.03975	0.23721
9663674.00000	5.85077	-0.03975	0.23721
9664974.00000	5.85077	-0.03975	0.23721
9666275.00000	5.85077	-0.03975	0.23721
9667573.00000	5.85077	-0.03975	0.23721
9668873.00000	5.85077	-0.03975	0.23721
9670174.00000	5.85077	-0.03975	0.23721
9671474.00000	5.85077	-0.03975	0.23721
9672775.00000	5.85077	-0.03975	0.23721
9674073.00000	5.85077	-0.03975	0.23721
9675374.00000	5.85077	-0.03975	0.23721
9676674.00000	5.85077	-0.03975	0.23721
9677974.00000	5.85077	-0.03975	0.23721
9679274.00000	5.85077	-0.03975	0.23721
9680574.00000	5.85077	-0.03975	0.23721
9681873.00000	5.85077	-0.03975	0.23721
9683174.00000	5.85077	-0.03975	0.23721
9684474.00000	5.85077	-0.03975	0.23721
9685775.00000	5.85077	-0.03975	0.23721
9687073.00000	5.85077	-0.03975	0.23721
9688374.00000	5.85077	-0.03975	0.23721
9689673.00000	5.85077	-0.03975	0.23721
9691073.00000	5.85077	-0.03975	0.23721
9692375.00000	5.85077	-0.03975	0.23721
9693675.00000	5.85077	-0.03975	0.23721
9694975.00000	5.85077	-0.03975	0.23721
9696275.00000	5.85077	-0.03975	0.23721
9697574.00000	5.85077	-0.03975	0.23721
9698875.00000	5.85077	-0.03975	0.23721
9700175.00000	5.85077	-0.03975	0.23721
9701474.00000	5.85077	-0.03975	0.23721
9702776.00000	5.85077	-0.03975	0.23721
9704074.00000	5.85077	-0.03975	0.23721
9705375.00000	5.85077	-0.03975	0.23721
9706675.00000	5.85077	-0.03975	0.23721
9707976.00000	5.85077	-0.03975	0.23721
9709276.00000	5.85077	-0.03975	0.23721
9710573.00000	5.85077	-0.03975	0.23721
9711874.00000	5.85077	-0.03975	0.23721
9713175.00000	5.85077	-0.03975	0.23721
9714476.00000	5.85077	-0.03975	0.23721
9715775.00000	5.85077	-0.03975	0.23721
9717075.00000	5.85077	-0.03975	0.23721
9718374.00000	5.85077	-0.03975	0.23721
9719674.00000	5.85077	-0.03975	0.23721
9721074.00000	5.85077	-0.03975	0.23721
9722374.00000	5.85077	-0.03975	0.23721
9723674.00000	5.85077	-0.03975	0.23721
9724975.00000	5.85077	-0.03975	0.23721
9726276.00000	5.85077	-0.03975	0.23721
9727574.00000	5.85077	-0.03975	0.23721
9728874.00000	5.85077	-0.03975	0.23721
9730175.00000	5.85077	-0.03975	0.23721
9731475.00000	5.85077	-0.03975	0.23721
9732774.00000	5.85077	-0.03975	0.23721
9734075.00000	5.85077	-0.03975	0.23721
9735374.00000	5.85077	-0.03975	0.23721
9736674.00000	5.85077	-0.03975	0.23721
9737975.00000	5.85077	-0.03975	0.23721
9739274.00000	5.85077	-0.03975	0.23721
9740574.00000	5.85077	-0.03975	0.23721
9741874.00000	5.85077	-0.03975	0.23721
9743175.00000	5.85077	-0.03975	0.23721
9744476.00000	5.85077	-0.03975	0.23721
9745775.00000	5.85077	-0.03975	0.23721
9747074.00000	5.85077	-0.03975	0.23721
9748375.00000	5.85077	-0.03975	0.23721
9749675.00000	5.85077	-0.03975	0.23721
9750975.00000	5.85077	-0.03975	0.23721
9752275.00000	5.85077	-0.03975	0.23721
9753574.00000	5.85077	-0.03975	0.23721
9754874.00000	5.85077	-0.03975	0.23721
9756176.00000	5.85077	-0.03975	0.23721
9757476.00000	5.85077	-0.03975	0.23721
9758776.00000	5.85077	-0.03975	0.23721
9760176.00000	5.85077	-0.03975	0.23721
9761475.00000	5.85077	-0.03975	0.23721
9762777.00000	5.85077	-0.03975	0.23721
9764074.00000	5.85077	-0.03975	0.23721
9765375.00000	5.85077	-0.03975	0.23721
9766674.00000	5.85077	-0.03975	0.23721
9767975.00000	5.85077	-0.03975	0.23721
9769281.00000	5.85077	-0.03975	0.23721
9770575.00000	5.85077	-0.03975	0.23721
9771876.00000	5.85077	-0.03975	0.23721
9773175.00000	5.85077	-0.03975	0.23721
9774482.00000	5.85077	-0.03975	0.23721
9775775.00000	5.85077	-0.03975	0.23721
9777075.00000	5.85077	-0.03975	0.23721
9778376.00000	5.85077	-0.03975	0.23721
9779676.00000	5.85077	-0.03975	0.23721
9780975.00000	5.85077	-0.03975	0.23721
9782277.00000	5.85077	-0.03975	0.23721
9783576.00000	5.85077	-0.03975	0.23721
9784876.00000	5.85077	-0.03975	0.23721
9786175.00000	5.85077	-0.03975	0.23721
9787476.00000	5.85077	-0.03975	0.23721
9788776.00000	5.85077	-0.03975	0.23721
9790075.00000	5.85077	-0.03975	0.23721
9791376.00000	5.85077	-0.03975	0.23721
9792682.00000	5.85077	-0.03975	0.23721
9793976.00000	5.85077	-0.03975	0.23721
9795276.00000	5.85077	-0.03975	0.23721
9796576.00000	5.85077	-0.03975	0.23721
9797875.00000	5.85077	-0.03975	0.23721
9799176.00000	5.85077	-0.03975	0.23721
9800479.00000	5.85077	-0.03975	0.23721
9801776.00000	5.85077	-0.03975	0.23721
9803175.00000	5.85077	-0.03975	0.23721
9804475.00000	5.85077	-0.03975	0.23721
9805776.00000	5.85077	-0.03975	0.23721
9807076.00000	5.85077	-0.03975	0.23721
9808375.00000	5.85077	-0.03975	0.23721
9809682.00000	5.85077	-0.03975	0.23721
9810976.00000	5.85077	-0.03975	0.23721
9812278.00000	5.85077	-0.03975	0.23721
9813576.00000	5.85077	-0.03975	0.23721
9814876.00000	5.85077	-0.03975	0.23721
9816177.00000	5.85077	-0.03975	0.23721
9817480.00000	5.85077	-0.03975	0.23721
9818777.00000	5.85077	-0.03975	0.23721
9820083.00000	5.85077	-0.03975	0.23721
9821377.00000	5.85077	-0.03975	0.23721
9822677.00000	5.85077	-0.03975	0.23721
9823977.00000	5.85077	-0.03975	0.23721
9825281.00000	5.85077	-0.03975	0.23721
9826576.00000	5.85077	-0.03975	0.23721
9827876.00000	5.85077	-0.03975	0.23721
9829177.00000	5.85077	-0.03975	0.23721
9830480.00000	5.85077	-0.03975	0.23721
9831778.00000	5.85077	-0.03975	0.23721
9833077.00000	5.85077	-0.03975	0.23721
9834377.00000	5.85077	-0.03975	0.23721
9835682.00000	5.85077	-0.03975	0.23721
9836978.00000	5.85077	-0.03975	0.23721
9838278.00000	5.85077	-0.03975	0.23721
9839577.00000	5.85077	-0.03975	0.23721
9840880.00000	5.85077	-0.03975	0.23721
9842176.00000	5.85077	-0.03975	0.23721
9843478.00000	5.85077	-0.03975	0.23721
9844876.00000	5.85077	-0.03975	0.23721
9846177.00000	5.85077	-0.03975	0.23721
