 # Date of Experiment: 18/01/02014
 # Time of Experiment: 11:01:27
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 240.500
 # AOD ANDOR center y (pixels): 253.778
 # AOD ANDOR range x (pixels): 27.5000
 # AOD ANDOR range y (pixels): 27.2200
 # AOD CCD center x (pixels): 278.500
 # AOD CCD center y (pixels): 370.750
 # AOD CCD range x (pixels): 163.000
 # AOD CCD range y (pixels): 135.000
 # PM ANDOR center x (pixels): 245.889
 # PM ANDOR center y (pixels): 262.250
 # PM ANDOR range x (pixels): 15.2700
 # PM ANDOR range y (pixels): 10.5000
 # PM CCD center x (pixels): 308.250
 # PM CCD center y (pixels): 412.000
 # PM CCD range x (pixels): 92.3333
 # PM CCD range y (pixels): 52.0000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 47.3100
 # CCD pixel size y (nm): 57.1700
 # AOD detector x offset (V): -0.0322060
 # AOD detector y offset (V): -0.0846000
 # AOD trap stiffness x (pN/nm): 0.123303
 # AOD trap stiffness y (pN/nm): 0.126880
 # AOD trap distance conversion x (V/Nm): 0.000695000
 # AOD trap distance conversion y (V/Nm): 0.000802000
 # PM detector x offset (V): -0.0410150
 # PM detector y offset (V): -0.278679
 # PM trap stiffness x (pN/nm): 0.124807
 # PM trap stiffness y (pN/nm): 0.109598
 # PM trap distance conversion x (V/nm): 0.000682000
 # PM trap distance conversion y (V/nm): 0.000604000
 # AOD bead radius (um): 1.05000
 # PM bead radius  (um): 1.05000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force X felt by AOD (pN)	Force X felt by PM  (pN)	Force Y felt by AOD (pN)	Force Y felt by PM  (pN)	Norm of force felt by AOD (pN)	Norm of force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
27071180.000000	27630.822000	10877.593323	0.000000	1007.553434	998.999926	-0.018451	-0.288227	-0.628388	-1.076202	0.628659	1.114130	1.768717	3112.420327	0.181156	-0.349741	-0.001995	-0.654299	4.758126	8.201560	-0.042590	-0.284610	2.808680	-0.032310	-0.088572	3.470055	-4.713170	0.583300	-0.009420	-0.090858	-0.237309	-0.865848	-0.054291
27071190.000000	27630.832000	10877.603317	0.000000	1010.797414	998.999926	-0.178656	-0.648008	-0.619529	-0.947007	0.644774	1.147491	1.768717	3114.554723	0.181156	-0.349741	-0.001995	-0.653581	4.757934	8.198219	-0.044556	-0.283898	2.808512	-0.033213	-0.088516	3.470526	-4.713170	0.583300	-0.009420	-0.090890	-0.237133	-0.864705	-0.054411
27071200.000000	27630.842000	10877.613314	0.000000	1010.416230	998.999926	-0.378602	-0.377349	-0.280655	-0.696056	0.471282	0.791762	1.768717	3114.554723	0.181156	-0.349741	-0.001995	-0.653581	4.757974	8.194750	-0.043077	-0.282515	2.810167	-0.034340	-0.086374	3.468416	-4.713170	0.583300	-0.009420	-0.090306	-0.237604	-0.865465	-0.055234
27071210.000000	27630.852000	10877.623329	0.000000	1010.330001	998.999926	0.406989	-0.566024	-0.445029	-1.082008	0.603068	1.221116	1.768717	3116.689119	0.181156	-0.349741	-0.001995	-0.652863	4.758190	8.191976	-0.044108	-0.284642	2.807209	-0.029912	-0.087413	3.470343	-4.713170	0.583300	-0.009420	-0.090834	-0.236869	-0.865880	-0.055098
27071220.000000	27630.862000	10877.633320	0.000000	1013.993742	1016.367563	-0.154528	-0.706569	-0.476670	-0.941200	0.501092	1.176901	1.768717	3118.823514	0.181156	-0.349741	-0.001995	-0.652145	4.758102	8.188236	-0.044876	-0.283866	2.807369	-0.033077	-0.087613	3.471310	-4.713170	0.583300	-0.009420	-0.091513	-0.237460	-0.865441	-0.053788
27071230.000000	27630.872000	10877.643322	0.000000	1017.550145	1016.367563	0.052515	-0.661184	-0.428576	-0.743960	0.431781	0.995310	1.768717	3120.957910	0.181156	-0.349741	-0.001995	-0.651427	4.758262	8.185718	-0.044628	-0.282779	2.808200	-0.031910	-0.087309	3.471198	-4.713170	0.583300	-0.009420	-0.089411	-0.237652	-0.865792	-0.055002
27071240.000000	27630.882000	10877.653310	0.000000	1021.962251	1016.367563	-0.452407	-0.318972	-0.831997	-0.842671	0.947044	0.901020	1.768717	3123.092306	0.181156	-0.349741	-0.001995	-0.650709	4.758030	8.181593	-0.042758	-0.283323	2.804796	-0.034756	-0.089859	3.471166	-4.713170	0.583300	-0.009420	-0.090554	-0.237141	-0.865369	-0.055546
27071250.000000	27630.892000	10877.663344	0.000000	1029.106795	1016.367563	-0.398473	-0.457870	-0.653701	-0.841219	0.765575	0.957755	1.768717	3131.629889	0.181156	-0.349741	-0.001995	-0.647838	4.758070	8.178428	-0.043517	-0.283315	2.806890	-0.034452	-0.088732	3.468784	-4.713170	0.583300	-0.009420	-0.090354	-0.236549	-0.864945	-0.053756
27071260.000000	27630.902000	10877.673341	0.000000	1040.980263	1018.793911	-0.075224	-0.370029	-0.455154	-0.538010	0.461329	0.652975	1.768717	3142.301867	0.181156	-0.349741	-0.001995	-0.644248	4.757902	8.175175	-0.043037	-0.281644	2.807465	-0.032630	-0.087477	3.471262	-4.713170	0.583300	-0.009420	-0.089859	-0.236653	-0.865569	-0.054331
27071270.000000	27630.912000	10877.683226	0.000000	1050.905450	1018.793911	0.127561	-0.497398	-1.062027	-1.144247	1.069660	1.247680	1.768717	3152.973846	0.181156	-0.349741	-0.001995	-0.640658	4.757990	8.171810	-0.043733	-0.284985	2.807977	-0.031487	-0.091313	3.470367	-4.713170	0.583300	-0.009420	-0.089659	-0.237005	-0.865593	-0.055434
27071280.000000	27630.922000	10877.693277	0.000000	1063.886249	1018.793911	0.185753	-0.120049	-0.807950	-0.671560	0.829028	0.682206	1.768717	3163.645824	0.181156	-0.349741	-0.001995	-0.637068	4.758158	8.168429	-0.041671	-0.282380	2.807265	-0.031159	-0.089707	3.471637	-4.713170	0.583300	-0.009420	-0.091066	-0.236789	-0.865713	-0.054059
27071290.000000	27630.932000	10877.703271	0.000000	1074.289388	1018.793911	0.273573	-0.513502	-0.652435	-0.567043	0.707470	0.764998	1.768717	3174.317803	0.181156	-0.349741	-0.001995	-0.633478	4.758198	8.165272	-0.043821	-0.281804	2.806786	-0.030664	-0.088724	3.470295	-4.713170	0.583300	-0.009420	-0.090474	-0.236917	-0.865409	-0.054739
27071300.000000	27630.942000	10877.713245	0.000000	1074.959448	1043.585365	0.038322	-0.136153	-0.122608	-1.205215	0.128458	1.212881	1.768717	3184.989781	0.181156	-0.349741	-0.001995	-0.629888	4.758078	8.156008	-0.041759	-0.285321	2.807002	-0.031990	-0.085375	3.474195	-4.713170	0.583300	-0.009420	-0.090730	-0.236837	-0.865097	-0.056105
27071310.000000	27630.952000	10877.723218	0.000000	1092.396659	1043.585365	0.089239	-0.648008	-0.342671	-0.654140	0.354100	0.920768	1.768717	3195.661760	0.181156	-0.349741	-0.001995	-0.626299	4.757934	8.137208	-0.044556	-0.282284	2.806042	-0.031703	-0.086766	3.470031	-4.713170	0.583300	-0.009420	-0.089171	-0.236749	-0.865880	-0.053628
27071320.000000	27630.962000	10877.733188	0.000000	1099.419488	1043.585365	0.182914	-0.509110	-0.960934	-1.588082	0.978188	1.667693	1.768717	3206.333739	0.181156	-0.349741	-0.001995	-0.622709	4.758086	8.117138	-0.043797	-0.287431	2.807137	-0.031175	-0.090674	3.469208	-4.713170	0.583300	-0.009420	-0.090738	-0.237452	-0.865241	-0.053772
27071330.000000	27630.972000	10877.743328	0.000000	1120.035493	1043.585365	-0.214139	-0.567488	-0.983716	-0.517687	1.006753	0.768142	1.768717	3217.005717	0.181156	-0.349741	-0.001995	-0.619119	4.758142	8.099145	-0.044116	-0.281532	2.806954	-0.033413	-0.090818	3.471925	-4.713170	0.583300	-0.009420	-0.090338	-0.237956	-0.865505	-0.055642
27071340.000000	27630.982000	10877.753185	0.000000	1125.648211	1041.755842	-0.344539	-0.506182	-0.477936	-0.635269	0.589177	0.812273	1.768717	3227.677696	0.181156	-0.349741	-0.001995	-0.615529	4.758421	8.081689	-0.043781	-0.282180	2.807449	-0.034148	-0.087621	3.471054	-4.713170	0.583300	-0.009420	-0.090330	-0.237676	-0.866240	-0.054291
27071350.000000	27630.992000	10877.763185	0.000000	1138.641620	1041.755842	-0.014193	-0.441766	-1.044466	-0.870252	1.044562	0.975958	1.768717	3238.349674	0.181156	-0.349741	-0.001995	-0.611939	4.758014	8.063616	-0.043429	-0.283475	2.808137	-0.032286	-0.091202	3.469847	-4.713170	0.583300	-0.009420	-0.090091	-0.238204	-0.865449	-0.053572
27071360.000000	27631.002000	10877.773299	0.000000	1147.221327	1041.755842	-0.320588	-0.244307	-0.891324	-0.967329	0.947225	0.997703	1.768717	3249.021653	0.181156	-0.349741	-0.001995	-0.608350	4.758206	8.046152	-0.042350	-0.284010	2.805771	-0.034013	-0.090234	3.467705	-4.713170	0.583300	-0.009420	-0.090770	-0.237197	-0.865497	-0.055498
27071370.000000	27631.012000	10877.783328	0.000000	1157.081478	1078.343092	0.066708	-0.623120	-0.796560	-0.974588	0.799348	1.156762	1.768717	3259.693632	0.181156	-0.349741	-0.001995	-0.604760	4.758214	8.028239	-0.044420	-0.284050	2.804852	-0.031830	-0.089635	3.473156	-4.713170	0.583300	-0.009420	-0.090546	-0.237420	-0.865417	-0.055106
27071380.000000	27631.022000	10877.793195	0.000000	1168.634496	1078.343092	-0.194269	-0.440302	-0.680279	-0.777347	0.707475	0.893384	1.768717	3270.365610	0.181156	-0.349741	-0.001995	-0.601170	4.758206	8.010695	-0.043421	-0.282963	2.805915	-0.033301	-0.088900	3.464084	-4.713170	0.583300	-0.009420	-0.090898	-0.237724	-0.865641	-0.053516
27071390.000000	27631.032000	10877.803306	0.000000	1183.221867	1078.343092	0.133238	-0.228203	-0.567638	-0.250950	0.583065	0.339194	1.768717	3281.037589	0.181156	-0.349741	-0.001995	-0.597580	4.757998	7.992582	-0.042262	-0.280062	2.806842	-0.031455	-0.088188	3.469400	-4.713170	0.583300	-0.009420	-0.091593	-0.237516	-0.865816	-0.054811
27071400.000000	27631.042000	10877.813220	0.000000	1183.456371	1078.343092	0.067950	-0.746097	-0.557513	-1.386487	0.561638	1.574486	1.768717	3291.709567	0.181156	-0.349741	-0.001995	-0.593990	4.758102	7.975294	-0.045092	-0.286320	2.805994	-0.031823	-0.088124	3.471142	-4.713170	0.583300	-0.009420	-0.090043	-0.237540	-0.865577	-0.054979
27071410.000000	27631.052000	10877.823207	0.000000	1197.822591	1127.641301	-0.102191	-0.523750	-0.616998	-1.032653	0.625403	1.157880	1.768717	3302.381546	0.181156	-0.349741	-0.001995	-0.590400	4.758174	7.956838	-0.043877	-0.284370	2.807353	-0.032782	-0.088500	3.469152	-4.713170	0.583300	-0.009420	-0.090131	-0.237197	-0.865241	-0.053788
27071420.000000	27631.062000	10877.833242	0.000000	1207.826742	1127.641301	0.290605	-0.106873	-0.219904	-0.762831	0.364430	0.770281	1.768717	3313.053524	0.181156	-0.349741	-0.001995	-0.586811	4.758014	7.939581	-0.041599	-0.282883	2.808768	-0.030568	-0.085990	3.468784	-4.713170	0.583300	-0.009420	-0.090922	-0.237940	-0.866024	-0.054827
27071430.000000	27631.072000	10877.843244	0.000000	1218.706749	1127.641301	-0.130400	-0.295547	-0.692936	-1.148602	0.705098	1.186016	1.768717	3323.725503	0.181156	-0.349741	-0.001995	-0.583221	4.758222	7.921804	-0.042630	-0.285009	2.806842	-0.032941	-0.088980	3.469495	-4.713170	0.583300	-0.009420	-0.090658	-0.237125	-0.865225	-0.055418
27071440.000000	27631.082000	10877.853198	0.000000	1228.685725	1127.641301	-0.117803	-0.614336	-0.541059	-1.093440	0.553735	1.254200	1.768717	3334.397482	0.181156	-0.349741	-0.001995	-0.579631	4.757942	7.904108	-0.044372	-0.284705	2.804236	-0.032870	-0.088020	3.472788	-4.713170	0.583300	-0.009420	-0.090810	-0.237436	-0.865713	-0.053987
27071450.000000	27631.092000	10877.863330	0.000000	1242.263955	1166.991820	-0.160205	0.182818	-0.830732	-1.025395	0.846038	1.041564	1.768717	3345.069460	0.181156	-0.349741	-0.001995	-0.576041	4.758086	7.886219	-0.040016	-0.284330	2.806818	-0.033109	-0.089851	3.470782	-4.713170	0.583300	-0.009420	-0.089611	-0.237333	-0.865577	-0.054275
27071460.000000	27631.102000	10877.873237	0.000000	1253.286179	1166.991820	-0.255299	-0.150610	-1.098730	-1.218280	1.128001	1.227554	1.768717	3355.741439	0.181156	-0.349741	-0.001995	-0.572451	4.758014	7.868755	-0.041838	-0.285393	2.806090	-0.033645	-0.091545	3.471582	-4.713170	0.583300	-0.009420	-0.091449	-0.238531	-0.864921	-0.055498
27071470.000000	27631.112000	10877.883178	0.000000	1262.963107	1166.991820	0.167302	-0.579200	-0.629654	-0.922329	0.651501	1.089111	1.768717	3366.413417	0.181156	-0.349741	-0.001995	-0.568861	4.757902	7.850882	-0.044180	-0.283762	2.806298	-0.031263	-0.088580	3.470431	-4.713170	0.583300	-0.009420	-0.090610	-0.237221	-0.865369	-0.053548
27071480.000000	27631.122000	10877.893373	0.000000	1279.451221	1166.991820	0.100594	-0.991685	-1.247917	-0.819445	1.251965	1.286440	1.768717	3377.085396	0.181156	-0.349741	-0.001995	-0.565272	4.758158	7.833130	-0.046434	-0.283195	2.805915	-0.031639	-0.092488	3.470894	-4.713170	0.583300	-0.009420	-0.090210	-0.237812	-0.865761	-0.054819
27071490.000000	27631.132000	10877.903295	0.000000	1285.309642	1220.714665	-0.353055	-0.393453	-0.716825	-0.887490	0.799053	0.970795	1.768717	3387.757375	0.181156	-0.349741	-0.001995	-0.561682	4.758134	7.815186	-0.043165	-0.283570	2.806786	-0.034196	-0.089131	3.468776	-4.713170	0.583300	-0.009420	-0.090586	-0.236629	-0.865305	-0.055650
27071500.000000	27631.142000	10877.913217	0.000000	1296.433233	1220.714665	-0.313491	-0.573344	-0.905246	-1.000717	0.957991	1.153324	1.768717	3398.429353	0.181156	-0.349741	-0.001995	-0.558092	4.758238	7.797601	-0.044148	-0.284194	2.807074	-0.033973	-0.090322	3.468360	-4.713170	0.583300	-0.009420	-0.091194	-0.237980	-0.865089	-0.054531
27071510.000000	27631.152000	10877.923327	0.000000	1309.717002	1220.714665	-0.406989	-0.390525	-1.016622	-0.810735	1.095062	0.899889	1.768717	3409.101332	0.181156	-0.349741	-0.001995	-0.554502	4.758094	7.779601	-0.043149	-0.283147	2.807042	-0.034500	-0.091026	3.471494	-4.713170	0.583300	-0.009420	-0.090139	-0.237572	-0.865441	-0.054075
27071520.000000	27631.162000	10877.933099	0.000000	1315.028413	1220.714665	0.005677	-0.194531	-0.663826	-1.093440	0.663850	1.110609	1.768717	3419.773310	0.181156	-0.349741	-0.001995	-0.550912	4.758317	7.762328	-0.042078	-0.284705	2.807361	-0.032174	-0.088796	3.469911	-4.713170	0.583300	-0.009420	-0.090922	-0.238268	-0.865273	-0.055730
27071530.000000	27631.172000	10877.943165	0.000000	1326.843379	1266.236111	-0.475116	-0.264803	-0.488061	-0.816541	0.681130	0.858406	1.768717	3430.445289	0.181156	-0.349741	-0.001995	-0.547322	4.758222	7.744176	-0.042462	-0.283179	2.807345	-0.034884	-0.087685	3.469887	-4.713170	0.583300	-0.009420	-0.090322	-0.237692	-0.865681	-0.055098
27071540.000000	27631.182000	10877.953197	0.000000	1341.951358	1266.236111	-0.038322	-0.535462	-0.906512	-0.691701	0.907321	0.874740	1.768717	3441.117267	0.181156	-0.349741	-0.001995	-0.543733	4.757862	7.726495	-0.043941	-0.282491	2.805459	-0.032422	-0.090330	3.469615	-4.713170	0.583300	-0.009420	-0.089787	-0.237213	-0.864825	-0.054171
27071550.000000	27631.192000	10877.963196	0.000000	1352.131605	1266.236111	-0.328926	-0.568952	-0.969794	-1.034104	1.024057	1.180287	1.768717	3453.923642	0.181156	-0.349741	-0.001995	-0.539425	4.758214	7.708663	-0.044124	-0.284378	2.807233	-0.034060	-0.090730	3.474195	-4.713170	0.583300	-0.009420	-0.090682	-0.238100	-0.865553	-0.055762
27071560.000000	27631.202000	10877.973253	0.000000	1360.378837	1266.236111	-0.065288	-0.339468	-0.750997	-1.110859	0.753829	1.161571	1.768717	3464.595620	0.181156	-0.349741	-0.001995	-0.535835	4.758118	7.690894	-0.042870	-0.284801	2.808600	-0.032574	-0.089347	3.467553	-4.713170	0.583300	-0.009420	-0.091250	-0.237189	-0.865233	-0.054755
27071570.000000	27631.212000	10877.983352	0.000000	1374.156862	1303.298382	0.303379	-0.481294	-0.866170	-0.870252	0.917763	0.994476	1.768717	3475.267599	0.181156	-0.349741	-0.001995	-0.532245	4.758086	7.673030	-0.043645	-0.283475	2.805947	-0.030496	-0.090075	3.467170	-4.713170	0.583300	-0.009420	-0.090826	-0.237868	-0.864945	-0.053772
27071580.000000	27631.222000	10877.993264	0.000000	1388.467410	1303.298382	-0.348797	-0.234059	-1.188590	-0.749766	1.238711	0.785451	1.768717	3485.939577	0.181156	-0.349741	-0.001995	-0.528655	4.758014	7.655749	-0.042294	-0.282811	2.806602	-0.034172	-0.092113	3.469655	-4.713170	0.583300	-0.009420	-0.091721	-0.237700	-0.866056	-0.054363
27071590.000000	27631.232000	10878.003302	0.000000	1393.307494	1303.298382	0.121884	0.086194	-0.566372	-0.851380	0.579338	0.855732	1.768717	3496.611556	0.181156	-0.349741	-0.001995	-0.525066	4.758278	7.637861	-0.040544	-0.283371	2.806106	-0.031519	-0.088180	3.471094	-4.713170	0.583300	-0.009420	-0.090922	-0.237556	-0.865489	-0.056353
27071600.000000	27631.242000	10878.013266	0.000000	1403.856432	1303.298382	-0.883524	-0.563096	-0.427310	-0.978942	0.981432	1.129338	1.768717	3509.417930	0.181156	-0.349741	-0.001995	-0.520758	4.758094	7.618981	-0.044092	-0.284074	2.806322	-0.037186	-0.087301	3.470279	-4.713170	0.583300	-0.009420	-0.090474	-0.238444	-0.865409	-0.053796
27071610.000000	27631.252000	10878.023320	0.000000	1420.465317	1337.532276	-0.150270	-0.039528	-0.945746	-0.775896	0.957610	0.776902	1.768717	3520.089909	0.181156	-0.349741	-0.001995	-0.517168	4.758317	7.600582	-0.041231	-0.282955	2.808240	-0.033053	-0.090578	3.471078	-4.713170	0.583300	-0.009420	-0.090578	-0.236925	-0.866256	-0.054787
27071620.000000	27631.262000	10878.033255	0.000000	1432.783260	1337.532276	-0.218397	-0.197459	-1.399793	-0.987652	1.416728	1.007197	1.768717	3530.761887	0.181156	-0.349741	-0.001995	-0.513578	4.757950	7.582645	-0.042094	-0.284122	2.806370	-0.033437	-0.093448	3.470814	-4.713170	0.583300	-0.009420	-0.091066	-0.238092	-0.865888	-0.055818
27071630.000000	27631.272000	10878.043315	0.000000	1439.410357	1337.532276	0.097755	0.242843	-0.752262	-0.871703	0.758587	0.904897	1.768717	3541.433866	0.181156	-0.349741	-0.001995	-0.509988	4.757854	7.563454	-0.039688	-0.283483	2.808352	-0.031655	-0.089355	3.472573	-4.713170	0.583300	-0.009420	-0.091034	-0.237764	-0.865545	-0.054091
27071640.000000	27631.282000	10878.053242	0.000000	1455.794013	1337.532276	-0.224074	-0.590912	-0.868701	-0.580107	0.897135	0.828071	1.768717	3554.240240	0.181156	-0.349741	-0.001995	-0.505680	4.758070	7.544567	-0.044244	-0.281876	2.805211	-0.033469	-0.090091	3.467034	-4.713170	0.583300	-0.009420	-0.090506	-0.238204	-0.865129	-0.053852
27071650.000000	27631.292000	10878.063306	0.000000	1461.677382	1395.145437	-0.083740	-0.321900	-0.616998	-0.887490	0.622654	0.944064	1.768717	3564.912219	0.181156	-0.349741	-0.001995	-0.502091	4.758078	7.525911	-0.042774	-0.283570	2.805507	-0.032678	-0.088500	3.469368	-4.713170	0.583300	-0.009420	-0.090754	-0.237820	-0.865753	-0.055186
27071660.000000	27631.302000	10878.073203	0.000000	1477.860920	1395.145437	-0.272331	-0.297011	-1.074683	-0.678818	1.108651	0.740952	1.768717	3575.584198	0.181156	-0.349741	-0.001995	-0.498501	4.758094	7.508191	-0.042638	-0.282420	2.807129	-0.033741	-0.091393	3.469455	-4.713170	0.583300	-0.009420	-0.091281	-0.238004	-0.865233	-0.054219
27071670.000000	27631.312000	10878.083127	0.000000	1487.842133	1395.145437	-0.212720	-0.446158	-0.845919	-0.556881	0.872255	0.713564	1.768717	3586.256176	0.181156	-0.349741	-0.001995	-0.494911	4.758134	7.489823	-0.043453	-0.281748	2.805731	-0.033405	-0.089947	3.471989	-4.713170	0.583300	-0.009420	-0.091138	-0.237780	-0.865105	-0.053620
27071680.000000	27631.322000	10878.093257	0.000000	1493.699943	1395.145437	-0.242525	-0.478366	-0.947012	-1.171828	0.977574	1.265707	1.768717	3596.928155	0.181156	-0.349741	-0.001995	-0.491321	4.757990	7.471015	-0.043629	-0.285137	2.805939	-0.033573	-0.090586	3.468944	-4.713170	0.583300	-0.009420	-0.092185	-0.237916	-0.865209	-0.055050
27071690.000000	27631.332000	10878.103360	0.000000	1512.782576	1436.421598	-0.243945	-0.231131	-1.174668	-0.446739	1.199731	0.502988	1.768717	3607.600133	0.181156	-0.349741	-0.001995	-0.487731	4.758182	7.453423	-0.042278	-0.281141	2.806090	-0.033581	-0.092025	3.467002	-4.713170	0.583300	-0.009420	-0.090738	-0.238356	-0.865777	-0.055858
27071700.000000	27631.342000	10878.113323	0.000000	1524.954497	1436.421598	0.017032	0.029280	-1.164543	-0.507526	1.164668	0.508370	1.768717	3620.406508	0.181156	-0.349741	-0.001995	-0.483424	4.757846	7.433224	-0.040855	-0.281476	2.804228	-0.032110	-0.091961	3.469711	-4.713170	0.583300	-0.009420	-0.090234	-0.238252	-0.865593	-0.053276
27071710.000000	27631.352000	10878.123147	0.000000	1534.218017	1436.421598	0.082143	-0.226739	-0.950809	-0.477223	0.954351	0.528349	1.768717	3631.078486	0.181156	-0.349741	-0.001995	-0.479834	4.758150	7.415880	-0.042254	-0.281309	2.807521	-0.031743	-0.090610	3.470247	-4.713170	0.583300	-0.009420	-0.090602	-0.237317	-0.864921	-0.055258
27071720.000000	27631.362000	10878.133189	0.000000	1546.323796	1436.421598	-0.534550	0.168178	-0.834529	-0.220466	0.991051	0.277289	1.768717	3641.750465	0.181156	-0.349741	-0.001995	-0.476244	4.758078	7.398039	-0.040096	-0.279894	2.806434	-0.035219	-0.089875	3.469479	-4.713170	0.583300	-0.009420	-0.090618	-0.238468	-0.865201	-0.056713
27071730.000000	27631.372000	10878.143200	0.000000	1556.778111	1472.888393	-0.228332	-0.098089	-0.947012	-0.340770	0.974150	0.354606	1.768717	3652.422443	0.181156	-0.349741	-0.001995	-0.472654	4.758054	7.378616	-0.041551	-0.280557	2.805243	-0.033493	-0.090586	3.468049	-4.713170	0.583300	-0.009420	-0.091058	-0.237980	-0.865105	-0.054051
27071740.000000	27631.382000	10878.153170	0.000000	1565.310190	1472.888393	-0.285105	0.035136	-1.028013	-0.645431	1.066815	0.646386	1.768717	3663.094422	0.181156	-0.349741	-0.001995	-0.469064	4.757990	7.360760	-0.040823	-0.282236	2.803405	-0.033813	-0.091098	3.469120	-4.713170	0.583300	-0.009420	-0.091577	-0.237900	-0.865433	-0.054787
27071750.000000	27631.392000	10878.163190	0.000000	1576.867047	1472.888393	-0.172979	-0.052704	-0.807950	-0.358189	0.826260	0.362046	1.768717	3673.766400	0.181156	-0.349741	-0.001995	-0.465474	4.758381	7.343543	-0.041303	-0.280653	2.804364	-0.033181	-0.089707	3.468712	-4.713170	0.583300	-0.009420	-0.090834	-0.238196	-0.865353	-0.055786
27071760.000000	27631.402000	10878.173263	0.000000	1591.819251	1472.888393	0.002839	0.367101	-1.471776	-0.462707	1.471779	0.590644	1.768717	3684.438379	0.181156	-0.349741	-0.001995	-0.461885	4.757934	7.324160	-0.039009	-0.281229	2.806098	-0.032190	-0.093903	3.467713	-4.713170	0.583300	-0.009420	-0.091529	-0.238004	-0.865457	-0.054563
27071770.000000	27631.412000	10878.183345	0.000000	1593.952873	1534.338623	0.045418	-0.193067	-0.704326	-0.735250	0.705789	0.760176	1.768717	3695.110358	0.181156	-0.349741	-0.001995	-0.458295	4.758214	7.304450	-0.042070	-0.282731	2.802957	-0.031950	-0.089052	3.466890	-4.713170	0.583300	-0.009420	-0.091154	-0.238364	-0.865217	-0.054323
27071780.000000	27631.422000	10878.193153	0.000000	1601.978414	1534.338623	-0.426859	-0.200387	-0.576497	-0.915071	0.717327	0.936755	1.768717	3705.782336	0.181156	-0.349741	-0.001995	-0.454705	4.758254	7.286825	-0.042110	-0.283722	2.804252	-0.034612	-0.088244	3.472533	-4.713170	0.583300	-0.009420	-0.091018	-0.238571	-0.865912	-0.056042
27071790.000000	27631.432000	10878.203178	0.000000	1616.190644	1534.338623	0.070788	-0.507646	-0.752262	-0.678818	0.755586	0.847643	1.768717	3716.454315	0.181156	-0.349741	-0.001995	-0.451115	4.758094	7.268977	-0.043789	-0.282420	2.804316	-0.031807	-0.089355	3.465651	-4.713170	0.583300	-0.009420	-0.091761	-0.238052	-0.865329	-0.054531
27071800.000000	27631.442000	10878.213147	0.000000	1630.901576	1534.338623	0.175818	-0.058560	-0.813013	-0.288511	0.831806	0.294394	1.768717	3727.126293	0.181156	-0.349741	-0.001995	-0.447525	4.757934	7.251025	-0.041335	-0.280269	2.802270	-0.031215	-0.089739	3.468792	-4.713170	0.583300	-0.009420	-0.091417	-0.237828	-0.865769	-0.053892
27071810.000000	27631.452000	10878.223260	0.000000	1641.696407	1584.707466	0.216978	-0.122977	-1.149356	-0.565591	1.169657	0.578806	1.768717	3737.798272	0.181156	-0.349741	-0.001995	-0.443935	4.758110	7.233216	-0.041687	-0.281796	2.805843	-0.030983	-0.091865	3.466794	-4.713170	0.583300	-0.009420	-0.091130	-0.237708	-0.865249	-0.054859
27071820.000000	27631.462000	10878.233286	0.000000	1649.137149	1584.707466	-0.168721	0.016104	-0.745934	-0.571398	0.764777	0.571624	1.768717	3748.470250	0.181156	-0.349741	-0.001995	-0.440346	4.758206	7.215704	-0.040927	-0.281828	2.801934	-0.033157	-0.089315	3.468448	-4.713170	0.583300	-0.009420	-0.090674	-0.238707	-0.865409	-0.055186
27071830.000000	27631.472000	10878.243339	0.000000	1661.012501	1584.707466	-0.241106	0.176962	-1.536324	-1.122472	1.555128	1.136336	1.768717	3759.142229	0.181156	-0.349741	-0.001995	-0.436756	4.758309	7.197959	-0.040048	-0.284865	2.804316	-0.033565	-0.094311	3.466234	-4.713170	0.583300	-0.009420	-0.091497	-0.237900	-0.865417	-0.053923
