 # Date of Experiment: 20/03/02013
 # Time of Experiment: 10:03:29
 # Laser Diode Temp (C): 23.6300
 # Laser Diode Operating Hours (h): 19306.1
 # Laser Diode Current (A): 13.0000
 # AOD ANDOR center x (pixels): 268.708
 # AOD ANDOR center y (pixels): 265.323
 # AOD ANDOR range x (pixels): 24.8333
 # AOD ANDOR range y (pixels): 24.7083
 # AOD CCD center x (pixels): 298.188
 # AOD CCD center y (pixels): 291.125
 # AOD CCD range x (pixels): 93.7500
 # AOD CCD range y (pixels): 110.750
 # PM ANDOR center x (pixels): 272.906
 # PM ANDOR center y (pixels): 271.688
 # PM ANDOR range x (pixels): 14.3750
 # PM ANDOR range y (pixels): 9.25000
 # PM CCD center x (pixels): 310.500
 # PM CCD center y (pixels): 324.500
 # PM CCD range x (pixels): 53.0000
 # PM CCD range y (pixels): 42.5000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 74.1000
 # CCD pixel size y (nm): 61.6000
 # AOD detector x offset (V): -0.165608
 # AOD detector y offset (V): 0.725181
 # AOD trap stiffness x (pN/nm): 0.166681
 # AOD trap stiffness y (pN/nm): 0.163667
 # AOD trap distance conversion x (V/Nm): 0.00102400
 # AOD trap distance conversion y (V/Nm): 0.00108100
 # PM detector x offset (V): -0.0493670
 # PM detector y offset (V): 0.0642740
 # PM trap stiffness x (pN/nm): 0.194668
 # PM trap stiffness y (pN/nm): 0.158991
 # PM trap distance conversion x (V/nm): 0.000937000
 # PM trap distance conversion y (V/nm): 0.000821000
 # AOD bead radius (um): 1.01500
 # PM bead radius  (um): 1.08000
 # Sample rate (Hz): 1000
 # Number of samples (int): 1
 # Delta time (s): 0.00100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force felt by AOD (pN)	Force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)	
34295910.000000	59591.860000	28723.888837	0.000000	2149.323060	2023.212254	2.183060	0.741383	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.881087	-0.052643	0.065792	3.356059	-0.157057	0.714073	3.982284	-5.653890	-0.357670	0.076070	0.005456	-0.080854	-0.538694	-0.048967	
34295910.000000	59591.861000	28723.889524	0.000000	2149.323060	2023.212254	2.183060	0.741383	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.881087	-0.052643	0.065792	3.356059	-0.157057	0.714073	3.982284	-5.653890	-0.357670	0.076070	0.005456	-0.080854	-0.538694	-0.048967	
34295910.000000	59591.862000	28723.890846	0.000000	2155.162173	2023.212254	2.153127	2.116882	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616722	2.881007	-0.039537	0.061397	3.358696	-0.156737	0.714632	3.987239	-5.653890	-0.357670	0.076070	0.003378	-0.083491	-0.539493	-0.048168	
34295910.000000	59591.863000	28723.891526	0.000000	2155.162173	2023.212254	2.153127	2.116882	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616722	2.881007	-0.039537	0.061397	3.358696	-0.156737	0.714632	3.987239	-5.653890	-0.357670	0.076070	0.003378	-0.083491	-0.539493	-0.048168	
34295910.000000	59591.864000	28723.892580	0.000000	2166.519081	2023.212254	1.693951	1.213425	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880768	-0.053602	0.068589	3.361174	-0.165688	0.736369	3.973253	-5.653890	-0.357670	0.076070	0.003058	-0.080294	-0.541491	-0.050566	
34295910.000000	59591.865000	28723.893533	0.000000	2166.519081	2023.212254	1.693951	1.213425	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880768	-0.053602	0.068589	3.361174	-0.165688	0.736369	3.973253	-5.653890	-0.357670	0.076070	0.003058	-0.080294	-0.541491	-0.050566	
34295910.000000	59591.866000	28723.895550	0.000000	2159.964027	2023.212254	1.322921	0.834388	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880688	-0.046250	0.066991	3.359975	-0.157696	0.727179	3.979167	-5.653890	-0.357670	0.076070	0.003937	-0.082452	-0.539892	-0.049527	
34295920.000000	59591.867000	28723.896518	0.000000	2160.474024	2023.212254	1.824533	0.765126	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.881327	-0.045691	0.064514	3.358856	-0.154419	0.724462	3.982364	-5.653890	-0.357670	0.076070	0.000421	-0.080294	-0.537814	-0.052084	
34295920.000000	59591.868000	28723.897509	0.000000	2160.474024	2023.212254	1.824533	0.765126	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.881327	-0.045691	0.064514	3.358856	-0.154419	0.724462	3.982364	-5.653890	-0.357670	0.076070	0.000421	-0.080294	-0.537814	-0.052084	
34295920.000000	59591.869000	28723.898515	0.000000	2159.648951	2023.212254	0.471924	1.925589	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.881247	-0.057918	0.068110	3.360055	-0.165608	0.728298	3.977888	-5.653890	-0.357670	0.076070	0.000581	-0.080135	-0.540292	-0.051365	
34295920.000000	59591.870000	28723.899766	0.000000	2159.648951	2023.212254	0.471924	1.925589	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.881247	-0.057918	0.068110	3.360055	-0.165608	0.728298	3.977888	-5.653890	-0.357670	0.076070	0.000581	-0.080135	-0.540292	-0.051365	
34295920.000000	59591.872000	28723.901285	0.000000	2165.730607	2023.212254	1.283091	0.583082	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880848	-0.050406	0.061477	3.361174	-0.157776	0.726140	3.981564	-5.653890	-0.357670	0.076070	-0.001097	-0.080454	-0.539093	-0.052084	
34295920.000000	59591.873000	28723.902513	0.000000	2152.608489	2023.212254	1.608403	1.302618	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.881087	-0.043133	0.063555	3.358536	-0.167286	0.714712	3.985480	-5.653890	-0.357670	0.076070	-0.003735	-0.077497	-0.535417	-0.052324	
34295920.000000	59591.875000	28723.904612	0.000000	2153.928440	2023.212254	1.407401	1.177347	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617121	2.881087	-0.053203	0.068749	3.362133	-0.157216	0.722943	3.974452	-5.653890	-0.357670	0.076070	-0.000538	-0.080454	-0.540612	-0.053043	
34295920.000000	59591.878000	28723.908125	0.000000	2149.846690	2023.212254	0.867020	1.137684	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617601	2.881087	-0.051924	0.069469	3.358696	-0.164888	0.719507	3.974292	-5.653890	-0.357670	0.076070	-0.002536	-0.078057	-0.539333	-0.051924	
34295920.000000	59591.880000	28723.909309	0.000000	2148.983921	2023.212254	1.482090	1.435736	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.881087	-0.051045	0.071466	3.356139	-0.157296	0.721185	3.978528	-5.653890	-0.357670	0.076070	-0.002856	-0.079735	-0.537575	-0.053922	
34295920.000000	59591.881000	28723.910816	0.000000	2161.524892	2023.212254	0.558356	0.374763	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617121	2.881007	-0.049607	0.066192	3.355260	-0.163210	0.727818	3.976610	-5.653890	-0.357670	0.076070	0.003937	-0.081333	-0.536616	-0.051365	
34295930.000000	59591.883000	28723.912803	0.000000	2169.927751	2023.212254	1.738102	0.724278	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.880608	-0.052643	0.065553	3.353342	-0.162171	0.736050	3.978608	-5.653890	-0.357670	0.076070	0.003298	-0.081973	-0.539653	-0.048408	
34295930.000000	59591.886000	28723.915159	0.000000	2162.941353	2023.212254	2.192936	0.518537	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880368	-0.046889	0.063954	3.350545	-0.152182	0.726380	3.982603	-5.653890	-0.357670	0.076070	0.002019	-0.080774	-0.539173	-0.052004	
34295930.000000	59591.887000	28723.916680	0.000000	2150.344350	2023.212254	1.828641	0.850714	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880768	-0.045371	0.065233	3.353821	-0.160413	0.714472	3.967739	-5.653890	-0.357670	0.076070	0.000501	-0.083091	-0.536296	-0.048967	
34295930.000000	59591.890000	28723.919669	0.000000	2160.768453	2023.212254	1.008267	0.556209	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880848	-0.047689	0.066512	3.359256	-0.159774	0.727419	3.977569	-5.653890	-0.357670	0.076070	-0.003655	-0.079735	-0.539413	-0.049846	
34295930.000000	59591.892000	28723.921143	0.000000	2148.293443	2023.212254	2.475119	2.591260	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617441	2.880528	-0.061834	0.064674	3.353821	-0.157376	0.711436	3.970136	-5.653890	-0.357670	0.076070	-0.002536	-0.079975	-0.538214	-0.049926	
34295930.000000	59591.893000	28723.922320	0.000000	2148.786177	2023.212254	1.285304	0.920349	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880928	-0.046969	0.068270	3.361254	-0.166806	0.716790	3.989396	-5.653890	-0.357670	0.076070	-0.002456	-0.079495	-0.539653	-0.052324	
34295930.000000	59591.895000	28723.924360	0.000000	2161.747355	1988.573273	0.920260	2.509533	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.881087	-0.061354	0.065872	3.358776	-0.160413	0.727579	3.982444	-5.653890	-0.357670	0.076070	0.000421	-0.079815	-0.538933	-0.049447	
34295930.000000	59591.897000	28723.926066	0.000000	2160.423558	1988.573273	0.507512	0.315568	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616802	2.880928	-0.048088	0.065153	3.346149	-0.162491	0.725261	3.978288	-5.653890	-0.357670	0.076070	-0.002616	-0.082212	-0.540372	-0.048648	
34295930.000000	59591.899000	28723.928610	0.000000	2159.632461	1988.573273	1.158068	0.311241	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.880608	-0.049207	0.065872	3.360854	-0.158495	0.725341	3.977489	-5.653890	-0.357670	0.076070	0.002099	-0.083731	-0.535417	-0.049607	
34295930.000000	59591.901000	28723.930647	0.000000	2155.439121	1988.573273	0.726653	1.116317	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.881087	-0.053443	0.068030	3.355899	-0.169843	0.723663	3.971575	-5.653890	-0.357670	0.076070	0.003138	-0.082612	-0.535337	-0.050486	
34295940.000000	59591.904000	28723.933548	0.000000	2147.081031	1988.573273	1.490080	2.004571	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880768	-0.040816	0.069069	3.351504	-0.168884	0.715991	3.962784	-5.653890	-0.357670	0.076070	0.001140	-0.081573	-0.537655	-0.051764	
34295940.000000	59591.906000	28723.935583	0.000000	2169.588203	1988.573273	0.328460	1.131234	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880768	-0.047369	0.058840	3.360694	-0.164329	0.726859	3.973892	-5.653890	-0.357670	0.076070	-0.002856	-0.081653	-0.536935	-0.051525	
34295940.000000	59591.907000	28723.937521	0.000000	2157.151758	1988.573273	0.867024	0.188667	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.880848	-0.049207	0.065233	3.363731	-0.161292	0.721825	3.976210	-5.653890	-0.357670	0.076070	0.001939	-0.081733	-0.537894	-0.052803	
34295940.000000	59591.909000	28723.939272	0.000000	2166.907781	1988.573273	2.143002	1.915543	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617361	2.881007	-0.058557	0.063475	3.360854	-0.153221	0.729976	3.978048	-5.653890	-0.357670	0.076070	0.001140	-0.082932	-0.538214	-0.051045	
34295940.000000	59591.911000	28723.940776	0.000000	2160.802732	1988.573273	0.975971	0.354307	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617121	2.880928	-0.050965	0.064913	3.363251	-0.159614	0.725341	3.978767	-5.653890	-0.357670	0.076070	0.002419	-0.082612	-0.540372	-0.051684	
34295940.000000	59591.913000	28723.942554	0.000000	2169.726170	1988.573273	0.303979	1.279245	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617121	2.881007	-0.047129	0.058120	3.351664	-0.163929	0.726060	3.976050	-5.653890	-0.357670	0.076070	0.000101	-0.079495	-0.538294	-0.050646	
34295940.000000	59591.915000	28723.945547	0.000000	2169.234008	1988.573273	1.090233	0.564760	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617681	2.881487	-0.046889	0.063075	3.354860	-0.167606	0.732054	3.981564	-5.653890	-0.357670	0.076070	-0.002456	-0.083651	-0.538294	-0.050965	
34295940.000000	59591.918000	28723.948016	0.000000	2156.224430	1988.573273	1.785501	1.101925	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617441	2.881247	-0.052643	0.059799	3.364930	-0.168005	0.713673	3.984042	-5.653890	-0.357670	0.076070	0.000900	-0.079415	-0.538374	-0.051525	
34295940.000000	59591.920000	28723.949310	0.000000	2158.857028	1988.573273	2.378788	0.747472	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880928	-0.049766	0.068110	3.353182	-0.151143	0.727419	3.989396	-5.653890	-0.357670	0.076070	-0.000059	-0.080454	-0.539173	-0.052324	
34295940.000000	59591.921000	28723.950309	0.000000	2159.419489	1988.573273	1.497222	0.888509	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880928	-0.053602	0.064913	3.361893	-0.156497	0.723823	3.979087	-5.653890	-0.357670	0.076070	0.000501	-0.085729	-0.540372	-0.052404	
34295950.000000	59591.922000	28723.951092	0.000000	2159.419489	1988.573273	1.497222	0.888509	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880928	-0.053602	0.064913	3.361893	-0.156497	0.723823	3.979087	-5.653890	-0.357670	0.076070	0.000501	-0.085729	-0.540372	-0.052404	
34295950.000000	59591.923000	28723.952839	0.000000	2176.105257	1988.573273	1.799973	1.316718	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880528	-0.051525	0.057881	3.357178	-0.156977	0.732613	3.978448	-5.653890	-0.357670	0.076070	0.002659	-0.080934	-0.539333	-0.049766	
34295950.000000	59591.925000	28723.954774	0.000000	2158.821797	1988.573273	0.575921	0.769350	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880608	-0.045691	0.063794	3.358297	-0.167126	0.721745	3.973813	-5.653890	-0.357670	0.076070	0.001779	-0.080135	-0.537095	-0.050006	
34295950.000000	59591.927000	28723.956256	0.000000	2152.951617	1988.573273	1.709593	1.080240	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880928	-0.051605	0.069309	3.358856	-0.155378	0.722624	3.979646	-5.653890	-0.357670	0.076070	0.002898	-0.080614	-0.540532	-0.048408	
34295950.000000	59591.929000	28723.958102	0.000000	2170.054678	1988.573273	1.924288	2.562228	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.880848	-0.052803	0.051567	3.355579	-0.156018	0.717749	3.983243	-5.653890	-0.357670	0.076070	0.003058	-0.083491	-0.537495	-0.050406	
34295950.000000	59591.930000	28723.959013	0.000000	2170.054678	1988.573273	1.924288	2.562228	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.880848	-0.052803	0.051567	3.355579	-0.156018	0.717749	3.983243	-5.653890	-0.357670	0.076070	0.003058	-0.083491	-0.537495	-0.050406	
34295950.000000	59591.933000	28723.962553	0.000000	2163.875188	1988.573273	2.046690	2.313603	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617121	2.880848	-0.060076	0.060997	3.361653	-0.153141	0.723423	3.975091	-5.653890	-0.357670	0.076070	0.000581	-0.080694	-0.540212	-0.050406	
34295950.000000	59591.935000	28723.964731	0.000000	2170.724722	1988.573273	0.521197	1.879193	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617601	2.881087	-0.041775	0.058999	3.361014	-0.164249	0.728298	3.966061	-5.653890	-0.357670	0.076070	0.004656	-0.080934	-0.540452	-0.052723	
34295950.000000	59591.937000	28723.966522	0.000000	2160.994536	1988.573273	1.294928	0.550720	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617521	2.880928	-0.049846	0.061477	3.352383	-0.158655	0.721025	3.975810	-5.653890	-0.357670	0.076070	0.000021	-0.079575	-0.538694	-0.050965	
34295950.000000	59591.939000	28723.967998	0.000000	2152.042668	1988.573273	0.521838	2.009883	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617441	2.880928	-0.050486	0.074583	3.356299	-0.165368	0.728618	3.987798	-5.653890	-0.357670	0.076070	-0.002456	-0.082053	-0.539892	-0.052324	
34295960.000000	59591.940000	28723.968735	0.000000	2152.042668	1988.573273	0.521838	2.009883	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617441	2.880928	-0.050486	0.074583	3.356299	-0.165368	0.728618	3.987798	-5.653890	-0.357670	0.076070	-0.002456	-0.082053	-0.539892	-0.052324	
34295960.000000	59591.941000	28723.970252	0.000000	2156.896205	1988.573273	1.420356	0.308633	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.880688	-0.050805	0.063874	3.355500	-0.158495	0.719747	3.978927	-5.653890	-0.357670	0.076070	0.002179	-0.080854	-0.539972	-0.051844	
34295960.000000	59591.943000	28723.971764	0.000000	2143.199951	1988.573273	2.677683	1.078213	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880768	-0.050086	0.069788	3.358137	-0.153940	0.712714	3.990995	-5.653890	-0.357670	0.076070	0.007134	-0.081493	-0.539573	-0.050646	
34295960.000000	59591.944000	28723.972755	0.000000	2143.199951	1988.573273	2.677683	1.078213	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880768	-0.050086	0.069788	3.358137	-0.153940	0.712714	3.990995	-5.653890	-0.357670	0.076070	0.007134	-0.081493	-0.539573	-0.050646	
34295960.000000	59591.945000	28723.973813	0.000000	2152.762359	1988.573273	1.546344	1.482738	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880928	-0.056479	0.064913	3.364850	-0.160413	0.716630	3.986040	-5.653890	-0.357670	0.076070	0.004257	-0.079335	-0.539493	-0.051285	
34295960.000000	59591.946000	28723.974487	0.000000	2152.762359	1988.573273	1.546344	1.482738	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880928	-0.056479	0.064913	3.364850	-0.160413	0.716630	3.986040	-5.653890	-0.357670	0.076070	0.004257	-0.079335	-0.539493	-0.051285	
34295960.000000	59591.947000	28723.976503	0.000000	2162.895840	1988.573273	0.420575	0.802848	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.881167	-0.045771	0.062756	3.352543	-0.168165	0.724782	3.979487	-5.653890	-0.357670	0.076070	0.003378	-0.079975	-0.538694	-0.053443	
34295960.000000	59591.957000	28723.987281	0.000000	2156.005214	2027.344454	0.437689	1.006380	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880928	-0.051045	0.069149	3.364051	-0.162970	0.725741	3.976530	-5.653890	-0.357670	0.076070	-0.003335	-0.081253	-0.536935	-0.049127	
34295960.000000	59591.960000	28723.990497	0.000000	2160.044758	2027.344454	0.645422	0.199840	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.881087	-0.050326	0.064194	3.353582	-0.161932	0.723583	3.969337	-5.653890	-0.357670	0.076070	0.003138	-0.081333	-0.538534	-0.049527	
34295960.000000	59591.963000	28723.993413	0.000000	2149.513379	2027.344454	1.408768	1.246034	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880848	-0.045131	0.068829	3.361813	-0.159774	0.718308	3.983802	-5.653890	-0.357670	0.076070	-0.001177	-0.082932	-0.538374	-0.050326	
34295970.000000	59591.965000	28723.995120	0.000000	2146.408079	2027.344454	1.655628	1.188796	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880848	-0.053203	0.068829	3.361813	-0.169204	0.714952	3.982923	-5.653890	-0.357670	0.076070	-0.001177	-0.082932	-0.538374	-0.050326	
34295970.000000	59591.967000	28723.996892	0.000000	2150.778329	2027.344454	1.721211	1.935300	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.881327	-0.042334	0.070827	3.353741	-0.155378	0.722304	3.978767	-5.653890	-0.357670	0.076070	-0.001577	-0.080774	-0.537095	-0.051365	
34295970.000000	59591.970000	28724.001236	0.000000	2155.408864	2027.344454	0.562708	0.898976	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.880928	-0.049607	0.068909	3.358776	-0.162171	0.724782	3.975970	-5.653890	-0.357670	0.076070	0.001380	-0.082532	-0.536855	-0.051764	
34295970.000000	59591.972000	28724.002598	0.000000	2147.437907	2027.344454	2.114454	2.220686	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.881087	-0.054482	0.074343	3.349026	-0.152741	0.723263	3.981804	-5.653890	-0.357670	0.076070	0.000101	-0.079575	-0.538374	-0.052484	
34295970.000000	59591.975000	28724.004565	0.000000	2163.816283	2027.344454	2.224607	1.183079	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.880928	-0.044012	0.062196	3.357018	-0.151942	0.725021	3.973333	-5.653890	-0.357670	0.076070	0.000501	-0.080454	-0.538374	-0.051525	
34295970.000000	59591.977000	28724.006768	0.000000	2167.276774	2027.344454	0.682548	1.698513	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617441	2.880928	-0.054801	0.057721	3.358456	-0.162011	0.722864	3.975571	-5.653890	-0.357670	0.076070	0.002339	-0.082133	-0.537894	-0.051525	
34295970.000000	59591.979000	28724.008003	0.000000	2163.808295	2027.344454	0.231258	2.045519	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617361	2.880848	-0.058797	0.061237	3.358377	-0.166087	0.723743	3.982204	-5.653890	-0.357670	0.076070	-0.003255	-0.081893	-0.540612	-0.053922	
34295970.000000	59591.980000	28724.009354	0.000000	2152.714878	2027.344454	2.856658	0.848091	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.881407	-0.045291	0.064034	3.366288	-0.150583	0.715431	3.981644	-5.653890	-0.357670	0.076070	-0.001018	-0.080215	-0.539653	-0.053443	
34295970.000000	59591.983000	28724.011813	0.000000	2158.408321	2027.344454	2.415408	0.506798	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880688	-0.046969	0.063794	3.355340	-0.151223	0.721265	3.978288	-5.653890	-0.357670	0.076070	0.000980	-0.078297	-0.539173	-0.051045	
34295970.000000	59591.984000	28724.013025	0.000000	2150.693593	2027.344454	1.982385	1.532912	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616881	2.880528	-0.055600	0.068510	3.358616	-0.154819	0.719107	3.973173	-5.653890	-0.357670	0.076070	0.006495	-0.080055	-0.542769	-0.052643	
34295980.000000	59591.986000	28724.014986	0.000000	2155.586972	2027.344454	1.171985	0.110022	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880688	-0.048887	0.064514	3.358776	-0.161052	0.719187	3.970856	-5.653890	-0.357670	0.076070	0.001380	-0.078297	-0.539653	-0.050326	
34295980.000000	59591.988000	28724.017010	0.000000	2163.716584	2027.344454	1.590017	1.903033	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616961	2.880608	-0.055840	0.057321	3.359575	-0.158096	0.718468	3.969817	-5.653890	-0.357670	0.076070	0.001460	-0.080135	-0.540452	-0.049287	
34295980.000000	59591.990000	28724.018713	0.000000	2155.568245	2027.344454	1.753122	1.051641	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617361	2.881007	-0.044332	0.064833	3.355180	-0.156178	0.719587	3.986599	-5.653890	-0.357670	0.076070	-0.002536	-0.081333	-0.539972	-0.049527	
34295980.000000	59591.991000	28724.020766	0.000000	2152.986359	1981.758848	2.251872	0.828535	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616802	2.881007	-0.053123	0.065712	3.355739	-0.153540	0.717909	3.990435	-5.653890	-0.357670	0.076070	-0.002936	-0.082212	-0.538374	-0.048967	
34295980.000000	59591.993000	28724.022780	0.000000	2151.505406	1981.758848	1.477618	1.275429	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617041	2.880848	-0.052484	0.069948	3.356778	-0.157057	0.721905	3.983083	-5.653890	-0.357670	0.076070	0.001700	-0.082053	-0.539173	-0.050406	
34295980.000000	59591.995000	28724.025348	0.000000	2159.543377	1981.758848	0.416637	0.653003	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617441	2.881407	-0.050566	0.067391	3.354620	-0.167286	0.727259	3.966700	-5.653890	-0.357670	0.076070	-0.001897	-0.081493	-0.537575	-0.051125	
34295980.000000	59591.997000	28724.026450	0.000000	2164.055708	1981.758848	0.286734	1.471166	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.880768	-0.042414	0.062835	3.354620	-0.164089	0.726140	3.968218	-5.653890	-0.357670	0.076070	0.003058	-0.079256	-0.537974	-0.047848	
34295980.000000	59591.998000	28724.027433	0.000000	2164.055708	1981.758848	0.286734	1.471166	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617281	2.880768	-0.042414	0.062835	3.354620	-0.164089	0.726140	3.968218	-5.653890	-0.357670	0.076070	0.003058	-0.079256	-0.537974	-0.047848	
34295980.000000	59591.999000	28724.028745	0.000000	2161.923751	1981.758848	0.919158	0.505077	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617201	2.880768	-0.049846	0.066831	3.358057	-0.169923	0.729097	3.974772	-5.653890	-0.357670	0.076070	0.000741	-0.083331	-0.538853	-0.050326	
34295980.000000	59592.001000	28724.030807	0.000000	2150.133449	1981.758848	1.998240	1.051029	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.616722	2.880848	-0.053283	0.067710	3.351344	-0.175597	0.717509	3.979167	-5.653890	-0.357670	0.076070	0.001939	-0.081573	-0.538853	-0.048967	
34295990.000000	59592.003000	28724.033247	0.000000	2159.544205	1981.758848	1.864259	1.052357	4.534289	4191.415592	-0.005808	-0.152388	-0.241430	0.418599	3.617121	2.881087	-0.051605	0.059399	3.349346	-0.157296	0.716710	3.978368	-5.653890	-0.357670	0.076070	0.001620	-0.080374	-0.538454	-0.051445	
