# Date of Experiment: 5/19/2013	2:34 AM

# yOffsetT2.V:  0.384392
# xOffsetT2.V: -0.183561
# yCornerFreqT2.Hz 651.121403
# xCornerFreqT2.Hz: 787.229555
# yStiffnessT2.pNperNm: 0.077116
# xStiffnessT2.pNperNm: 0.093236
# yDistConversionT2.VperNm: 0.000606
# xDistConversionT2.VperNm: 0.000625

# yOffsetT1.V:  0.016076
# xOffsetT1.V: -0.119340
# yCornerFreqT1.Hz 618.791988
# xCornerFreqT1.Hz: 911.026211
# yStiffnessT1.pNperNm: 0.079150
# xStiffnessT1.pNperNm: 0.116529
# yDistConversionT1.VperNm: 0.000695
# xDistConversionT1.VperNm: 0.000854

# diameterT1.um: 2.160000
# diameterT2.um: 2.000000

# zOffsetT1.V: -3.169847
# zOffsetT2.V: -3.191267

# sampleRate.Hz: 80000.000000
# nSamples: 1048576.000000
# nBlocks: 128.000000
                                                                                                                                                                                                                       
freq 	 xPsdT1 	 yPsdT1  	 xPsdT2 	 yPsdT2 	 xFitT1 	 yFitT1 	 xFitT2 	 yFitT2 	 zPsdT1 	 zPsdT2 
8.422852E+2	8.286438E-9	6.980561E-9	4.467322E-9	5.755748E-9	8.959956E-9	8.298939E-9	5.292275E-9	6.429773E-9	1.419391E-9	6.931942E-9
8.544922E+2	8.310650E-9	6.942615E-9	4.803144E-9	5.691930E-9	8.841001E-9	8.144506E-9	5.211071E-9	6.314380E-9	1.483747E-9	5.955515E-9
8.666992E+2	8.312686E-9	7.912790E-9	3.937885E-9	5.194352E-9	8.723519E-9	7.993615E-9	5.131205E-9	6.201482E-9	1.335110E-9	4.972519E-9
8.789062E+2	8.125582E-9	7.636524E-9	3.921479E-9	4.722581E-9	8.607518E-9	7.846189E-9	5.052668E-9	6.091033E-9	1.242616E-9	5.317595E-9
8.911133E+2	8.246941E-9	5.892450E-9	4.336711E-9	5.009401E-9	8.493002E-9	7.702151E-9	4.975451E-9	5.982985E-9	1.229699E-9	5.124515E-9
9.033203E+2	8.515710E-9	6.654807E-9	4.756741E-9	5.560785E-9	8.379975E-9	7.561427E-9	4.899540E-9	5.877290E-9	1.384242E-9	5.486500E-9
9.155273E+2	8.285249E-9	7.023585E-9	4.372888E-9	5.266830E-9	8.268440E-9	7.423940E-9	4.824925E-9	5.773902E-9	1.167758E-9	5.900744E-9
9.277344E+2	7.379221E-9	6.607874E-9	4.668600E-9	4.952471E-9	8.158396E-9	7.289616E-9	4.751592E-9	5.672771E-9	1.114445E-9	5.988526E-9
9.399414E+2	8.486165E-9	5.740434E-9	4.666223E-9	4.549349E-9	8.049843E-9	7.158382E-9	4.679526E-9	5.573852E-9	1.058809E-9	5.914485E-9
9.521484E+2	7.652622E-9	6.024267E-9	3.760509E-9	5.000317E-9	7.942777E-9	7.030164E-9	4.608714E-9	5.477096E-9	1.017904E-9	6.244553E-9
9.643555E+2	8.240453E-9	6.682632E-9	3.885138E-9	5.064030E-9	7.837195E-9	6.904891E-9	4.539139E-9	5.382457E-9	1.018925E-9	8.191461E-9
9.765625E+2	8.341050E-9	6.579449E-9	4.441114E-9	4.328415E-9	7.733090E-9	6.782491E-9	4.470788E-9	5.289888E-9	9.920208E-10	4.289256E-9
9.887695E+2	7.838953E-9	5.319127E-9	3.559876E-9	3.848301E-9	7.630457E-9	6.662896E-9	4.403642E-9	5.199344E-9	9.844236E-10	3.487121E-9
1.000977E+3	7.351887E-9	5.649488E-9	3.378203E-9	3.801710E-9	7.529287E-9	6.546036E-9	4.337686E-9	5.110779E-9	8.209850E-10	3.922852E-9
1.013184E+3	8.513179E-9	6.007632E-9	3.445692E-9	4.346148E-9	7.429572E-9	6.431844E-9	4.272903E-9	5.024148E-9	8.346047E-10	3.767782E-9
1.025391E+3	8.021752E-9	5.795920E-9	3.266919E-9	4.069036E-9	7.331302E-9	6.320255E-9	4.209276E-9	4.939407E-9	8.877480E-10	3.673406E-9
1.037598E+3	6.932809E-9	5.889947E-9	3.569366E-9	4.307839E-9	7.234467E-9	6.211203E-9	4.146787E-9	4.856512E-9	9.077673E-10	3.790218E-9
1.049805E+3	6.871829E-9	5.899443E-9	3.578878E-9	3.799888E-9	7.139055E-9	6.104625E-9	4.085419E-9	4.775421E-9	1.004630E-9	4.233996E-9
1.062012E+3	6.916678E-9	5.878444E-9	3.264689E-9	3.961432E-9	7.045055E-9	6.000459E-9	4.025155E-9	4.696092E-9	9.513569E-10	6.545879E-9
1.074219E+3	7.382522E-9	5.369916E-9	3.350462E-9	3.888819E-9	6.952453E-9	5.898644E-9	3.965976E-9	4.618483E-9	8.121631E-10	4.388547E-9
1.086426E+3	6.772503E-9	5.116982E-9	3.860657E-9	3.828470E-9	6.861236E-9	5.799121E-9	3.907865E-9	4.542553E-9	8.624035E-10	3.249536E-9
1.098633E+3	6.000192E-9	5.087976E-9	3.282979E-9	3.773753E-9	6.771392E-9	5.701831E-9	3.850804E-9	4.468263E-9	8.343639E-10	3.097490E-9
1.110840E+3	5.457757E-9	4.767891E-9	2.993692E-9	3.961708E-9	6.682904E-9	5.606718E-9	3.794775E-9	4.395573E-9	8.637285E-10	2.937690E-9
1.123047E+3	5.751363E-9	4.879652E-9	3.144033E-9	3.651215E-9	6.595760E-9	5.513727E-9	3.739761E-9	4.324445E-9	7.521907E-10	2.894162E-9
1.135254E+3	6.617361E-9	4.732255E-9	3.187446E-9	3.109712E-9	6.509943E-9	5.422803E-9	3.685743E-9	4.254843E-9	7.560912E-10	2.962396E-9
1.147461E+3	6.328372E-9	3.983609E-9	2.976923E-9	3.509892E-9	6.425438E-9	5.333894E-9	3.632705E-9	4.186728E-9	6.935246E-10	2.989010E-9
1.159668E+3	6.004462E-9	3.687569E-9	2.725911E-9	3.327438E-9	6.342230E-9	5.246948E-9	3.580627E-9	4.120066E-9	6.745579E-10	3.282524E-9
1.171875E+3	6.118657E-9	4.213211E-9	2.830360E-9	2.923764E-9	6.260303E-9	5.161915E-9	3.529494E-9	4.054821E-9	7.465729E-10	3.774147E-9
1.184082E+3	5.258637E-9	3.788403E-9	2.640159E-9	2.886465E-9	6.179640E-9	5.078746E-9	3.479288E-9	3.990958E-9	7.096902E-10	5.070763E-9
1.196289E+3	5.471673E-9	3.680323E-9	2.481737E-9	3.015310E-9	6.100225E-9	4.997394E-9	3.429992E-9	3.928445E-9	6.818448E-10	4.390326E-9
1.208496E+3	5.754552E-9	3.726302E-9	2.438653E-9	3.235987E-9	6.022041E-9	4.917811E-9	3.381589E-9	3.867248E-9	6.471188E-10	3.041898E-9
1.220703E+3	5.742680E-9	3.965670E-9	2.547609E-9	3.246117E-9	5.945073E-9	4.839953E-9	3.334062E-9	3.807336E-9	6.474443E-10	2.938588E-9
1.232910E+3	5.981831E-9	4.382844E-9	2.573821E-9	3.334808E-9	5.869302E-9	4.763776E-9	3.287394E-9	3.748677E-9	5.899379E-10	2.776566E-9
1.245117E+3	5.221558E-9	3.940917E-9	2.781619E-9	3.084973E-9	5.794714E-9	4.689236E-9	3.241569E-9	3.691240E-9	6.403333E-10	3.432378E-9
1.257324E+3	5.249049E-9	3.988557E-9	2.416073E-9	3.252335E-9	5.721289E-9	4.616293E-9	3.196572E-9	3.634997E-9	5.513986E-10	3.656304E-9
1.269531E+3	4.479707E-9	3.735809E-9	2.561761E-9	2.848426E-9	5.649013E-9	4.544905E-9	3.152385E-9	3.579918E-9	5.419942E-10	6.354861E-9
1.281738E+3	4.444065E-9	4.035249E-9	2.350726E-9	3.038890E-9	5.577868E-9	4.475033E-9	3.108994E-9	3.525974E-9	5.801764E-10	1.098018E-8
1.293945E+3	4.589748E-9	4.222358E-9	2.291219E-9	3.206403E-9	5.507837E-9	4.406638E-9	3.066383E-9	3.473139E-9	5.649648E-10	4.638827E-9
1.306152E+3	4.645198E-9	3.986044E-9	2.432015E-9	3.217167E-9	5.438903E-9	4.339683E-9	3.024536E-9	3.421385E-9	4.653413E-10	3.687817E-9
1.318359E+3	4.217834E-9	4.267250E-9	2.224750E-9	2.572087E-9	5.371050E-9	4.274132E-9	2.983439E-9	3.370686E-9	4.823975E-10	2.854039E-9
1.330566E+3	4.457864E-9	3.853166E-9	2.005514E-9	3.060639E-9	5.304262E-9	4.209949E-9	2.943077E-9	3.321017E-9	5.042341E-10	2.481938E-9
1.342773E+3	5.748423E-9	3.364079E-9	1.971551E-9	3.088244E-9	5.238521E-9	4.147099E-9	2.903435E-9	3.272352E-9	4.588091E-10	2.799979E-9
1.354980E+3	5.722971E-9	3.733826E-9	2.190253E-9	2.453891E-9	5.173811E-9	4.085550E-9	2.864499E-9	3.224668E-9	5.231079E-10	2.735595E-9
1.367187E+3	4.877219E-9	4.047849E-9	2.116770E-9	3.001420E-9	5.110116E-9	4.025268E-9	2.826256E-9	3.177940E-9	5.659542E-10	2.441197E-9
1.379395E+3	5.819485E-9	3.872427E-9	1.893782E-9	2.813730E-9	5.047419E-9	3.966222E-9	2.788690E-9	3.132146E-9	5.199193E-10	2.620665E-9
1.391602E+3	6.102501E-9	3.904375E-9	1.970130E-9	2.606186E-9	4.985706E-9	3.908381E-9	2.751789E-9	3.087263E-9	5.358114E-10	2.605927E-9
1.403809E+3	4.990540E-9	3.876935E-9	2.153770E-9	2.415595E-9	4.924959E-9	3.851715E-9	2.715540E-9	3.043269E-9	4.852763E-10	2.236815E-9
1.416016E+3	4.442743E-9	3.653357E-9	2.060307E-9	2.375241E-9	4.865163E-9	3.796195E-9	2.679928E-9	3.000144E-9	4.977525E-10	2.035332E-9
1.428223E+3	3.727102E-9	3.699396E-9	1.643831E-9	2.299425E-9	4.806303E-9	3.741792E-9	2.644943E-9	2.957865E-9	4.908997E-10	2.128169E-9
1.440430E+3	3.856333E-9	4.065308E-9	1.638940E-9	2.530118E-9	4.748362E-9	3.688479E-9	2.610570E-9	2.916414E-9	5.078267E-10	2.026503E-9
1.452637E+3	4.461847E-9	3.568553E-9	1.858087E-9	2.367957E-9	4.691326E-9	3.636230E-9	2.576798E-9	2.875771E-9	4.769124E-10	1.452077E-9
1.464844E+3	4.794445E-9	3.295442E-9	1.990039E-9	2.166339E-9	4.635180E-9	3.585017E-9	2.543614E-9	2.835916E-9	4.329039E-10	1.498670E-9
1.477051E+3	5.387103E-9	3.418822E-9	1.971425E-9	2.296139E-9	4.579909E-9	3.534816E-9	2.511007E-9	2.796830E-9	4.516521E-10	1.677484E-9
1.489258E+3	4.947544E-9	3.059536E-9	1.658828E-9	2.470426E-9	4.525498E-9	3.485602E-9	2.478965E-9	2.758496E-9	4.031945E-10	1.706964E-9
1.501465E+3	4.343118E-9	2.553770E-9	1.811723E-9	2.409760E-9	4.471932E-9	3.437351E-9	2.447476E-9	2.720896E-9	4.109851E-10	1.596395E-9
1.513672E+3	4.412983E-9	3.004932E-9	1.990027E-9	2.201858E-9	4.419198E-9	3.390040E-9	2.416530E-9	2.684012E-9	4.271956E-10	1.383633E-9
1.525879E+3	4.262288E-9	3.174313E-9	2.044780E-9	1.825947E-9	4.367280E-9	3.343646E-9	2.386116E-9	2.647828E-9	3.765549E-10	1.366067E-9
1.538086E+3	4.559303E-9	3.659880E-9	2.061118E-9	1.950179E-9	4.316166E-9	3.298147E-9	2.356223E-9	2.612328E-9	3.123872E-10	1.322983E-9
1.550293E+3	4.400171E-9	3.269327E-9	1.788006E-9	1.903251E-9	4.265841E-9	3.253522E-9	2.326839E-9	2.577496E-9	3.621591E-10	1.326492E-9
1.562500E+3	4.181871E-9	3.050864E-9	1.437356E-9	1.926746E-9	4.216292E-9	3.209750E-9	2.297956E-9	2.543315E-9	3.871034E-10	1.357288E-9
1.574707E+3	4.254428E-9	2.519580E-9	1.671221E-9	2.178739E-9	4.167506E-9	3.166810E-9	2.269563E-9	2.509772E-9	3.881329E-10	1.096790E-9
1.586914E+3	4.540517E-9	2.680858E-9	1.625960E-9	2.201438E-9	4.119469E-9	3.124682E-9	2.241650E-9	2.476851E-9	3.593525E-10	1.441368E-9
1.599121E+3	4.035608E-9	2.232629E-9	1.627614E-9	2.110923E-9	4.072168E-9	3.083348E-9	2.214208E-9	2.444538E-9	3.712560E-10	2.049750E-9
1.611328E+3	4.051958E-9	2.224044E-9	1.889121E-9	2.095824E-9	4.025591E-9	3.042789E-9	2.187226E-9	2.412819E-9	3.967855E-10	1.461237E-9
1.623535E+3	4.170473E-9	2.700129E-9	1.923914E-9	2.079920E-9	3.979726E-9	3.002987E-9	2.160697E-9	2.381681E-9	3.703976E-10	1.315977E-9
1.635742E+3	3.533224E-9	2.670862E-9	1.652661E-9	1.812606E-9	3.934559E-9	2.963924E-9	2.134610E-9	2.351110E-9	4.050421E-10	1.262154E-9
1.647949E+3	3.717879E-9	2.530041E-9	1.651812E-9	2.038302E-9	3.890079E-9	2.925582E-9	2.108957E-9	2.321093E-9	3.668094E-10	1.270726E-9
1.660156E+3	3.975858E-9	2.473028E-9	1.868381E-9	1.782244E-9	3.846273E-9	2.887946E-9	2.083730E-9	2.291619E-9	3.310763E-10	1.137845E-9
1.672363E+3	3.922925E-9	2.876277E-9	1.744852E-9	1.751041E-9	3.803131E-9	2.850999E-9	2.058919E-9	2.262674E-9	3.382369E-10	9.163845E-10
1.684570E+3	3.507913E-9	2.632397E-9	1.764011E-9	1.721903E-9	3.760640E-9	2.814724E-9	2.034517E-9	2.234248E-9	2.944270E-10	9.527163E-10
