# Date of Experiment: 18/08/2014	15:56

# AOD detector vertical offset:  -0.089041
# AOD detector horizontal offset: -0.067967
# AOD vertical corner frequency 281.253681
# AOD horizontal corner frequency: 503.090072
# AOD vertical trap stiffness (pN/nm): 0.040178
# AOD horizontal trap stiffness (pN/nm): 0.071868
# AOD vertical OLS (V/nm): 0.000498
# AOD horizontal OLS (V/nm): 0.000616
# PM detector vertical offset:  -0.293473
# PM detector horizontal offset: -0.045776
# PM vertical corner frequency 502.663972
# PM horizontal corner frequency: 648.164174
# PM vertical trap stiffness (pN/nm): 0.071807
# PM horizontal trap stiffness (pN/nm): 0.092592
# PM vertical OLS (V/nm): 0.000573
# PM horizontal OLS (V/nm): 0.000737
# PM bead diameter (um): 2.100000
# AOD bead diameter (um): 2.100000

# sample rate: 80000 Hz
# number of samples: 524288
# number of blocks: 64.000000

# viscosity (pN s / nm^2): 1.148727E-9
                                                                                                                                                                                                                       
freq 	  PSD PMx 	  PSD PMy  	 PSD AODx 	 PSD AODy 	  Fit PMx 	  Fit PMy 	 Fit AODx 	 Fit AODy 
9.599609E+3	2.633508E-10	1.214189E-10	2.089029E-10	1.793349E-10	9.040623E-11	5.543201E-11	5.076816E-11	2.862979E-11
9.609375E+3	2.617418E-10	1.402189E-10	2.066187E-10	1.877174E-10	9.022340E-11	5.531971E-11	5.066531E-11	2.857168E-11
9.619141E+3	2.624968E-10	1.488762E-10	2.114813E-10	1.985373E-10	9.004113E-11	5.520775E-11	5.056277E-11	2.851374E-11
9.628906E+3	2.996818E-10	1.313645E-10	2.487186E-10	2.160401E-10	8.985940E-11	5.509612E-11	5.046054E-11	2.845599E-11
9.638672E+3	3.285902E-10	1.585388E-10	2.771760E-10	2.150421E-10	8.967823E-11	5.498484E-11	5.035861E-11	2.839840E-11
9.648437E+3	2.759590E-10	1.987171E-10	2.670950E-10	2.089847E-10	8.949760E-11	5.487389E-11	5.025700E-11	2.834099E-11
9.658203E+3	2.783943E-10	2.007159E-10	2.457237E-10	2.212607E-10	8.931752E-11	5.476328E-11	5.015570E-11	2.828376E-11
9.667969E+3	2.936459E-10	1.652084E-10	2.234100E-10	2.431613E-10	8.913798E-11	5.465300E-11	5.005470E-11	2.822670E-11
9.677734E+3	3.045012E-10	1.630167E-10	2.115737E-10	2.110839E-10	8.895898E-11	5.454305E-11	4.995400E-11	2.816981E-11
9.687500E+3	3.150886E-10	1.824993E-10	2.217019E-10	2.418616E-10	8.878051E-11	5.443344E-11	4.985361E-11	2.811309E-11
9.697266E+3	3.321109E-10	2.018328E-10	2.430725E-10	2.271045E-10	8.860258E-11	5.432415E-11	4.975352E-11	2.805654E-11
9.707031E+3	3.179287E-10	1.918919E-10	1.888641E-10	2.226653E-10	8.842519E-11	5.421520E-11	4.965373E-11	2.800017E-11
9.716797E+3	3.136849E-10	1.845164E-10	1.858345E-10	1.983053E-10	8.824833E-11	5.410657E-11	4.955424E-11	2.794396E-11
9.726562E+3	2.520524E-10	1.431740E-10	2.185480E-10	1.439830E-10	8.807199E-11	5.399826E-11	4.945505E-11	2.788792E-11
9.736328E+3	2.399506E-10	1.200153E-10	2.286799E-10	1.313664E-10	8.789619E-11	5.389028E-11	4.935615E-11	2.783206E-11
9.746094E+3	2.163748E-10	1.340040E-10	1.562111E-10	1.518509E-10	8.772091E-11	5.378263E-11	4.925756E-11	2.777635E-11
9.755859E+3	2.888025E-10	1.427421E-10	1.765226E-10	1.508723E-10	8.754615E-11	5.367529E-11	4.915925E-11	2.772082E-11
9.765625E+3	2.843136E-10	1.608104E-10	1.412268E-10	1.869767E-10	8.737191E-11	5.356828E-11	4.906124E-11	2.766545E-11
9.775391E+3	2.420193E-10	1.723967E-10	1.784625E-10	1.919217E-10	8.719819E-11	5.346159E-11	4.896353E-11	2.761025E-11
9.785156E+3	2.390463E-10	1.542435E-10	1.622228E-10	1.740767E-10	8.702499E-11	5.335521E-11	4.886610E-11	2.755521E-11
9.794922E+3	2.244505E-10	1.461737E-10	1.718579E-10	1.756745E-10	8.685231E-11	5.324915E-11	4.876897E-11	2.750034E-11
9.804687E+3	2.487348E-10	1.201972E-10	1.812873E-10	1.520562E-10	8.668013E-11	5.314341E-11	4.867212E-11	2.744563E-11
9.814453E+3	2.424316E-10	1.239316E-10	1.523236E-10	1.489130E-10	8.650847E-11	5.303798E-11	4.857556E-11	2.739108E-11
9.824219E+3	2.344558E-10	1.085001E-10	1.510345E-10	1.602115E-10	8.633731E-11	5.293286E-11	4.847929E-11	2.733670E-11
9.833984E+3	1.760769E-10	1.247355E-10	1.493900E-10	1.654222E-10	8.616667E-11	5.282806E-11	4.838331E-11	2.728248E-11
9.843750E+3	2.007746E-10	1.327523E-10	1.312600E-10	1.577860E-10	8.599652E-11	5.272357E-11	4.828761E-11	2.722842E-11
9.853516E+3	2.844933E-10	1.142055E-10	1.552841E-10	1.425230E-10	8.582688E-11	5.261938E-11	4.819219E-11	2.717452E-11
9.863281E+3	2.586205E-10	1.170518E-10	1.201488E-10	1.168915E-10	8.565774E-11	5.251551E-11	4.809705E-11	2.712078E-11
9.873047E+3	2.226043E-10	1.419255E-10	1.042292E-10	1.642173E-10	8.548910E-11	5.241194E-11	4.800220E-11	2.706719E-11
9.882812E+3	2.478978E-10	1.493170E-10	1.333429E-10	1.765493E-10	8.532096E-11	5.230868E-11	4.790762E-11	2.701377E-11
9.892578E+3	2.439968E-10	1.081915E-10	1.754763E-10	1.453632E-10	8.515331E-11	5.220572E-11	4.781333E-11	2.696051E-11
9.902344E+3	1.831354E-10	1.208428E-10	1.443945E-10	1.399003E-10	8.498615E-11	5.210306E-11	4.771931E-11	2.690740E-11
9.912109E+3	2.119356E-10	1.184311E-10	1.454944E-10	1.526625E-10	8.481949E-11	5.200071E-11	4.762557E-11	2.685445E-11
9.921875E+3	1.974849E-10	1.097379E-10	1.634748E-10	1.079027E-10	8.465331E-11	5.189866E-11	4.753211E-11	2.680165E-11
9.931641E+3	2.738407E-10	1.471394E-10	1.567059E-10	1.033977E-10	8.448762E-11	5.179691E-11	4.743892E-11	2.674901E-11
9.941406E+3	2.130257E-10	1.416166E-10	1.543792E-10	1.190787E-10	8.432242E-11	5.169546E-11	4.734600E-11	2.669653E-11
9.951172E+3	2.345606E-10	1.357599E-10	1.296698E-10	1.204947E-10	8.415770E-11	5.159430E-11	4.725336E-11	2.664420E-11
9.960937E+3	2.125149E-10	1.256505E-10	1.224454E-10	1.337759E-10	8.399346E-11	5.149344E-11	4.716098E-11	2.659202E-11
9.970703E+3	2.335040E-10	1.106084E-10	1.323324E-10	1.229755E-10	8.382970E-11	5.139288E-11	4.706888E-11	2.654000E-11
9.980469E+3	2.132339E-10	1.114275E-10	1.441131E-10	1.455554E-10	8.366642E-11	5.129261E-11	4.697705E-11	2.648813E-11
9.990234E+3	2.327636E-10	1.419900E-10	1.361591E-10	1.304790E-10	8.350361E-11	5.119263E-11	4.688548E-11	2.643641E-11
1.000000E+4	2.512913E-10	1.425625E-10	1.246525E-10	1.073181E-10	8.334128E-11	5.109295E-11	4.679419E-11	2.638484E-11
1.000977E+4	2.502097E-10	1.391350E-10	1.727578E-10	1.371316E-10	8.317942E-11	5.099355E-11	4.670316E-11	2.633343E-11
1.001953E+4	2.465983E-10	1.440349E-10	1.826262E-10	1.681716E-10	8.301803E-11	5.089445E-11	4.661239E-11	2.628216E-11
1.002930E+4	2.270084E-10	1.393009E-10	1.740610E-10	1.441034E-10	8.285711E-11	5.079563E-11	4.652189E-11	2.623104E-11
1.003906E+4	2.553517E-10	1.300706E-10	1.675390E-10	1.430042E-10	8.269666E-11	5.069710E-11	4.643165E-11	2.618007E-11
1.004883E+4	2.924028E-10	1.253672E-10	1.521732E-10	1.202465E-10	8.253667E-11	5.059886E-11	4.634167E-11	2.612925E-11
1.005859E+4	3.078050E-10	1.672819E-10	1.568960E-10	1.208306E-10	8.237715E-11	5.050090E-11	4.625196E-11	2.607858E-11
1.006836E+4	2.394371E-10	1.671158E-10	1.815249E-10	1.641952E-10	8.221808E-11	5.040323E-11	4.616250E-11	2.602806E-11
1.007812E+4	3.001231E-10	1.589367E-10	1.542668E-10	1.707317E-10	8.205948E-11	5.030584E-11	4.607330E-11	2.597768E-11
1.008789E+4	3.777461E-10	1.657799E-10	1.708306E-10	1.708696E-10	8.190133E-11	5.020873E-11	4.598436E-11	2.592745E-11
1.009766E+4	3.923009E-10	2.215458E-10	2.329860E-10	1.860645E-10	8.174364E-11	5.011190E-11	4.589568E-11	2.587736E-11
1.010742E+4	4.249757E-10	2.314623E-10	2.100931E-10	2.099574E-10	8.158641E-11	5.001535E-11	4.580726E-11	2.582742E-11
1.011719E+4	4.848510E-10	2.276070E-10	2.408797E-10	2.354242E-10	8.142962E-11	4.991908E-11	4.571909E-11	2.577762E-11
1.012695E+4	4.356610E-10	2.253939E-10	2.391527E-10	2.000349E-10	8.127329E-11	4.982309E-11	4.563117E-11	2.572797E-11
1.013672E+4	4.143736E-10	2.696904E-10	2.138819E-10	1.817544E-10	8.111741E-11	4.972737E-11	4.554351E-11	2.567846E-11
1.014648E+4	6.459550E-10	3.609351E-10	2.683306E-10	2.199660E-10	8.096197E-11	4.963193E-11	4.545610E-11	2.562909E-11
1.015625E+4	7.404895E-10	4.486630E-10	3.063131E-10	2.245668E-10	8.080698E-11	4.953676E-11	4.536894E-11	2.557986E-11
1.016602E+4	6.837283E-10	4.254821E-10	3.098198E-10	2.048331E-10	8.065244E-11	4.944187E-11	4.528203E-11	2.553078E-11
1.017578E+4	7.012185E-10	4.394646E-10	2.835707E-10	2.058574E-10	8.049833E-11	4.934725E-11	4.519537E-11	2.548184E-11
1.018555E+4	7.424251E-10	4.439717E-10	3.056701E-10	2.015132E-10	8.034467E-11	4.925290E-11	4.510896E-11	2.543304E-11
1.019531E+4	5.283783E-10	3.735129E-10	2.427490E-10	2.392030E-10	8.019145E-11	4.915882E-11	4.502279E-11	2.538437E-11
1.020508E+4	7.055778E-10	4.088970E-10	2.799966E-10	2.539018E-10	8.003866E-11	4.906500E-11	4.493687E-11	2.533585E-11
1.021484E+4	1.040506E-9	5.057789E-10	3.490256E-10	2.579726E-10	7.988631E-11	4.897146E-11	4.485120E-11	2.528747E-11
1.022461E+4	9.759579E-10	5.467232E-10	3.605784E-10	2.048940E-10	7.973439E-11	4.887818E-11	4.476577E-11	2.523922E-11
1.023437E+4	8.900623E-10	4.869020E-10	2.611281E-10	1.886585E-10	7.958291E-11	4.878517E-11	4.468059E-11	2.519112E-11
1.024414E+4	9.973991E-10	5.194187E-10	2.502659E-10	1.829506E-10	7.943185E-11	4.869243E-11	4.459565E-11	2.514315E-11
1.025391E+4	1.026110E-9	4.885700E-10	2.564177E-10	1.936213E-10	7.928123E-11	4.859995E-11	4.451095E-11	2.509531E-11
1.026367E+4	8.192113E-10	4.328820E-10	3.031165E-10	1.864088E-10	7.913103E-11	4.850773E-11	4.442649E-11	2.504762E-11
1.027344E+4	8.481227E-10	4.574755E-10	3.062952E-10	2.037822E-10	7.898126E-11	4.841577E-11	4.434227E-11	2.500006E-11
1.028320E+4	7.820061E-10	4.536247E-10	2.775596E-10	1.782202E-10	7.883191E-11	4.832408E-11	4.425829E-11	2.495263E-11
1.029297E+4	7.807371E-10	4.252167E-10	2.284760E-10	1.936038E-10	7.868299E-11	4.823264E-11	4.417455E-11	2.490534E-11
1.030273E+4	7.100724E-10	4.365313E-10	2.078137E-10	1.961354E-10	7.853448E-11	4.814147E-11	4.409104E-11	2.485818E-11
1.031250E+4	6.488001E-10	3.910407E-10	2.198783E-10	1.920203E-10	7.838640E-11	4.805055E-11	4.400778E-11	2.481116E-11
1.032227E+4	6.226744E-10	3.370244E-10	2.329994E-10	1.855559E-10	7.823873E-11	4.795989E-11	4.392474E-11	2.476427E-11
1.033203E+4	5.648371E-10	3.144959E-10	1.806698E-10	1.526328E-10	7.809148E-11	4.786949E-11	4.384195E-11	2.471752E-11
1.034180E+4	3.986770E-10	2.719192E-10	1.585022E-10	1.510208E-10	7.794465E-11	4.777934E-11	4.375938E-11	2.467089E-11
1.035156E+4	4.222259E-10	2.271001E-10	1.707784E-10	1.689597E-10	7.779823E-11	4.768944E-11	4.367705E-11	2.462440E-11
1.036133E+4	4.341716E-10	2.059189E-10	1.760196E-10	1.669769E-10	7.765222E-11	4.759980E-11	4.359495E-11	2.457804E-11
1.037109E+4	3.553505E-10	2.298790E-10	1.633234E-10	1.642307E-10	7.750662E-11	4.751041E-11	4.351308E-11	2.453181E-11
1.038086E+4	2.754371E-10	2.129381E-10	1.192551E-10	1.517529E-10	7.736142E-11	4.742127E-11	4.343144E-11	2.448571E-11
1.039062E+4	3.323796E-10	1.943882E-10	1.482045E-10	1.261125E-10	7.721664E-11	4.733238E-11	4.335004E-11	2.443974E-11
1.040039E+4	3.233219E-10	2.042611E-10	1.687067E-10	1.218992E-10	7.707226E-11	4.724374E-11	4.326885E-11	2.439389E-11
1.041016E+4	3.243808E-10	1.549094E-10	1.456865E-10	1.512942E-10	7.692829E-11	4.715535E-11	4.318790E-11	2.434818E-11
1.041992E+4	2.695468E-10	1.309880E-10	1.471116E-10	1.593207E-10	7.678471E-11	4.706721E-11	4.310718E-11	2.430260E-11
1.042969E+4	2.312524E-10	1.793974E-10	1.476591E-10	1.208983E-10	7.664154E-11	4.697932E-11	4.302668E-11	2.425714E-11
1.043945E+4	2.655133E-10	1.437841E-10	1.552314E-10	1.103127E-10	7.649877E-11	4.689167E-11	4.294640E-11	2.421181E-11
1.044922E+4	2.854995E-10	1.237947E-10	1.399959E-10	1.203476E-10	7.635640E-11	4.680426E-11	4.286635E-11	2.416661E-11
1.045898E+4	2.943581E-10	1.527062E-10	1.714579E-10	1.258640E-10	7.621442E-11	4.671710E-11	4.278652E-11	2.412154E-11
1.046875E+4	2.519399E-10	1.281354E-10	1.865539E-10	1.351818E-10	7.607284E-11	4.663018E-11	4.270692E-11	2.407659E-11
1.047852E+4	2.267977E-10	1.343369E-10	1.435878E-10	1.424670E-10	7.593165E-11	4.654351E-11	4.262754E-11	2.403176E-11
1.048828E+4	2.185371E-10	1.159581E-10	1.716134E-10	1.348297E-10	7.579085E-11	4.645707E-11	4.254837E-11	2.398706E-11
1.049805E+4	1.798579E-10	8.634705E-11	1.290991E-10	1.300758E-10	7.565045E-11	4.637088E-11	4.246943E-11	2.394249E-11
1.050781E+4	1.821104E-10	1.109248E-10	1.055216E-10	1.411236E-10	7.551043E-11	4.628493E-11	4.239071E-11	2.389804E-11
1.051758E+4	2.012818E-10	1.077498E-10	1.216065E-10	1.337137E-10	7.537080E-11	4.619921E-11	4.231221E-11	2.385371E-11
1.052734E+4	1.984453E-10	1.107379E-10	1.207120E-10	1.359326E-10	7.523156E-11	4.611373E-11	4.223392E-11	2.380951E-11
1.053711E+4	2.130901E-10	1.065525E-10	1.289049E-10	1.460220E-10	7.509270E-11	4.602849E-11	4.215585E-11	2.376543E-11
1.054687E+4	1.946986E-10	1.092530E-10	1.287183E-10	1.489641E-10	7.495423E-11	4.594349E-11	4.207800E-11	2.372147E-11
1.055664E+4	1.679063E-10	1.059947E-10	1.493302E-10	1.478292E-10	7.481614E-11	4.585871E-11	4.200036E-11	2.367763E-11
1.056641E+4	1.729113E-10	1.126421E-10	1.754592E-10	1.544014E-10	7.467843E-11	4.577418E-11	4.192294E-11	2.363392E-11
1.057617E+4	1.657592E-10	1.113404E-10	1.575766E-10	1.456282E-10	7.454110E-11	4.568988E-11	4.184573E-11	2.359032E-11
1.058594E+4	1.848285E-10	1.317643E-10	1.435310E-10	1.504657E-10	7.440415E-11	4.560581E-11	4.176873E-11	2.354685E-11
1.059570E+4	1.782323E-10	1.158324E-10	1.407152E-10	1.817751E-10	7.426757E-11	4.552197E-11	4.169195E-11	2.350350E-11
1.060547E+4	1.989824E-10	1.145730E-10	1.526112E-10	1.761532E-10	7.413137E-11	4.543836E-11	4.161537E-11	2.346026E-11
1.061523E+4	2.310059E-10	1.099979E-10	1.706574E-10	1.838142E-10	7.399554E-11	4.535498E-11	4.153901E-11	2.341715E-11
1.062500E+4	2.317902E-10	1.209003E-10	1.828912E-10	1.639452E-10	7.386009E-11	4.527183E-11	4.146286E-11	2.337415E-11
1.063477E+4	2.376330E-10	1.276005E-10	1.853097E-10	1.575115E-10	7.372500E-11	4.518891E-11	4.138691E-11	2.333127E-11
1.064453E+4	2.670305E-10	1.262823E-10	2.111976E-10	1.750351E-10	7.359029E-11	4.510622E-11	4.131118E-11	2.328851E-11
1.065430E+4	3.429053E-10	1.686354E-10	2.194581E-10	1.621051E-10	7.345594E-11	4.502375E-11	4.123565E-11	2.324587E-11
1.066406E+4	3.286692E-10	1.796029E-10	2.570819E-10	1.701191E-10	7.332197E-11	4.494151E-11	4.116033E-11	2.320334E-11
1.067383E+4	2.636158E-10	1.674751E-10	2.763841E-10	1.941396E-10	7.318835E-11	4.485950E-11	4.108522E-11	2.316093E-11
1.068359E+4	2.397396E-10	1.397108E-10	3.112681E-10	2.249322E-10	7.305511E-11	4.477771E-11	4.101031E-11	2.311864E-11
1.069336E+4	2.927031E-10	1.310127E-10	2.288538E-10	1.985487E-10	7.292222E-11	4.469614E-11	4.093560E-11	2.307646E-11
1.070312E+4	2.241101E-10	1.371926E-10	2.060672E-10	2.057433E-10	7.278970E-11	4.461479E-11	4.086110E-11	2.303440E-11
1.071289E+4	2.497699E-10	1.356402E-10	2.511369E-10	2.056258E-10	7.265754E-11	4.453367E-11	4.078680E-11	2.299246E-11
1.072266E+4	2.724160E-10	1.520280E-10	2.556443E-10	1.897916E-10	7.252573E-11	4.445276E-11	4.071271E-11	2.295062E-11
1.073242E+4	2.757891E-10	1.599745E-10	2.586853E-10	2.089372E-10	7.239429E-11	4.437208E-11	4.063881E-11	2.290890E-11
1.074219E+4	2.944235E-10	1.701037E-10	2.615111E-10	2.080649E-10	7.226320E-11	4.429162E-11	4.056512E-11	2.286730E-11
1.075195E+4	3.299881E-10	1.533425E-10	2.449122E-10	2.197958E-10	7.213246E-11	4.421137E-11	4.049162E-11	2.282581E-11
1.076172E+4	2.866818E-10	1.595579E-10	2.078631E-10	2.092857E-10	7.200208E-11	4.413135E-11	4.041833E-11	2.278443E-11
1.077148E+4	2.933076E-10	1.669734E-10	1.923813E-10	1.582089E-10	7.187206E-11	4.405153E-11	4.034523E-11	2.274316E-11
1.078125E+4	2.658097E-10	1.554766E-10	1.954014E-10	1.623452E-10	7.174238E-11	4.397194E-11	4.027234E-11	2.270201E-11
1.079102E+4	2.153471E-10	1.274175E-10	1.827975E-10	1.956484E-10	7.161306E-11	4.389256E-11	4.019964E-11	2.266096E-11
1.080078E+4	2.203692E-10	1.096764E-10	1.625863E-10	1.829952E-10	7.148408E-11	4.381340E-11	4.012713E-11	2.262003E-11
1.081055E+4	2.181467E-10	9.890236E-11	1.834543E-10	1.826050E-10	7.135545E-11	4.373445E-11	4.005483E-11	2.257921E-11
1.082031E+4	2.597490E-10	9.991303E-11	1.497653E-10	1.700581E-10	7.122717E-11	4.365571E-11	3.998271E-11	2.253850E-11
1.083008E+4	2.623541E-10	1.257766E-10	1.652725E-10	1.570269E-10	7.109923E-11	4.357718E-11	3.991080E-11	2.249790E-11
1.083984E+4	2.466582E-10	1.330492E-10	1.675469E-10	1.449950E-10	7.097164E-11	4.349887E-11	3.983907E-11	2.245741E-11
1.084961E+4	1.958071E-10	1.122638E-10	1.748547E-10	1.317899E-10	7.084439E-11	4.342077E-11	3.976754E-11	2.241703E-11
1.085937E+4	1.682291E-10	1.357330E-10	1.795294E-10	1.151302E-10	7.071748E-11	4.334287E-11	3.969620E-11	2.237675E-11
1.086914E+4	1.554663E-10	1.284641E-10	1.605989E-10	1.502904E-10	7.059091E-11	4.326519E-11	3.962505E-11	2.233659E-11
1.087891E+4	1.839836E-10	1.081742E-10	1.771480E-10	1.762754E-10	7.046468E-11	4.318772E-11	3.955410E-11	2.229653E-11
1.088867E+4	2.534390E-10	1.124687E-10	1.511404E-10	1.425826E-10	7.033879E-11	4.311045E-11	3.948333E-11	2.225658E-11
1.089844E+4	2.257927E-10	1.291727E-10	1.802662E-10	1.131076E-10	7.021324E-11	4.303339E-11	3.941275E-11	2.221674E-11
1.090820E+4	2.014833E-10	1.267115E-10	1.649278E-10	9.830801E-11	7.008802E-11	4.295653E-11	3.934237E-11	2.217700E-11
1.091797E+4	2.131517E-10	1.135763E-10	1.505674E-10	1.344647E-10	6.996314E-11	4.287989E-11	3.927217E-11	2.213738E-11
1.092773E+4	1.951977E-10	1.089733E-10	1.259100E-10	1.327358E-10	6.983858E-11	4.280344E-11	3.920215E-11	2.209785E-11
1.093750E+4	2.161977E-10	1.171588E-10	1.295690E-10	1.367020E-10	6.971436E-11	4.272720E-11	3.913233E-11	2.205844E-11
1.094727E+4	2.098921E-10	1.015716E-10	1.225637E-10	1.301101E-10	6.959047E-11	4.265117E-11	3.906269E-11	2.201912E-11
1.095703E+4	1.923803E-10	1.153055E-10	1.395745E-10	1.275197E-10	6.946691E-11	4.257533E-11	3.899324E-11	2.197992E-11
1.096680E+4	1.760004E-10	1.152518E-10	1.737178E-10	1.351900E-10	6.934368E-11	4.249970E-11	3.892397E-11	2.194082E-11
1.097656E+4	1.518519E-10	1.121472E-10	1.533133E-10	1.327326E-10	6.922078E-11	4.242427E-11	3.885489E-11	2.190182E-11
1.098633E+4	1.547318E-10	1.119016E-10	1.482321E-10	1.374219E-10	6.909820E-11	4.234904E-11	3.878599E-11	2.186292E-11
1.099609E+4	1.793131E-10	1.172940E-10	1.112983E-10	1.380564E-10	6.897595E-11	4.227401E-11	3.871727E-11	2.182413E-11
1.100586E+4	1.744173E-10	1.268095E-10	1.391638E-10	1.172514E-10	6.885402E-11	4.219918E-11	3.864873E-11	2.178545E-11
1.101562E+4	1.888079E-10	1.129597E-10	1.437444E-10	1.023468E-10	6.873241E-11	4.212455E-11	3.858038E-11	2.174686E-11
1.102539E+4	2.014736E-10	1.190295E-10	1.414157E-10	1.409735E-10	6.861113E-11	4.205011E-11	3.851221E-11	2.170838E-11
1.103516E+4	1.868009E-10	1.088328E-10	1.417915E-10	1.465921E-10	6.849016E-11	4.197587E-11	3.844422E-11	2.167000E-11
1.104492E+4	1.699890E-10	1.013361E-10	1.571058E-10	1.137366E-10	6.836952E-11	4.190183E-11	3.837641E-11	2.163172E-11
1.105469E+4	1.706301E-10	9.916978E-11	1.426954E-10	1.171882E-10	6.824919E-11	4.182799E-11	3.830877E-11	2.159355E-11
1.106445E+4	1.875774E-10	8.624696E-11	1.364654E-10	1.255591E-10	6.812918E-11	4.175433E-11	3.824132E-11	2.155547E-11
1.107422E+4	1.752067E-10	9.483049E-11	1.860509E-10	1.478215E-10	6.800949E-11	4.168088E-11	3.817404E-11	2.151749E-11
1.108398E+4	1.694659E-10	1.135801E-10	1.891087E-10	1.445907E-10	6.789011E-11	4.160761E-11	3.810694E-11	2.147962E-11
1.109375E+4	1.823776E-10	1.077209E-10	1.483575E-10	1.584829E-10	6.777104E-11	4.153454E-11	3.804002E-11	2.144184E-11
1.110352E+4	2.051286E-10	1.269415E-10	1.603305E-10	1.584258E-10	6.765229E-11	4.146167E-11	3.797327E-11	2.140417E-11
1.111328E+4	2.024827E-10	1.155883E-10	1.661366E-10	1.467148E-10	6.753385E-11	4.138898E-11	3.790670E-11	2.136659E-11
1.112305E+4	1.891276E-10	1.195574E-10	1.732148E-10	1.347971E-10	6.741572E-11	4.131648E-11	3.784031E-11	2.132911E-11
1.113281E+4	1.944182E-10	1.424723E-10	1.782904E-10	1.504864E-10	6.729789E-11	4.124418E-11	3.777408E-11	2.129173E-11
1.114258E+4	1.775394E-10	1.421474E-10	2.287601E-10	1.908028E-10	6.718038E-11	4.117206E-11	3.770804E-11	2.125445E-11
1.115234E+4	1.905787E-10	1.199255E-10	2.121952E-10	1.764748E-10	6.706317E-11	4.110013E-11	3.764216E-11	2.121727E-11
1.116211E+4	2.000265E-10	1.252843E-10	2.002732E-10	1.774372E-10	6.694627E-11	4.102839E-11	3.757646E-11	2.118018E-11
1.117187E+4	2.278794E-10	1.667748E-10	2.497436E-10	1.850458E-10	6.682968E-11	4.095684E-11	3.751092E-11	2.114320E-11
1.118164E+4	2.486131E-10	1.637779E-10	2.678708E-10	1.787824E-10	6.671339E-11	4.088548E-11	3.744556E-11	2.110630E-11
1.119141E+4	2.664694E-10	1.782989E-10	3.044370E-10	2.242644E-10	6.659740E-11	4.081430E-11	3.738037E-11	2.106951E-11
1.120117E+4	3.329881E-10	1.878802E-10	2.672319E-10	2.422305E-10	6.648171E-11	4.074331E-11	3.731536E-11	2.103281E-11
1.121094E+4	3.305843E-10	1.799332E-10	2.919093E-10	2.273901E-10	6.636633E-11	4.067250E-11	3.725050E-11	2.099621E-11
1.122070E+4	2.425217E-10	1.479383E-10	2.466813E-10	2.332317E-10	6.625124E-11	4.060187E-11	3.718582E-11	2.095970E-11
1.123047E+4	2.808798E-10	1.636326E-10	2.680556E-10	2.920362E-10	6.613645E-11	4.053143E-11	3.712131E-11	2.092328E-11
1.124023E+4	3.368211E-10	1.891664E-10	2.894746E-10	2.760508E-10	6.602196E-11	4.046118E-11	3.705696E-11	2.088697E-11
1.125000E+4	3.164430E-10	1.697759E-10	2.500336E-10	2.549344E-10	6.590777E-11	4.039110E-11	3.699279E-11	2.085074E-11
1.125977E+4	3.369508E-10	1.783526E-10	2.887314E-10	2.447672E-10	6.579387E-11	4.032121E-11	3.692877E-11	2.081461E-11
1.126953E+4	3.530623E-10	1.847388E-10	3.081261E-10	2.433520E-10	6.568027E-11	4.025150E-11	3.686493E-11	2.077858E-11
1.127930E+4	3.278908E-10	1.671617E-10	2.781429E-10	2.376827E-10	6.556696E-11	4.018197E-11	3.680125E-11	2.074264E-11
1.128906E+4	2.739997E-10	1.531469E-10	2.500147E-10	1.973117E-10	6.545395E-11	4.011261E-11	3.673773E-11	2.070679E-11
1.129883E+4	2.534685E-10	1.633886E-10	2.626210E-10	2.281037E-10	6.534122E-11	4.004344E-11	3.667438E-11	2.067103E-11
1.130859E+4	2.316967E-10	1.264576E-10	2.344691E-10	2.058916E-10	6.522879E-11	3.997445E-11	3.661119E-11	2.063537E-11
1.131836E+4	2.145422E-10	1.109362E-10	2.780940E-10	2.079128E-10	6.511664E-11	3.990563E-11	3.654816E-11	2.059979E-11
1.132812E+4	2.549937E-10	1.154286E-10	1.921738E-10	1.903595E-10	6.500479E-11	3.983699E-11	3.648530E-11	2.056431E-11
1.133789E+4	2.551248E-10	1.317682E-10	1.736680E-10	1.704443E-10	6.489322E-11	3.976853E-11	3.642260E-11	2.052893E-11
1.134766E+4	2.341841E-10	1.463416E-10	1.834696E-10	1.825001E-10	6.478194E-11	3.970025E-11	3.636006E-11	2.049363E-11
1.135742E+4	2.031117E-10	1.295074E-10	1.377961E-10	1.493870E-10	6.467094E-11	3.963214E-11	3.629768E-11	2.045842E-11
1.136719E+4	2.087834E-10	1.027718E-10	1.450253E-10	1.602174E-10	6.456023E-11	3.956420E-11	3.623546E-11	2.042331E-11
1.137695E+4	2.025558E-10	1.012725E-10	1.420451E-10	1.229102E-10	6.444981E-11	3.949644E-11	3.617340E-11	2.038828E-11
1.138672E+4	1.837007E-10	1.010575E-10	1.624826E-10	1.241233E-10	6.433966E-11	3.942886E-11	3.611150E-11	2.035335E-11
1.139648E+4	1.781995E-10	1.133793E-10	1.321072E-10	1.198681E-10	6.422980E-11	3.936145E-11	3.604976E-11	2.031850E-11
1.140625E+4	1.881215E-10	9.548549E-11	1.316596E-10	1.332157E-10	6.412022E-11	3.929421E-11	3.598818E-11	2.028375E-11
