# Date of Experiment: 18/08/2014
# measurement starttime: 15:56  

# Laser Diode Status

# Laser Diode Operating Hours (h): 30088.300000
# Laser Diode Current (A): 13.980000

# results thermal calibration: 

# AOD detector vertical offset:  -0.086640
# AOD detector horizontal offset: -0.058736
# AOD vertical trap stiffness (pN/nm): 0.040178
# AOD horizontal trap stiffness (pN/nm): 0.071868
# AOD vertical OLS (V/nm): 0.000498
# AOD horizontal OLS (V/nm): 0.000616
# PM detector vertical offset:  -0.288765
# PM detector horizontal offset: -0.049036
# PM vertical trap stiffness (pN/nm): 0.071807
# PM horizontal trap stiffness (pN/nm): 0.092592
# PM vertical OLS (V/nm): 0.000573
# PM horizontal OLS (V/nm): 0.000737
# PM bead diameter (um): 2.100000
# AOD bead diameter (um): 2.100000
# Viscosity (pN s / nm^2): 1.148727E-9

# sample rate (Hz): 10000
# number of samples: 10
# rate of while-loop(Hz):  1000
# dt (s): 0.00100
# data averaged to while-loop: FALSE


                                                                                                                              
# start of measurement (iteration) : 11143987
# end of measurement (iteration) : 11234731
# duration of measurement(s): 91
# errors: 0	0	0	0	0

                                                  
PMxdiff (V)	  PMydiff (V)	  PMxsum (V)	 AODxdiff (V)	 AODydiff (V)	  AODxsum (V)	  FBxsum (V)	 xdist (nm) 	 ydist (nm)  	  FBx (V) 	 FBy (V)	 PMsensorx (V)	 PMsensory (V)	 TrackingReferenceTime
-0.051542	-0.288462	2.597984	-0.058902	-0.086790	3.132554	0.722147	-0.000171	3000.000727	-0.066304	-0.160570	4.763745	5.934516	251937596.000000
-0.048728	-0.288470	2.599151	-0.061571	-0.087493	3.134680	0.721860	-0.000171	3000.000727	-0.068023	-0.160578	4.764160	5.934644	251937596.000000
-0.047929	-0.290093	2.599830	-0.056320	-0.088468	3.139323	0.722155	-0.000171	3000.000727	-0.068326	-0.160019	4.764496	5.934556	251937596.000000
-0.049272	-0.288030	2.596745	-0.052995	-0.084895	3.137677	0.721947	-0.000171	3000.000727	-0.069293	-0.160491	4.764328	5.934548	251937596.000000
-0.051997	-0.288262	2.596497	-0.063082	-0.091521	3.135191	0.722019	-0.000171	3000.000727	-0.069789	-0.161458	4.764232	5.934660	251937596.000000
-0.051502	-0.285745	2.598679	-0.063354	-0.089028	3.137757	0.721460	-0.000171	3000.000727	-0.072059	-0.161362	4.764264	5.934732	251937596.000000
-0.050303	-0.292267	2.594787	-0.056904	-0.089443	3.137453	0.721148	-0.000171	3000.000727	-0.071164	-0.160339	4.764528	5.934572	251937596.000000
-0.047961	-0.290037	2.598959	-0.058470	-0.088028	3.135615	0.721396	-0.000171	3000.000727	-0.070013	-0.161098	4.764336	5.934469	251937596.000000
-0.044060	-0.282116	2.598104	-0.055497	-0.087629	3.133033	0.721820	-0.000171	3000.000727	-0.070013	-0.161226	4.764136	5.934668	251937596.000000
-0.052125	-0.288886	2.596657	-0.058542	-0.086702	3.134919	0.722491	-0.000171	3000.000727	-0.072195	-0.161498	4.763976	5.934461	251937596.000000
-0.044428	-0.285273	2.596993	-0.059062	-0.084911	3.136486	0.721636	-0.000171	3000.000727	-0.069461	-0.159276	4.764192	5.934556	251937596.000000
-0.049272	-0.286168	2.597952	-0.061444	-0.090306	3.138676	0.721596	-0.000171	3000.000727	-0.069150	-0.161282	4.764144	5.934461	251937596.000000
-0.048025	-0.289613	2.597384	-0.062059	-0.089427	3.140394	0.722859	-0.000171	3000.000727	-0.068710	-0.161146	4.764264	5.934445	251937596.000000
-0.054827	-0.293729	2.596313	-0.060844	-0.087845	3.140674	0.721460	-0.000171	3000.000727	-0.068694	-0.159923	4.764080	5.934405	251937596.000000
-0.049384	-0.287903	2.595810	-0.056680	-0.087197	3.138484	0.722075	-0.000171	3000.000727	-0.069206	-0.161530	4.763984	5.934524	251937596.000000
-0.047513	-0.292083	2.598184	-0.059701	-0.084112	3.134208	0.722563	-0.000171	3000.000727	-0.066680	-0.159667	4.763769	5.934572	251937596.000000
-0.049408	-0.293721	2.594019	-0.054450	-0.080619	3.132010	0.721788	-0.000171	3000.000727	-0.067919	-0.160978	4.763896	5.934524	251937596.000000
-0.050023	-0.293290	2.595138	-0.052220	-0.085615	3.133776	0.722723	-0.000171	3000.000727	-0.067415	-0.160602	4.763801	5.934437	251937596.000000
-0.050662	-0.288030	2.597192	-0.056376	-0.086262	3.135023	0.721891	-0.000171	3000.000727	-0.066536	-0.160642	4.763825	5.934341	251937596.000000
-0.049823	-0.290636	2.598088	-0.056984	-0.087165	3.136982	0.721708	-0.000171	3000.000727	-0.067503	-0.159667	4.764368	5.934604	251937596.000000
-0.053740	-0.292187	2.597544	-0.059773	-0.087221	3.139132	0.721332	-0.000171	3000.000727	-0.069006	-0.160602	4.764128	5.934628	251937596.000000
-0.053172	-0.291635	2.596017	-0.058071	-0.082937	3.139100	0.721899	-0.000171	3000.000727	-0.069477	-0.161034	4.764016	5.934620	251937596.000000
-0.049288	-0.289509	2.598072	-0.057535	-0.082569	3.138468	0.721404	-0.000171	3000.000727	-0.068902	-0.159667	4.763809	5.934485	251937596.000000
-0.048960	-0.288758	2.597840	-0.056552	-0.087861	3.135215	0.721876	-0.000171	3000.000727	-0.070381	-0.159987	4.763681	5.934548	251937596.000000
-0.049879	-0.289293	2.596673	-0.057175	-0.087245	3.133489	0.722979	-0.000171	3000.000727	-0.070333	-0.160219	4.764008	5.934700	251937596.000000
-0.043293	-0.283738	2.597512	-0.060045	-0.082945	3.132562	0.722043	-0.000171	3000.000727	-0.069725	-0.160323	4.764400	5.934508	251937596.000000
-0.049687	-0.291028	2.596985	-0.057751	-0.086542	3.135367	0.722059	-0.000171	3000.000727	-0.070844	-0.161026	4.764304	5.934564	251937596.000000
-0.048097	-0.286871	2.599614	-0.059693	-0.088996	3.138324	0.721652	-0.000171	3000.000727	-0.070476	-0.160666	4.764288	5.934564	251937596.000000
-0.044916	-0.287623	2.598735	-0.060796	-0.089819	3.140554	0.721188	-0.000171	3000.000727	-0.071955	-0.160594	4.764304	5.934612	251937695.000000
-0.045971	-0.293074	2.598327	-0.060900	-0.079868	3.141058	0.721508	-0.000171	3000.000727	-0.072067	-0.160307	4.764224	5.934692	251937695.000000
-0.047074	-0.288878	2.599239	-0.054706	-0.089907	3.138948	0.721476	-0.000171	3000.000727	-0.069134	-0.159795	4.764520	5.934445	251937695.000000
-0.050974	-0.287751	2.599558	-0.054666	-0.089251	3.133049	0.721756	-0.000171	3000.000727	-0.067375	-0.160475	4.763841	5.934413	251937695.000000
-0.044220	-0.288982	2.597456	-0.058103	-0.080827	3.139220	0.721995	-0.000171	3000.000727	-0.069317	-0.160139	4.763976	5.934572	251937695.000000
-0.047457	-0.289477	2.596785	-0.060836	-0.083249	3.132729	0.722587	-0.000171	3000.000727	-0.068590	-0.160690	4.763984	5.934532	251937695.000000
-0.047313	-0.286935	2.595338	-0.056800	-0.085615	3.135679	0.722323	-0.000171	3000.000727	-0.068198	-0.160610	4.764264	5.934596	251937695.000000
-0.048097	-0.289301	2.595002	-0.061140	-0.085910	3.139747	0.722923	-0.000171	3000.000727	-0.068262	-0.159380	4.764352	5.934500	251937695.000000
-0.047369	-0.287223	2.598343	-0.061843	-0.084112	3.141378	0.721652	-0.000171	3000.000727	-0.067943	-0.161266	4.764096	5.934588	251937695.000000
-0.054243	-0.284162	2.598503	-0.061923	-0.092928	3.141090	0.722994	-0.000171	3000.000727	-0.067255	-0.160594	4.764024	5.934564	251937695.000000
-0.049504	-0.289429	2.598559	-0.057951	-0.092512	3.138556	0.722243	-0.000171	3000.000727	-0.064410	-0.159483	4.763777	5.934668	251937695.000000
-0.048984	-0.287631	2.596809	-0.059605	-0.086070	3.133313	0.722339	-0.000171	3000.000727	-0.066992	-0.160610	4.764024	5.934564	251937695.000000
-0.045627	-0.286760	2.597384	-0.059909	-0.088612	3.132657	0.722331	-0.000171	3000.000727	-0.067687	-0.159867	4.763801	5.934524	251937695.000000
-0.050159	-0.286680	2.596529	-0.063937	-0.087949	3.135207	0.721852	-0.000171	3000.000727	-0.068095	-0.160043	4.764064	5.934652	251937695.000000
-0.050047	-0.290396	2.597528	-0.061388	-0.086973	3.136350	0.721084	-0.000171	3000.000727	-0.068422	-0.161130	4.764280	5.934532	251937695.000000
-0.048568	-0.283187	2.597984	-0.058518	-0.087093	3.138924	0.722203	-0.000171	3000.000727	-0.069166	-0.160371	4.764024	5.934524	251937695.000000
-0.046602	-0.280581	2.600525	-0.064417	-0.087077	3.141194	0.722547	-0.000171	3000.000727	-0.068918	-0.161522	4.764328	5.934612	251937695.000000
-0.049080	-0.286632	2.597336	-0.063034	-0.086630	3.139299	0.722083	-0.000171	3000.000727	-0.070325	-0.160299	4.764592	5.934660	251937695.000000
-0.048520	-0.286400	2.595650	-0.062858	-0.090178	3.136838	0.722131	-0.000171	3000.000727	-0.071036	-0.160035	4.764536	5.934485	251937695.000000
-0.044628	-0.284745	2.597472	-0.057119	-0.090762	3.131762	0.721899	-0.000171	3000.000727	-0.069693	-0.159483	4.764192	5.934540	251937695.000000
-0.045563	-0.288326	2.597009	-0.059637	-0.086134	3.132298	0.721452	-0.000171	3000.000727	-0.069501	-0.161410	4.764176	5.934748	251937695.000000
-0.047673	-0.284362	2.599814	-0.059150	-0.089739	3.136134	0.721764	-0.000171	3000.000727	-0.070684	-0.160323	4.764256	5.934596	251937695.000000
-0.045155	-0.292930	2.598080	-0.057104	-0.088388	3.138180	0.721020	-0.000171	3000.000727	-0.070500	-0.159915	4.764272	5.934572	251937695.000000
-0.052037	-0.288750	2.599127	-0.057719	-0.085055	3.140610	0.722131	-0.000171	3000.000727	-0.068974	-0.159915	4.764224	5.934508	251937695.000000
-0.053492	-0.286688	2.597936	-0.062291	-0.086070	3.140610	0.722091	-0.000171	3000.000727	-0.067040	-0.160666	4.764176	5.934500	251937695.000000
-0.049184	-0.290077	2.596969	-0.057287	-0.086598	3.138652	0.721308	-0.000171	3000.000727	-0.068159	-0.160994	4.764104	5.934564	251937695.000000
-0.046698	-0.290212	2.598879	-0.056008	-0.086933	3.135375	0.721028	-0.000171	3000.000727	-0.068238	-0.161082	4.763936	5.934620	251937695.000000
-0.048440	-0.289797	2.601492	-0.062339	-0.084536	3.133737	0.722171	-0.000171	3000.000727	-0.066824	-0.160674	4.764008	5.934612	251937695.000000
-0.054307	-0.290260	2.598863	-0.060596	-0.084536	3.134368	0.722707	-0.000171	3000.000727	-0.067271	-0.161138	4.764096	5.934429	251937695.000000
-0.053620	-0.289317	2.598160	-0.058071	-0.083425	3.138125	0.723154	-0.000171	3000.000727	-0.067839	-0.160818	4.764264	5.934556	251937695.000000
-0.049272	-0.295879	2.597624	-0.060764	-0.084576	3.138908	0.722515	-0.000171	3000.000727	-0.065713	-0.160467	4.764184	5.934429	251937695.000000
-0.051534	-0.290452	2.599958	-0.056376	-0.086558	3.139875	0.722771	-0.000171	3000.000727	-0.066544	-0.161074	4.764080	5.934668	251937695.000000
-0.047705	-0.294025	2.598319	-0.062267	-0.087709	3.141418	0.722659	-0.000171	3000.000727	-0.068294	-0.160850	4.763968	5.934445	251937695.000000
-0.046418	-0.293322	2.597992	-0.064409	-0.083824	3.140386	0.722579	-0.000171	3000.000727	-0.067871	-0.161458	4.763649	5.934477	251937695.000000
-0.048057	-0.290029	2.598535	-0.060596	-0.086134	3.137517	0.722267	-0.000171	3000.000727	-0.069230	-0.159891	4.763737	5.934748	251937695.000000
-0.050670	-0.287599	2.599958	-0.056424	-0.092345	3.133888	0.722283	-0.000171	3000.000727	-0.069022	-0.160395	4.763793	5.934532	251937695.000000
-0.046370	-0.291747	2.596865	-0.059741	-0.087061	3.136142	0.722379	-0.000171	3000.000727	-0.069038	-0.160107	4.764200	5.934684	251937695.000000
-0.046730	-0.285497	2.597784	-0.059533	-0.089611	3.136206	0.721476	-0.000171	3000.000727	-0.070604	-0.160690	4.763785	5.934564	251937695.000000
-0.048952	-0.285521	2.597009	-0.059557	-0.091809	3.138284	0.721532	-0.000171	3000.000727	-0.069222	-0.160586	4.764072	5.934628	251937695.000000
-0.048664	-0.286903	2.599638	-0.056488	-0.092696	3.141082	0.721540	-0.000171	3000.000727	-0.070293	-0.160690	4.764112	5.934660	251937695.000000
-0.049160	-0.289197	2.599446	-0.061507	-0.086222	3.142552	0.722691	-0.000171	3000.000727	-0.069469	-0.161090	4.764352	5.934540	251937695.000000
-0.044308	-0.285209	2.598447	-0.059685	-0.086086	3.138756	0.722363	-0.000171	3000.000727	-0.070436	-0.160770	4.764376	5.934516	251937695.000000
-0.047785	-0.286176	2.597041	-0.058982	-0.086254	3.135175	0.721700	-0.000171	3000.000727	-0.069453	-0.161074	4.764416	5.934676	251937695.000000
-0.049591	-0.287847	2.596497	-0.058934	-0.084312	3.132809	0.722251	-0.000171	3000.000727	-0.068438	-0.161530	4.764416	5.934572	251937695.000000
-0.046258	-0.293170	2.598319	-0.054594	-0.084352	3.134192	0.722459	-0.000171	3000.000727	-0.068766	-0.160139	4.764184	5.934676	251937695.000000
-0.050031	-0.293434	2.598311	-0.058958	-0.090546	3.135239	0.720405	-0.000171	3000.000727	-0.067607	-0.160722	4.764040	5.934572	251937695.000000
-0.048440	-0.288470	2.599239	-0.057183	-0.091417	3.139076	0.721212	-0.000171	3000.000727	-0.068854	-0.160115	4.764056	5.934429	251937695.000000
-0.050710	-0.286816	2.596961	-0.059869	-0.082889	3.139531	0.722403	-0.000171	3000.000727	-0.067599	-0.161306	4.764072	5.934580	251937695.000000
-0.047633	-0.290652	2.599175	-0.063386	-0.083561	3.141449	0.722115	-0.000171	3000.000727	-0.067463	-0.161122	4.764048	5.934700	251937695.000000
-0.046634	-0.285321	2.599694	-0.061220	-0.087925	3.138612	0.721780	-0.000171	3000.000727	-0.067367	-0.160467	4.764080	5.934556	251937695.000000
-0.047833	-0.289541	2.598279	-0.057127	-0.084400	3.133145	0.722435	-0.000171	3000.000727	-0.064953	-0.160514	4.764096	5.934620	251937695.000000
-0.050814	-0.293713	2.595978	-0.059262	-0.086078	3.131427	0.721548	-0.000171	3000.000727	-0.066136	-0.160834	4.764064	5.934604	251937695.000000
-0.047649	-0.288502	2.598192	-0.061955	-0.087317	3.134959	0.722395	-0.000171	3000.000727	-0.067016	-0.160059	4.764096	5.934588	251937695.000000
-0.049911	-0.290196	2.599087	-0.059933	-0.086158	3.136038	0.722419	-0.000171	3000.000727	-0.068526	-0.160962	4.763904	5.934652	251937695.000000
-0.049647	-0.290828	2.598311	-0.058894	-0.087749	3.137861	0.721524	-0.000171	3000.000727	-0.067719	-0.161114	4.763857	5.934548	251937695.000000
-0.049264	-0.291315	2.598799	-0.059621	-0.084160	3.140171	0.721548	-0.000171	3000.000727	-0.069317	-0.159595	4.763857	5.934588	251937695.000000
-0.052173	-0.289221	2.598927	-0.056912	-0.088708	3.139355	0.721076	-0.000171	3000.000727	-0.068702	-0.160834	4.764280	5.934636	251937695.000000
-0.047769	-0.287583	2.598951	-0.062315	-0.086566	3.136718	0.721692	-0.000171	3000.000727	-0.069613	-0.160690	4.764416	5.934588	251937695.000000
-0.043149	-0.282252	2.595762	-0.060788	-0.085447	3.129660	0.721971	-0.000171	3000.000727	-0.070109	-0.160379	4.764680	5.934596	251937695.000000
-0.047226	-0.285273	2.597520	-0.060524	-0.088260	3.132186	0.721668	-0.000171	3000.000727	-0.070420	-0.161434	4.764456	5.934660	251937695.000000
-0.049296	-0.287679	2.598199	-0.058798	-0.091681	3.136798	0.722043	-0.000171	3000.000727	-0.070460	-0.161617	4.764480	5.934692	251937695.000000
-0.048864	-0.289637	2.598751	-0.058942	-0.085127	3.138604	0.721036	-0.000171	3000.000727	-0.071348	-0.160914	4.764368	5.934668	251937695.000000
-0.052253	-0.288510	2.599326	-0.058606	-0.085607	3.142265	0.721620	-0.000171	3000.000727	-0.070053	-0.160642	4.764128	5.934612	251937695.000000
-0.045755	-0.290332	2.596369	-0.058782	-0.088972	3.141817	0.721652	-0.000171	3000.000727	-0.068966	-0.160139	4.763737	5.934540	251937695.000000
-0.047897	-0.289269	2.598551	-0.061204	-0.088644	3.141098	0.722187	-0.000171	3000.000727	-0.067655	-0.161833	4.764160	5.934516	251937695.000000
-0.050415	-0.290356	2.596401	-0.058334	-0.089068	3.137165	0.721588	-0.000171	3000.000727	-0.067367	-0.160818	4.764120	5.934612	251937695.000000
-0.048912	-0.288278	2.598040	-0.058694	-0.086206	3.132290	0.723010	-0.000171	3000.000727	-0.068726	-0.161194	4.764136	5.934485	251937695.000000
-0.044068	-0.287759	2.599294	-0.057751	-0.087037	3.133792	0.722587	-0.000171	3000.000727	-0.067735	-0.160978	4.764008	5.934516	251937695.000000
-0.044740	-0.287535	2.597432	-0.062626	-0.088196	3.137861	0.722899	-0.000171	3000.000727	-0.066680	-0.160738	4.764248	5.934596	251937695.000000
-0.049384	-0.288590	2.597065	-0.060580	-0.086965	3.138220	0.721380	-0.000171	3000.000727	-0.067711	-0.161074	4.764248	5.934493	251937695.000000
-0.050359	-0.292850	2.597920	-0.058087	-0.081347	3.140394	0.722035	-0.000171	3000.000727	-0.067759	-0.161242	4.763968	5.934485	251937695.000000
-0.045235	-0.293585	2.598144	-0.053547	-0.084408	3.140083	0.722315	-0.000171	3000.000727	-0.066744	-0.161178	4.763888	5.934596	251937695.000000
-0.056066	-0.290109	2.600981	-0.061092	-0.078653	3.137757	0.721244	-0.000171	3000.000727	-0.067911	-0.161210	4.764144	5.934556	251937695.000000
-0.050327	-0.288318	2.597049	-0.060269	-0.096293	3.137253	0.721684	-0.000171	3000.000727	-0.067759	-0.160810	4.764216	5.934612	251937695.000000
-0.049527	-0.286887	2.596385	-0.053866	-0.087637	3.133593	0.722411	-0.000171	3000.000727	-0.068974	-0.159236	4.764448	5.934572	251937695.000000
-0.050822	-0.284705	2.599670	-0.057695	-0.091441	3.135199	0.721300	-0.000171	3000.000727	-0.069102	-0.160355	4.764008	5.934572	251937695.000000
-0.053252	-0.284042	2.597800	-0.058063	-0.091681	3.137789	0.721596	-0.000171	3000.000727	-0.069661	-0.161114	4.764120	5.934596	251937695.000000
-0.044788	-0.287863	2.596041	-0.058079	-0.087909	3.137221	0.721452	-0.000171	3000.000727	-0.070748	-0.160682	4.764376	5.934604	251937695.000000
-0.049703	-0.292570	2.599838	-0.060029	-0.083792	3.138844	0.721764	-0.000171	3000.000727	-0.071396	-0.161546	4.764352	5.934477	251937695.000000
-0.041423	-0.293234	2.598847	-0.056992	-0.084695	3.140954	0.722539	-0.000171	3000.000727	-0.069014	-0.159268	4.764032	5.934469	251937695.000000
-0.053116	-0.290340	2.599438	-0.059509	-0.082505	3.139843	0.721444	-0.000171	3000.000727	-0.070293	-0.161234	4.763888	5.934524	251937695.000000
-0.052381	-0.287879	2.599406	-0.054562	-0.083776	3.137605	0.721412	-0.000171	3000.000727	-0.072083	-0.160219	4.764168	5.934612	251937695.000000
-0.048704	-0.290117	2.599007	-0.058318	-0.085407	3.135879	0.721500	-0.000171	3000.000727	-0.070628	-0.160642	4.764208	5.934508	251937695.000000
-0.050327	-0.290500	2.599271	-0.058638	-0.084296	3.137093	0.723162	-0.000171	3000.000727	-0.068111	-0.160770	4.764600	5.934508	251937695.000000
-0.046978	-0.293737	2.600270	-0.060389	-0.086398	3.136198	0.722267	-0.000171	3000.000727	-0.068694	-0.160107	4.764072	5.934564	251937695.000000
-0.047649	-0.290572	2.598271	-0.057751	-0.087237	3.137053	0.721100	-0.000171	3000.000727	-0.068079	-0.160858	4.763809	5.934564	251937695.000000
-0.049352	-0.288414	2.597049	-0.062602	-0.086126	3.136902	0.721508	-0.000171	3000.000727	-0.067735	-0.160147	4.763393	5.934341	251937695.000000
-0.050047	-0.289389	2.598351	-0.062778	-0.081035	3.139164	0.721676	-0.000171	3000.000727	-0.067287	-0.160850	4.763865	5.934532	251937695.000000
-0.048105	-0.290540	2.598775	-0.058606	-0.084464	3.139347	0.722267	-0.000171	3000.000727	-0.067783	-0.160674	4.764240	5.934532	251937695.000000
-0.048305	-0.290548	2.599638	-0.059461	-0.088428	3.136414	0.722443	-0.000171	3000.000727	-0.064897	-0.159875	4.764064	5.934564	251937695.000000
-0.055346	-0.291323	2.599478	-0.058886	-0.087325	3.132594	0.722371	-0.000171	3000.000727	-0.066832	-0.160882	4.764120	5.934620	251937695.000000
-0.053628	-0.292962	2.598503	-0.057607	-0.078445	3.132490	0.721652	-0.000171	3000.000727	-0.067383	-0.160347	4.764416	5.934620	251937695.000000
-0.050007	-0.291052	2.595226	-0.059062	-0.085543	3.134967	0.721899	-0.000171	3000.000727	-0.067871	-0.160578	4.763928	5.934628	251937695.000000
-0.045859	-0.288526	2.597104	-0.059701	-0.081906	3.137709	0.722011	-0.000171	3000.000727	-0.067783	-0.159723	4.764160	5.934636	251937695.000000
-0.044796	-0.291028	2.598375	-0.063338	-0.083968	3.141378	0.721915	-0.000171	3000.000727	-0.068342	-0.159867	4.764424	5.934493	251937695.000000
-0.049711	-0.292546	2.597896	-0.063841	-0.085255	3.142521	0.723138	-0.000171	3000.000727	-0.068646	-0.159939	4.764208	5.934780	251937695.000000
-0.045555	-0.291331	2.596577	-0.056272	-0.079204	3.139212	0.722243	-0.000171	3000.000727	-0.070285	-0.160291	4.764368	5.934668	251937695.000000
-0.050726	-0.286536	2.596145	-0.058774	-0.088588	3.134376	0.722435	-0.000171	3000.000727	-0.069222	-0.160714	4.764456	5.934493	251937695.000000
-0.049440	-0.289325	2.597160	-0.056560	-0.087125	3.131578	0.722051	-0.000171	3000.000727	-0.071148	-0.160187	4.764352	5.934804	251937695.000000
-0.048880	-0.292890	2.598239	-0.057399	-0.081418	3.133297	0.722643	-0.000171	3000.000727	-0.071939	-0.160610	4.764208	5.934564	251937695.000000
-0.053172	-0.293521	2.598207	-0.056344	-0.088492	3.136766	0.721780	-0.000171	3000.000727	-0.070844	-0.160419	4.764640	5.934580	251937796.000000
-0.048177	-0.291811	2.597296	-0.059725	-0.085711	3.138013	0.721764	-0.000171	3000.000727	-0.072171	-0.161426	4.764336	5.934636	251937796.000000
-0.051286	-0.290149	2.596513	-0.063554	-0.086302	3.139475	0.721620	-0.000171	3000.000727	-0.069477	-0.159827	4.764104	5.934580	251937796.000000
-0.045084	-0.286376	2.598024	-0.056880	-0.091297	3.140714	0.722147	-0.000171	3000.000727	-0.069325	-0.160818	4.764312	5.934445	251937796.000000
-0.050343	-0.288302	2.598583	-0.055465	-0.086766	3.136782	0.722835	-0.000171	3000.000727	-0.068390	-0.160163	4.764408	5.934612	251937796.000000
-0.052717	-0.288534	2.598743	-0.058566	-0.091289	3.132106	0.722539	-0.000171	3000.000727	-0.068222	-0.160139	4.764280	5.934588	251937796.000000
-0.046115	-0.289349	2.596281	-0.059054	-0.089675	3.133009	0.722211	-0.000171	3000.000727	-0.068462	-0.160970	4.763960	5.934437	251937796.000000
-0.046187	-0.287039	2.597041	-0.057719	-0.087877	3.137757	0.721692	-0.000171	3000.000727	-0.068694	-0.161026	4.764032	5.934532	251937796.000000
-0.044420	-0.286672	2.597089	-0.059246	-0.086238	3.138780	0.722555	-0.000171	3000.000727	-0.066064	-0.160147	4.764232	5.934500	251937796.000000
-0.050447	-0.288822	2.597176	-0.063809	-0.089467	3.144367	0.722163	-0.000171	3000.000727	-0.067008	-0.160315	4.764128	5.934508	251937796.000000
-0.047969	-0.289293	2.600302	-0.060373	-0.083952	3.147252	0.723250	-0.000171	3000.000727	-0.065081	-0.159803	4.764224	5.934580	251937796.000000
-0.046378	-0.290740	2.596625	-0.057111	-0.089219	3.143600	0.722419	-0.000171	3000.000727	-0.068638	-0.161426	4.764336	5.934732	251937796.000000
-0.049599	-0.288182	2.597488	-0.061460	-0.088388	3.138260	0.722123	-0.000171	3000.000727	-0.068886	-0.160594	4.764072	5.934636	251937796.000000
-0.050215	-0.285721	2.598223	-0.059014	-0.089579	3.131962	0.721548	-0.000171	3000.000727	-0.067839	-0.160906	4.763968	5.934524	251937796.000000
-0.047521	-0.288862	2.594731	-0.061188	-0.086854	3.131674	0.721508	-0.000171	3000.000727	-0.067463	-0.160195	4.764112	5.934684	251937796.000000
-0.050878	-0.292347	2.598783	-0.060660	-0.084544	3.135535	0.722363	-0.000171	3000.000727	-0.069413	-0.160483	4.764200	5.934548	251937796.000000
-0.051877	-0.288902	2.598168	-0.056584	-0.090202	3.135815	0.720932	-0.000171	3000.000727	-0.071595	-0.160051	4.763841	5.934604	251937796.000000
-0.049024	-0.287591	2.598192	-0.058270	-0.087757	3.139579	0.720948	-0.000171	3000.000727	-0.070852	-0.160522	4.763880	5.934548	251937796.000000
-0.050463	-0.286376	2.596529	-0.056688	-0.084152	3.139915	0.721556	-0.000171	3000.000727	-0.069853	-0.160291	4.764520	5.934516	251937796.000000
-0.047258	-0.286704	2.596201	-0.058055	-0.083249	3.139675	0.721947	-0.000171	3000.000727	-0.070692	-0.159204	4.764360	5.934429	251937796.000000
-0.050894	-0.285169	2.597168	-0.059501	-0.085990	3.135471	0.721796	-0.000171	3000.000727	-0.068654	-0.160243	4.764440	5.934548	251937796.000000
-0.053452	-0.285840	2.598359	-0.056376	-0.086142	3.133968	0.721020	-0.000171	3000.000727	-0.070133	-0.160930	4.764216	5.934588	251937796.000000
-0.051382	-0.283563	2.598335	-0.061531	-0.088556	3.135359	0.721979	-0.000171	3000.000727	-0.070964	-0.160283	4.764080	5.934413	251937796.000000
-0.048329	-0.291267	2.598863	-0.055009	-0.084911	3.138125	0.721820	-0.000171	3000.000727	-0.068846	-0.159779	4.764296	5.934477	251937796.000000
-0.047090	-0.287759	2.598160	-0.063474	-0.087365	3.139563	0.721524	-0.000171	3000.000727	-0.068478	-0.159020	4.764208	5.934485	251937796.000000
-0.048169	-0.288686	2.596457	-0.060365	-0.088092	3.139515	0.721252	-0.000171	3000.000727	-0.067711	-0.159443	4.764176	5.934429	251937796.000000
-0.050103	-0.288750	2.595642	-0.058119	-0.087629	3.139140	0.721444	-0.000171	3000.000727	-0.067831	-0.160275	4.763857	5.934453	251937796.000000
-0.046410	-0.286943	2.595682	-0.060812	-0.085894	3.138556	0.722027	-0.000171	3000.000727	-0.066592	-0.160946	4.763537	5.934668	251937796.000000
-0.052493	-0.291499	2.595930	-0.066815	-0.083121	3.135311	0.722395	-0.000171	3000.000727	-0.067607	-0.161546	4.763577	5.934516	251937796.000000
-0.049312	-0.292458	2.598455	-0.059110	-0.080052	3.132713	0.721588	-0.000171	3000.000727	-0.065385	-0.159435	4.764112	5.934660	251937796.000000
-0.054267	-0.288462	2.596641	-0.058558	-0.083832	3.135111	0.721548	-0.000171	3000.000727	-0.066560	-0.160259	4.764400	5.934437	251937796.000000
-0.050591	-0.288126	2.596625	-0.060189	-0.081331	3.136006	0.721636	-0.000171	3000.000727	-0.066000	-0.160770	4.764192	5.934524	251937796.000000
-0.045627	-0.286256	2.598080	-0.056848	-0.085974	3.136454	0.721516	-0.000171	3000.000727	-0.067439	-0.160347	4.764136	5.934556	251937796.000000
-0.047377	-0.285457	2.598144	-0.059485	-0.087405	3.141881	0.722043	-0.000171	3000.000727	-0.068446	-0.161018	4.764352	5.934780	251937796.000000
-0.048976	-0.290332	2.598223	-0.060996	-0.088716	3.142417	0.721428	-0.000171	3000.000727	-0.068982	-0.160371	4.764504	5.934548	251937796.000000
-0.046610	-0.293513	2.596889	-0.060109	-0.087325	3.141665	0.722971	-0.000171	3000.000727	-0.069709	-0.160706	4.764384	5.934604	251937796.000000
-0.051462	-0.288646	2.597392	-0.058678	-0.087445	3.137453	0.722131	-0.000171	3000.000727	-0.068950	-0.161090	4.764416	5.934628	251937796.000000
-0.053100	-0.287599	2.597360	-0.060245	-0.089036	3.136326	0.722107	-0.000171	3000.000727	-0.070884	-0.161234	4.764216	5.934604	251937796.000000
