# Date of Experiment: 18/08/2014
# measurement starttime: 15:56  

# Laser Diode Status

# Laser Diode Operating Hours (h): 30088.300000
# Laser Diode Current (A): 13.980000

# results thermal calibration: 

# AOD detector vertical offset:  -0.086640
# AOD detector horizontal offset: -0.058736
# AOD vertical trap stiffness (pN/nm): 0.040178
# AOD horizontal trap stiffness (pN/nm): 0.071868
# AOD vertical OLS (V/nm): 0.000498
# AOD horizontal OLS (V/nm): 0.000616
# PM detector vertical offset:  -0.288765
# PM detector horizontal offset: -0.049036
# PM vertical trap stiffness (pN/nm): 0.071807
# PM horizontal trap stiffness (pN/nm): 0.092592
# PM vertical OLS (V/nm): 0.000573
# PM horizontal OLS (V/nm): 0.000737
# PM bead diameter (um): 2.100000
# AOD bead diameter (um): 2.100000
# Viscosity (pN s / nm^2): 1.148727E-9

# sample rate (Hz): 10000
# number of samples: 10
# rate of while-loop(Hz):  1000
# dt (s): 0.00100
# data averaged to while-loop: FALSE


                                                                                                                              
# start of measurement (iteration) : 11143987
# end of measurement (iteration) : 11234731
# duration of measurement(s): 91
# errors: 0	0	0	0	0

                                                  
PMxdiff (V)	  PMydiff (V)	  PMxsum (V)	 AODxdiff (V)	 AODydiff (V)	  AODxsum (V)	  FBxsum (V)	 xdist (nm) 	 ydist (nm)  	  FBx (V) 	 FBy (V)	 PMsensorx (V)	 PMsensory (V)	 TrackingReferenceTime
-0.048760	-0.284114	2.596153	-0.059789	-0.083329	3.148699	0.721332	-0.000171	2593.436206	-0.069581	-0.160786	4.764216	6.680280	251940195.000000
-0.047449	-0.284530	2.596177	-0.058183	-0.083976	3.144127	0.721572	-0.000171	2593.436206	-0.066944	-0.160155	4.764456	6.680296	251940195.000000
-0.046714	-0.285761	2.599015	-0.058598	-0.082681	3.140347	0.721652	-0.000171	2593.436206	-0.067255	-0.159667	4.764072	6.679984	251940195.000000
-0.047242	-0.287255	2.597112	-0.062115	-0.079516	3.140099	0.721148	-0.000171	2593.436206	-0.067927	-0.159963	4.764408	6.680064	251940195.000000
-0.051110	-0.289349	2.597224	-0.057543	-0.083401	3.144191	0.722259	-0.000171	2593.436206	-0.067072	-0.160123	4.764328	6.680032	251940195.000000
-0.048696	-0.282316	2.598663	-0.058230	-0.085990	3.146405	0.721820	-0.000171	2593.436206	-0.066224	-0.160379	4.764288	6.680136	251940195.000000
-0.047809	-0.284801	2.597360	-0.056784	-0.083369	3.146797	0.721756	-0.000171	2593.436206	-0.065529	-0.160666	4.764008	6.679992	251940195.000000
-0.052149	-0.285273	2.596801	-0.061308	-0.090466	3.148995	0.722235	-0.000171	2596.671467	-0.066640	-0.159332	4.764136	6.680048	251940195.000000
-0.050231	-0.287615	2.597704	-0.057967	-0.085966	3.148875	0.721676	-0.000171	2596.671467	-0.065985	-0.160155	4.764128	6.680424	251940195.000000
-0.048872	-0.288390	2.596601	-0.057080	-0.077534	3.145166	0.722987	-0.000171	2596.671467	-0.066008	-0.161522	4.764232	6.677970	251940195.000000
-0.046458	-0.286776	2.598192	-0.056648	-0.084616	3.144015	0.722315	-0.000171	2596.671467	-0.064570	-0.160275	4.764008	6.675076	251940195.000000
-0.047681	-0.286464	2.597752	-0.057599	-0.087261	3.143544	0.721324	-0.000171	2596.671467	-0.065913	-0.160986	4.763841	6.674253	251940195.000000
-0.047401	-0.283355	2.599263	-0.059174	-0.088948	3.146605	0.722123	-0.000171	2596.671467	-0.067319	-0.160363	4.764056	6.674133	251940195.000000
-0.047513	-0.280557	2.599279	-0.059349	-0.092113	3.148083	0.721556	-0.000171	2596.671467	-0.067016	-0.160858	4.763753	6.674093	251940195.000000
-0.047785	-0.286272	2.599550	-0.059773	-0.085735	3.148499	0.722467	-0.000171	2596.671467	-0.068966	-0.160379	4.764176	6.674205	251940195.000000
-0.051422	-0.283994	2.598152	-0.054858	-0.083912	3.149914	0.722059	-0.000171	2596.671467	-0.069453	-0.159252	4.764400	6.674413	251940195.000000
-0.046882	-0.285641	2.600334	-0.056992	-0.087821	3.148539	0.721772	-0.000171	2596.671467	-0.068966	-0.161194	4.764448	6.674173	251940195.000000
-0.044828	-0.284634	2.599167	-0.054122	-0.089547	3.146709	0.720733	-0.000171	2596.671467	-0.069885	-0.161857	4.764632	6.674061	251940195.000000
-0.046978	-0.284114	2.597688	-0.057663	-0.085063	3.143432	0.721508	-0.000171	2596.671467	-0.069533	-0.159396	4.764208	6.674077	251940195.000000
-0.044644	-0.282555	2.595874	-0.064928	-0.081466	3.142177	0.721060	-0.000171	2596.671467	-0.068518	-0.160347	4.764328	6.674197	251940195.000000
-0.047417	-0.287623	2.595834	-0.061004	-0.077206	3.143743	0.722387	-0.000171	2596.671467	-0.069094	-0.159811	4.763968	6.674045	251940195.000000
-0.044972	-0.288454	2.598223	-0.059949	-0.087029	3.146221	0.721931	-0.000171	2596.671467	-0.067127	-0.160187	4.763817	6.674325	251940195.000000
-0.045427	-0.287727	2.597952	-0.061308	-0.087349	3.149450	0.721884	-0.000171	2596.671467	-0.067495	-0.160395	4.763761	6.674181	251940195.000000
-0.050559	-0.287391	2.599782	-0.056752	-0.077230	3.149858	0.721524	-0.000171	2596.671467	-0.067383	-0.161298	4.763641	6.674005	251940195.000000
-0.049376	-0.292818	2.597584	-0.056544	-0.082370	3.149482	0.721052	-0.000171	2596.671467	-0.067407	-0.161114	4.763753	6.674357	251940195.000000
-0.047825	-0.285784	2.597240	-0.057943	-0.085327	3.146181	0.721148	-0.000171	2596.671467	-0.067223	-0.159100	4.763896	6.674149	251940195.000000
-0.049663	-0.285217	2.597872	-0.058886	-0.085599	3.143352	0.721660	-0.000171	2596.671467	-0.066032	-0.160043	4.764312	6.674197	251940195.000000
-0.054395	-0.288110	2.597720	-0.057295	-0.082921	3.142513	0.722435	-0.000171	2596.671467	-0.066240	-0.160099	4.764232	6.674069	251940195.000000
-0.051014	-0.290588	2.598303	-0.059973	-0.082497	3.143999	0.721612	-0.000171	2596.671467	-0.067943	-0.161490	4.764160	6.674237	251940195.000000
-0.049432	-0.288886	2.596921	-0.056264	-0.079316	3.145694	0.722219	-0.000171	2596.671467	-0.065001	-0.159731	4.764288	6.674157	251940195.000000
-0.048289	-0.283994	2.598367	-0.059365	-0.082873	3.147676	0.721804	-0.000171	2596.671467	-0.064274	-0.160514	4.764256	6.674157	251940195.000000
-0.048137	-0.287687	2.598176	-0.058398	-0.079620	3.146964	0.721476	-0.000171	2596.671467	-0.066104	-0.160051	4.763673	6.674181	251940195.000000
-0.047002	-0.285505	2.596729	-0.059773	-0.085878	3.146389	0.722299	-0.000171	2596.671467	-0.067719	-0.160690	4.763769	6.674341	251940195.000000
-0.047425	-0.286416	2.597696	-0.053818	-0.087341	3.143815	0.722307	-0.000171	2596.671467	-0.067871	-0.159891	4.764208	6.674085	251940195.000000
-0.049464	-0.286871	2.598176	-0.065840	-0.081482	3.145094	0.721676	-0.000171	2596.671467	-0.068167	-0.159939	4.764296	6.674325	251940195.000000
-0.052749	-0.284801	2.601373	-0.067054	-0.083992	3.146221	0.721668	-0.000171	2596.671467	-0.068254	-0.160299	4.764848	6.674149	251940195.000000
-0.043717	-0.279758	2.598024	-0.060029	-0.084871	3.145830	0.721963	-0.000171	2596.671467	-0.069222	-0.160227	4.764888	6.674237	251940195.000000
-0.042206	-0.291411	2.596641	-0.060341	-0.083241	3.148044	0.720956	-0.000171	2596.671467	-0.069102	-0.160403	4.764488	6.674349	251940195.000000
-0.046282	-0.286168	2.599582	-0.061148	-0.082378	3.149626	0.721236	-0.000171	2596.671467	-0.068622	-0.160051	4.764256	6.674341	251940195.000000
-0.046210	-0.285113	2.597280	-0.064393	-0.086286	3.149147	0.721668	-0.000171	2596.671467	-0.070197	-0.160634	4.764080	6.674173	251940195.000000
-0.047090	-0.282963	2.598247	-0.062459	-0.085439	3.145670	0.721196	-0.000171	2596.671467	-0.070500	-0.160762	4.764072	6.674205	251940195.000000
-0.050351	-0.285057	2.598199	-0.057567	-0.086254	3.140722	0.722307	-0.000171	2596.671467	-0.068678	-0.160219	4.764200	6.673965	251940195.000000
-0.045171	-0.284578	2.598903	-0.058055	-0.081562	3.140802	0.721844	-0.000171	2596.671467	-0.066888	-0.159276	4.764296	6.674037	251940195.000000
-0.049224	-0.285705	2.597033	-0.057183	-0.085287	3.140794	0.721196	-0.000171	2603.141990	-0.067511	-0.160578	4.763896	6.674013	251940195.000000
-0.048992	-0.286280	2.599119	-0.056592	-0.083912	3.144806	0.721212	-0.000171	2603.141990	-0.065897	-0.159603	4.764192	6.673270	251940195.000000
-0.050918	-0.286152	2.595042	-0.063346	-0.078421	3.145158	0.721116	-0.000171	2603.141990	-0.067751	-0.160115	4.764256	6.665956	251940195.000000
-0.049847	-0.288470	2.595770	-0.059485	-0.083385	3.148371	0.721828	-0.000171	2603.141990	-0.066720	-0.161154	4.764168	6.662799	251940195.000000
-0.051078	-0.287423	2.597568	-0.059725	-0.082969	3.148235	0.721364	-0.000171	2603.141990	-0.066720	-0.161346	4.763976	6.662072	251940195.000000
-0.052541	-0.285713	2.598160	-0.065144	-0.079564	3.144790	0.722003	-0.000171	2603.141990	-0.064482	-0.160690	4.764240	6.662136	251940195.000000
-0.046914	-0.289541	2.599199	-0.063426	-0.077870	3.140730	0.720781	-0.000171	2603.141990	-0.066936	-0.161186	4.763896	6.662120	251940195.000000
-0.045323	-0.286943	2.596417	-0.059765	-0.082641	3.141170	0.722619	-0.000171	2603.141990	-0.065441	-0.160259	4.763801	6.662272	251940195.000000
-0.048504	-0.286736	2.598503	-0.058526	-0.083792	3.144631	0.722867	-0.000171	2603.141990	-0.067303	-0.161202	4.763761	6.662256	251940195.000000
-0.045523	-0.289069	2.599750	-0.058095	-0.086965	3.146509	0.720972	-0.000171	2603.141990	-0.066856	-0.159459	4.764008	6.662344	251940195.000000
-0.047345	-0.287903	2.597904	-0.060077	-0.086830	3.147436	0.721684	-0.000171	2603.141990	-0.069014	-0.161498	4.764328	6.662415	251940195.000000
-0.049967	-0.286919	2.597248	-0.060636	-0.084799	3.149322	0.721564	-0.000171	2603.141990	-0.068023	-0.160962	4.764184	6.662360	251940195.000000
-0.045643	-0.284426	2.598176	-0.063570	-0.080339	3.147356	0.722323	-0.000171	2603.141990	-0.069134	-0.160954	4.764320	6.662352	251940195.000000
-0.050079	-0.286528	2.597856	-0.063170	-0.085479	3.144015	0.721260	-0.000171	2603.141990	-0.069613	-0.160403	4.764456	6.662312	251940195.000000
-0.047361	-0.283115	2.598295	-0.060141	-0.080723	3.142041	0.721772	-0.000171	2603.141990	-0.071052	-0.160419	4.764672	6.662296	251940195.000000
-0.047282	-0.286879	2.597936	-0.060636	-0.088212	3.143424	0.720789	-0.000171	2603.141990	-0.068462	-0.159388	4.764368	6.662376	251940195.000000
-0.043365	-0.289046	2.596961	-0.061771	-0.085774	3.145358	0.721684	-0.000171	2603.141990	-0.067511	-0.159459	4.764008	6.662384	251940195.000000
-0.046890	-0.283618	2.598855	-0.063458	-0.083832	3.146964	0.721987	-0.000171	2603.141990	-0.068175	-0.160818	4.764008	6.662392	251940195.000000
-0.046139	-0.281372	2.596569	-0.062275	-0.083944	3.146980	0.720796	-0.000171	2603.141990	-0.067695	-0.159627	4.764104	6.662415	251940195.000000
-0.047066	-0.285145	2.595762	-0.063650	-0.085119	3.148659	0.722643	-0.000171	2603.141990	-0.067407	-0.159108	4.764024	6.662184	251940195.000000
-0.049527	-0.286656	2.597552	-0.058366	-0.081786	3.148827	0.721963	-0.000171	2603.141990	-0.066136	-0.159563	4.764136	6.662288	251940195.000000
-0.052293	-0.286040	2.600206	-0.059437	-0.083776	3.145318	0.721356	-0.000171	2603.141990	-0.065609	-0.160882	4.763872	6.662240	251940195.000000
-0.047377	-0.288022	2.598128	-0.060101	-0.084376	3.143991	0.721804	-0.000171	2603.141990	-0.067319	-0.159356	4.764120	6.662256	251940195.000000
-0.045012	-0.286000	2.597448	-0.058558	-0.080611	3.144623	0.722819	-0.000171	2603.141990	-0.065377	-0.160259	4.764328	6.662312	251940195.000000
-0.046490	-0.290804	2.595426	-0.060516	-0.084664	3.145214	0.722283	-0.000171	2603.141990	-0.065393	-0.160922	4.764176	6.662336	251940195.000000
-0.048544	-0.292299	2.597089	-0.057303	-0.079652	3.145430	0.722659	-0.000171	2603.141990	-0.064890	-0.161729	4.763817	6.662256	251940195.000000
-0.056161	-0.289253	2.600645	-0.055905	-0.079540	3.148923	0.722683	-0.000171	2603.141990	-0.066064	-0.159811	4.764016	6.662296	251940195.000000
-0.050407	-0.291811	2.598471	-0.059581	-0.083393	3.150537	0.720932	-0.000171	2603.141990	-0.065441	-0.160498	4.764120	6.662439	251940195.000000
-0.047913	-0.288662	2.599263	-0.056856	-0.081914	3.149370	0.722563	-0.000171	2603.141990	-0.065857	-0.161186	4.764184	6.662328	251940195.000000
-0.050622	-0.294009	2.597600	-0.062283	-0.078645	3.144910	0.720892	-0.000171	2603.141990	-0.068422	-0.159651	4.764200	6.662423	251940195.000000
-0.052341	-0.292362	2.601029	-0.060580	-0.080156	3.143663	0.721884	-0.000171	2603.141990	-0.067831	-0.160403	4.763912	6.662320	251940195.000000
-0.046338	-0.291715	2.598607	-0.060884	-0.081634	3.142608	0.721939	-0.000171	2603.141990	-0.068039	-0.160554	4.764104	6.662487	251940195.000000
-0.051310	-0.286648	2.598080	-0.061731	-0.080627	3.142297	0.721476	-0.000171	2603.141990	-0.069126	-0.160594	4.763944	6.662272	251940195.000000
-0.044612	-0.286999	2.596729	-0.059174	-0.082729	3.144838	0.721572	-0.000171	2603.141990	-0.068222	-0.159467	4.764208	6.662471	251940195.000000
-0.046490	-0.287023	2.597520	-0.064433	-0.087213	3.147948	0.721236	-0.000171	2603.141990	-0.069214	-0.160491	4.764672	6.662431	251940195.000000
-0.052429	-0.281069	2.599223	-0.058055	-0.084887	3.149626	0.721548	-0.000171	2603.141990	-0.067072	-0.159563	4.764712	6.662360	251940295.000000
-0.049384	-0.284266	2.599326	-0.053387	-0.084504	3.147716	0.721412	-0.000171	2603.141990	-0.068862	-0.159675	4.764616	6.662463	251940295.000000
-0.047258	-0.281109	2.597784	-0.056184	-0.085902	3.143671	0.721028	-0.000171	2603.141990	-0.068079	-0.160243	4.764088	6.662336	251940295.000000
-0.046203	-0.287103	2.595586	-0.063490	-0.083569	3.139339	0.720789	-0.000171	2603.141990	-0.067287	-0.160195	4.764360	6.662439	251940295.000000
-0.045547	-0.286576	2.594563	-0.062075	-0.081666	3.140251	0.721780	-0.000171	2603.141990	-0.067999	-0.161346	4.764272	6.662272	251940295.000000
-0.051102	-0.286384	2.597049	-0.057016	-0.085031	3.143472	0.721460	-0.000171	2613.926195	-0.065665	-0.159699	4.763992	6.662447	251940295.000000
-0.047401	-0.287031	2.597416	-0.055617	-0.087061	3.147316	0.720741	-0.000171	2613.926195	-0.066320	-0.159180	4.764168	6.660569	251940295.000000
-0.054611	-0.285673	2.598903	-0.060708	-0.083872	3.149338	0.721556	-0.000171	2613.926195	-0.066496	-0.160211	4.764336	6.648380	251940295.000000
-0.047953	-0.287695	2.601109	-0.063266	-0.086446	3.151257	0.722291	-0.000171	2613.926195	-0.067303	-0.160227	4.764016	6.643184	251940295.000000
-0.053420	-0.291363	2.599686	-0.058430	-0.084927	3.146972	0.722251	-0.000171	2613.926195	-0.066200	-0.160570	4.764008	6.641938	251940295.000000
-0.050678	-0.289277	2.598223	-0.058798	-0.078597	3.140786	0.721915	-0.000171	2613.926195	-0.065881	-0.160954	4.764024	6.642113	251940295.000000
-0.052693	-0.289933	2.597608	-0.058734	-0.082242	3.137669	0.722051	-0.000171	2613.926195	-0.066064	-0.160970	4.763777	6.642345	251940295.000000
-0.050119	-0.288894	2.600142	-0.064481	-0.082689	3.141985	0.721804	-0.000171	2613.926195	-0.066792	-0.161777	4.763649	6.642353	251940295.000000
-0.049975	-0.287831	2.598695	-0.053771	-0.080555	3.146261	0.721436	-0.000171	2613.926195	-0.066248	-0.160091	4.763912	6.642481	251940295.000000
-0.047513	-0.289861	2.597976	-0.056960	-0.081722	3.148491	0.721868	-0.000171	2613.926195	-0.067223	-0.160043	4.763912	6.642521	251940295.000000
-0.049432	-0.287487	2.599998	-0.058111	-0.081235	3.149282	0.721660	-0.000171	2613.926195	-0.067072	-0.160371	4.764160	6.642465	251940295.000000
-0.051126	-0.286320	2.600046	-0.063186	-0.085271	3.149690	0.720469	-0.000171	2613.926195	-0.069262	-0.160666	4.764360	6.642473	251940295.000000
-0.049504	-0.285305	2.599422	-0.059589	-0.082330	3.146213	0.722091	-0.000171	2613.926195	-0.068814	-0.159787	4.764496	6.642649	251940295.000000
-0.047761	-0.286744	2.598104	-0.055641	-0.082170	3.138988	0.722243	-0.000171	2613.926195	-0.069062	-0.159284	4.764296	6.642505	251940295.000000
-0.044316	-0.283379	2.596121	-0.061012	-0.087573	3.139899	0.721156	-0.000171	2613.926195	-0.070604	-0.160546	4.764608	6.642569	251940295.000000
-0.048121	-0.285089	2.600621	-0.056984	-0.086118	3.143440	0.720741	-0.000171	2613.926195	-0.069821	-0.160858	4.764608	6.642657	251940295.000000
-0.050575	-0.286887	2.598239	-0.059333	-0.085599	3.147196	0.720701	-0.000171	2613.926195	-0.068175	-0.160131	4.764712	6.642665	251940295.000000
-0.045115	-0.285473	2.596921	-0.062970	-0.086454	3.151105	0.721452	-0.000171	2613.926195	-0.069349	-0.160890	4.764320	6.642385	251940295.000000
-0.048289	-0.291867	2.596961	-0.063674	-0.082450	3.151257	0.721939	-0.000171	2613.926195	-0.067032	-0.159667	4.764136	6.642409	251940295.000000
-0.047897	-0.291204	2.598215	-0.059493	-0.078845	3.147780	0.721788	-0.000171	2613.926195	-0.066848	-0.160451	4.764200	6.642521	251940295.000000
-0.052125	-0.287719	2.598679	-0.057519	-0.078733	3.142856	0.721028	-0.000171	2613.926195	-0.067024	-0.160522	4.764216	6.642577	251940295.000000
-0.053628	-0.290604	2.598791	-0.062275	-0.082961	3.141513	0.721380	-0.000171	2613.926195	-0.067391	-0.160315	4.763857	6.642481	251940295.000000
-0.051190	-0.293537	2.599750	-0.060956	-0.079308	3.143663	0.721116	-0.000171	2613.926195	-0.066456	-0.160930	4.764088	6.642545	251940295.000000
-0.050654	-0.283730	2.598455	-0.058982	-0.080060	3.145430	0.721915	-0.000171	2613.926195	-0.067543	-0.160307	4.764384	6.642457	251940295.000000
-0.047897	-0.283267	2.598543	-0.062898	-0.085335	3.148387	0.721955	-0.000171	2613.926195	-0.063307	-0.159523	4.764184	6.642521	251940295.000000
-0.047098	-0.285209	2.599167	-0.060045	-0.084184	3.147476	0.721484	-0.000171	2613.926195	-0.066072	-0.160626	4.763785	6.642505	251940295.000000
-0.044900	-0.285369	2.598279	-0.061300	-0.087021	3.147988	0.722259	-0.000171	2613.926195	-0.066944	-0.160594	4.763825	6.642313	251940295.000000
-0.051230	-0.286232	2.598215	-0.064345	-0.081954	3.146453	0.721388	-0.000171	2613.926195	-0.067327	-0.160291	4.763904	6.642561	251940295.000000
-0.049727	-0.283043	2.600110	-0.058606	-0.081371	3.142640	0.721412	-0.000171	2613.926195	-0.064674	-0.160331	4.764048	6.642505	251940295.000000
-0.046131	-0.284490	2.598327	-0.060580	-0.085039	3.141729	0.722211	-0.000171	2613.926195	-0.067495	-0.160498	4.764320	6.642505	251940295.000000
-0.048896	-0.279438	2.598711	-0.058750	-0.083249	3.143232	0.722211	-0.000171	2613.926195	-0.068526	-0.160187	4.764336	6.642601	251940295.000000
-0.048656	-0.278495	2.599918	-0.054602	-0.084184	3.143711	0.722099	-0.000171	2613.926195	-0.067911	-0.160698	4.764688	6.642609	251940295.000000
-0.048257	-0.285041	2.598687	-0.057751	-0.082777	3.146781	0.721987	-0.000171	2613.926195	-0.068518	-0.160227	4.764256	6.642713	251940295.000000
-0.045779	-0.284354	2.600797	-0.059613	-0.079117	3.147060	0.721124	-0.000171	2613.926195	-0.069493	-0.159715	4.764168	6.642713	251940295.000000
-0.046298	-0.288814	2.600102	-0.055729	-0.080803	3.150265	0.721348	-0.000171	2613.926195	-0.069309	-0.160347	4.764232	6.642689	251940295.000000
-0.052980	-0.286800	2.598463	-0.056232	-0.077606	3.150050	0.721580	-0.000171	2613.926195	-0.070764	-0.160323	4.764184	6.642393	251940295.000000
-0.048952	-0.288374	2.598112	-0.057487	-0.083784	3.143624	0.720725	-0.000171	2613.926195	-0.069629	-0.160427	4.764272	6.642433	251940295.000000
-0.045427	-0.288950	2.598727	-0.060253	-0.078885	3.142073	0.722203	-0.000171	2613.926195	-0.067871	-0.160546	4.764552	6.642473	251940295.000000
-0.048424	-0.292251	2.598775	-0.054834	-0.076879	3.142808	0.721780	-0.000171	2613.926195	-0.068230	-0.160099	4.764440	6.642505	251940295.000000
-0.056353	-0.289557	2.598455	-0.059278	-0.079556	3.145038	0.721700	-0.000171	2613.926195	-0.067247	-0.159531	4.764528	6.642505	251940295.000000
-0.049312	-0.288126	2.599998	-0.059062	-0.083992	3.146461	0.722387	-0.000171	2613.926195	-0.067072	-0.159867	4.764016	6.642433	251940295.000000
-0.053068	-0.288230	2.600310	-0.060516	-0.084959	3.148355	0.722867	-0.000171	2613.926195	-0.066560	-0.160443	4.764072	6.642377	251940295.000000
-0.049096	-0.290380	2.597472	-0.059022	-0.079093	3.148067	0.720924	-0.000171	2613.926195	-0.066480	-0.160163	4.764096	6.642465	251940295.000000
-0.053044	-0.285345	2.595746	-0.058950	-0.082585	3.147588	0.721939	-0.000171	2613.926195	-0.066328	-0.159292	4.764440	6.642585	251940295.000000
-0.050079	-0.288654	2.595546	-0.058990	-0.079236	3.142545	0.722147	-0.000171	2613.926195	-0.065273	-0.160467	4.764232	6.642457	251940295.000000
-0.047321	-0.290468	2.598607	-0.057008	-0.080819	3.143352	0.721923	-0.000171	2613.926195	-0.063659	-0.160698	4.763920	6.642401	251940295.000000
-0.051885	-0.290660	2.599406	-0.062579	-0.081962	3.143304	0.721780	-0.000171	2613.926195	-0.065825	-0.160554	4.764040	6.642545	251940295.000000
-0.051014	-0.284194	2.594994	-0.061404	-0.086406	3.144942	0.722179	-0.000171	2613.926195	-0.066656	-0.159611	4.764064	6.642577	251940295.000000
-0.053971	-0.287855	2.598359	-0.057311	-0.084112	3.146533	0.722227	-0.000171	2620.396718	-0.066192	-0.158660	4.763968	6.642481	251940295.000000
-0.050918	-0.286184	2.602340	-0.056568	-0.081714	3.149834	0.721907	-0.000171	2620.396718	-0.066160	-0.159507	4.764000	6.641826	251940295.000000
-0.046730	-0.290117	2.599462	-0.057175	-0.075400	3.149314	0.722419	-0.000171	2620.396718	-0.067056	-0.159883	4.764112	6.634400	251940295.000000
-0.051046	-0.294521	2.598983	-0.064441	-0.080875	3.147292	0.720804	-0.000171	2620.396718	-0.069429	-0.159284	4.764344	6.631283	251940295.000000
-0.050902	-0.286720	2.600453	-0.056184	-0.082290	3.142489	0.721660	-0.000171	2620.396718	-0.069589	-0.160650	4.764480	6.630596	251940295.000000
-0.048121	-0.287990	2.597816	-0.059477	-0.079796	3.138500	0.721468	-0.000171	2620.396718	-0.069509	-0.159635	4.764104	6.630452	251940295.000000
-0.041367	-0.286176	2.597816	-0.058414	-0.088972	3.143384	0.721292	-0.000171	2620.396718	-0.069677	-0.160107	4.764640	6.630500	251940295.000000
-0.042190	-0.284546	2.600166	-0.055401	-0.088644	3.146757	0.721708	-0.000171	2620.396718	-0.070484	-0.160291	4.764472	6.630652	251940295.000000
-0.046586	-0.285185	2.600054	-0.057631	-0.087541	3.147404	0.721836	-0.000171	2620.396718	-0.069477	-0.160235	4.764352	6.630436	251940295.000000
-0.045675	-0.283610	2.599782	-0.062850	-0.085303	3.148955	0.721644	-0.000171	2620.396718	-0.068710	-0.159851	4.764464	6.630668	251940295.000000
-0.049400	-0.287583	2.599374	-0.056312	-0.086678	3.147812	0.722347	-0.000171	2620.396718	-0.068167	-0.160411	4.764560	6.630572	251940295.000000
-0.053140	-0.286496	2.600469	-0.056152	-0.090139	3.144103	0.721420	-0.000171	2620.396718	-0.068726	-0.160562	4.764544	6.630524	251940295.000000
-0.050519	-0.287815	2.597216	-0.054826	-0.083545	3.139611	0.722115	-0.000171	2620.396718	-0.067927	-0.159995	4.764136	6.630739	251940295.000000
-0.048265	-0.281556	2.596937	-0.055465	-0.083984	3.140163	0.721660	-0.000171	2620.396718	-0.066464	-0.160083	4.763904	6.630652	251940295.000000
-0.048456	-0.290492	2.598239	-0.059709	-0.085990	3.144375	0.722523	-0.000171	2620.396718	-0.066912	-0.160586	4.764016	6.630612	251940295.000000
-0.050718	-0.290628	2.597320	-0.063266	-0.077958	3.146637	0.722155	-0.000171	2620.396718	-0.066792	-0.160610	4.764016	6.630588	251940295.000000
-0.052804	-0.287335	2.598319	-0.060692	-0.081610	3.147156	0.721388	-0.000171	2620.396718	-0.065625	-0.159979	4.764088	6.630596	251940295.000000
-0.050551	-0.290604	2.597608	-0.059166	-0.079844	3.148907	0.721915	-0.000171	2620.396718	-0.066048	-0.160475	4.763904	6.630747	251940295.000000
-0.047154	-0.291515	2.597872	-0.059637	-0.078197	3.147340	0.722411	-0.000171	2620.396718	-0.066080	-0.161050	4.764088	6.630708	251940295.000000
-0.052405	-0.292339	2.599095	-0.060109	-0.078006	3.143751	0.721620	-0.000171	2620.396718	-0.065992	-0.160451	4.764272	6.630636	251940295.000000
-0.048624	-0.282835	2.597144	-0.058670	-0.080419	3.140482	0.721788	-0.000171	2620.396718	-0.065569	-0.161370	4.764136	6.630668	251940295.000000
-0.048888	-0.286959	2.600030	-0.063873	-0.083097	3.142680	0.721756	-0.000171	2620.396718	-0.066680	-0.160666	4.764232	6.630803	251940295.000000
-0.048017	-0.288302	2.601197	-0.058103	-0.081754	3.145230	0.722203	-0.000171	2620.396718	-0.067623	-0.160299	4.764056	6.630708	251940295.000000
-0.044508	-0.288894	2.596497	-0.062283	-0.082018	3.145614	0.721852	-0.000171	2620.396718	-0.068175	-0.159771	4.764064	6.630755	251940295.000000
-0.049655	-0.286272	2.597960	-0.060556	-0.078853	3.145174	0.722627	-0.000171	2620.396718	-0.067599	-0.161234	4.764184	6.630739	251940295.000000
-0.047793	-0.288582	2.598727	-0.053379	-0.078773	3.150202	0.722483	-0.000171	2620.396718	-0.069222	-0.159611	4.764344	6.630724	251940295.000000
-0.048848	-0.290045	2.600765	-0.054322	-0.080611	3.145885	0.721915	-0.000171	2620.396718	-0.069477	-0.160331	4.764432	6.630747	251940295.000000
-0.043693	-0.294457	2.599830	-0.059341	-0.083856	3.143104	0.720405	-0.000171	2620.396718	-0.068958	-0.160530	4.764536	6.630875	251940295.000000
-0.045323	-0.280749	2.600805	-0.056048	-0.087285	3.141809	0.721180	-0.000171	2620.396718	-0.069525	-0.160642	4.764416	6.630708	251940295.000000
-0.047250	-0.285321	2.600142	-0.056360	-0.084328	3.144663	0.721140	-0.000171	2620.396718	-0.067271	-0.159931	4.764584	6.630827	251940295.000000
-0.049639	-0.287839	2.597520	-0.061859	-0.083553	3.144439	0.721644	-0.000171	2620.396718	-0.067191	-0.160339	4.764616	6.630652	251940295.000000
-0.051094	-0.290764	2.595866	-0.057791	-0.076807	3.144886	0.720605	-0.000171	2620.396718	-0.067175	-0.160514	4.764616	6.630716	251940295.000000
-0.046770	-0.288726	2.595050	-0.064689	-0.080395	3.146517	0.721204	-0.000171	2620.396718	-0.067199	-0.161258	4.764480	6.630716	251940295.000000
-0.045323	-0.287559	2.595626	-0.057279	-0.079844	3.148427	0.720940	-0.000171	2620.396718	-0.067095	-0.160690	4.763952	6.630652	251940295.000000
-0.047194	-0.288014	2.595474	-0.058079	-0.080403	3.146637	0.722203	-0.000171	2620.396718	-0.067239	-0.159859	4.763713	6.630596	251940295.000000
