 # Date of Experiment: 19/34/02013
 # Time of Experiment: 02:34:42
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 267.417
 # AOD ANDOR center y (pixels): 269.073
 # AOD ANDOR range x (pixels): 24.5833
 # AOD ANDOR range y (pixels): 24.2917
 # AOD CCD center x (pixels): 430.500
 # AOD CCD center y (pixels): 246.000
 # AOD CCD range x (pixels): 92.5833
 # AOD CCD range y (pixels): 113.000
 # PM ANDOR center x (pixels): 271.750
 # PM ANDOR center y (pixels): 274.417
 # PM ANDOR range x (pixels): 13.5000
 # PM ANDOR range y (pixels): 9.41667
 # PM CCD center x (pixels): 444.500
 # PM CCD center y (pixels): 275.167
 # PM CCD range x (pixels): 54.0000
 # PM CCD range y (pixels): 43.6667
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 74.1000
 # CCD pixel size y (nm): 61.6000
 # AOD detector x offset (V): -0.139419
 # AOD detector y offset (V): 0.370289
 # AOD trap stiffness x (pN/nm): 0.0932360
 # AOD trap stiffness y (pN/nm): 0.0771160
 # AOD trap distance conversion x (V/Nm): 0.000625000
 # AOD trap distance conversion y (V/Nm): 0.000606000
 # PM detector x offset (V): -0.107602
 # PM detector y offset (V): 0.00565500
 # PM trap stiffness x (pN/nm): 0.116529
 # PM trap stiffness y (pN/nm): 0.0791500
 # PM trap distance conversion x (V/nm): 0.000854000
 # PM trap distance conversion y (V/nm): 0.000695000
 # AOD bead radius (um): 1.00000
 # PM bead radius  (um): 1.08000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force felt by AOD (pN)	Force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
129775600.000000	226633.700000	21218.266412	0.000000	4241.391882	4143.619037	0.170801	0.041946	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468012	0.460403	-0.107714	0.005312	3.175057	-0.138316	0.370649	3.204266	-5.023620	0.148390	-0.131250	-0.061274	-0.238728	-0.769148	-0.056935
129775600.000000	226633.702000	21218.267447	0.000000	4241.391882	4143.619037	0.170801	0.041946	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468012	0.460403	-0.107714	0.005312	3.175057	-0.138316	0.370649	3.204266	-5.023620	0.148390	-0.131250	-0.061274	-0.238728	-0.769148	-0.056935
129775600.000000	226633.703000	21218.268638	0.000000	4241.391882	4143.619037	0.170801	0.041946	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468012	0.460403	-0.107714	0.005312	3.175057	-0.138316	0.370649	3.204266	-5.023620	0.148390	-0.131250	-0.061274	-0.238728	-0.769148	-0.056935
129775600.000000	226633.704000	21218.270560	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.706000	21218.271282	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.707000	21218.272277	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.708000	21218.273523	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.709000	21218.274564	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.710000	21218.276279	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.712000	21218.277637	0.000000	4242.093076	4143.619037	0.220635	0.285004	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467812	0.460459	-0.105516	0.005528	3.176895	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.063352	-0.239360	-0.768373	-0.055177
129775600.000000	226633.713000	21218.279337	0.000000	4243.645471	4143.619037	0.220635	0.328879	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467908	0.460347	-0.105412	0.004449	3.177254	-0.138196	0.371264	3.206448	-5.023620	0.148390	-0.131250	-0.061162	-0.238520	-0.769483	-0.055592
129775600.000000	226633.715000	21218.280538	0.000000	4242.682306	4143.619037	0.082324	0.328879	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467908	0.460347	-0.105412	0.004449	3.177254	-0.138980	0.370681	3.208198	-5.023620	0.148390	-0.131250	-0.061162	-0.238520	-0.769483	-0.055592
129775600.000000	226633.717000	21218.282865	0.000000	4242.682306	4143.619037	0.082324	0.328879	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467908	0.460347	-0.105412	0.004449	3.177254	-0.138980	0.370681	3.208198	-5.023620	0.148390	-0.131250	-0.061162	-0.238520	-0.769483	-0.055592
129775600.000000	226633.719000	21218.284613	0.000000	4242.682306	4143.619037	0.082324	0.328879	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467908	0.460347	-0.105412	0.004449	3.177254	-0.138980	0.370681	3.208198	-5.023620	0.148390	-0.131250	-0.061162	-0.238520	-0.769483	-0.055592
129775600.000000	226633.721000	21218.286554	0.000000	4242.682306	4143.619037	0.082324	0.328879	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467908	0.460347	-0.105412	0.004449	3.177254	-0.138980	0.370681	3.208198	-5.023620	0.148390	-0.131250	-0.061162	-0.238520	-0.769483	-0.055592
129775600.000000	226633.723000	21218.288826	0.000000	4242.682306	4143.619037	0.082324	0.328879	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467908	0.460347	-0.105412	0.004449	3.177254	-0.138980	0.370681	3.208198	-5.023620	0.148390	-0.131250	-0.061162	-0.238520	-0.769483	-0.055592
129775600.000000	226633.725000	21218.290669	0.000000	4239.983538	4143.619037	0.139344	0.255057	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467852	0.460602	-0.106019	0.006846	3.178261	-0.140011	0.371136	3.207247	-5.023620	0.148390	-0.131250	-0.060012	-0.239455	-0.768405	-0.057047
129775600.000000	226633.727000	21218.292044	0.000000	4239.983538	4143.619037	0.139344	0.255057	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467852	0.460602	-0.106019	0.006846	3.178261	-0.140011	0.371136	3.207247	-5.023620	0.148390	-0.131250	-0.060012	-0.239455	-0.768405	-0.057047
129775600.000000	226633.728000	21218.292838	0.000000	4239.983538	4143.619037	0.139344	0.255057	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467852	0.460602	-0.106019	0.006846	3.178261	-0.140011	0.371136	3.207247	-5.023620	0.148390	-0.131250	-0.060012	-0.239455	-0.768405	-0.057047
129775600.000000	226633.729000	21218.293752	0.000000	4239.983538	4143.619037	0.139344	0.255057	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467852	0.460602	-0.106019	0.006846	3.178261	-0.140011	0.371136	3.207247	-5.023620	0.148390	-0.131250	-0.060012	-0.239455	-0.768405	-0.057047
129775600.000000	226633.730000	21218.295877	0.000000	4239.983538	4143.619037	0.139344	0.255057	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467852	0.460602	-0.106019	0.006846	3.178261	-0.140011	0.371136	3.207247	-5.023620	0.148390	-0.131250	-0.060012	-0.239455	-0.768405	-0.057047
129775600.000000	226633.732000	21218.299065	0.000000	4239.983538	4143.619037	0.139344	0.255057	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.106019	0.006846	3.178261	-0.140011	0.371136	3.207247	-5.023620	0.148390	-0.131250	-0.060012	-0.239455	-0.768405	-0.057047
129775600.000000	226633.735000	21218.300790	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.736000	21218.301755	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.737000	21218.302514	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.738000	21218.303505	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.739000	21218.304534	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.740000	21218.305853	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.741000	21218.306867	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.742000	21218.307798	0.000000	4233.528692	4143.619037	0.308684	0.521174	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467964	0.460403	-0.104733	0.008676	3.174785	-0.137773	0.368819	3.202819	-5.023620	0.148390	-0.131250	-0.061914	-0.239120	-0.768277	-0.055856
129775700.000000	226633.744000	21218.309573	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.745000	21218.310488	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.746000	21218.311301	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.747000	21218.312239	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.748000	21218.313544	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.749000	21218.314236	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.750000	21218.315417	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.751000	21218.316284	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.752000	21218.317249	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.753000	21218.318253	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.754000	21218.319244	0.000000	4247.323471	4143.619037	0.241694	0.401165	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467932	0.460515	-0.106003	0.002699	3.175376	-0.138660	0.371967	3.205305	-5.023620	0.148390	-0.131250	-0.061898	-0.239176	-0.768772	-0.055209
129775700.000000	226633.755000	21218.321584	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.758000	21218.323553	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.759000	21218.325013	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.761000	21218.326004	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.762000	21218.326997	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.763000	21218.328251	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.764000	21218.329249	0.000000	4239.334299	4145.238110	0.110741	0.323923	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460315	-0.109943	0.006127	3.177046	-0.140146	0.370113	3.205569	-5.023620	0.148390	-0.131250	-0.061250	-0.237961	-0.768365	-0.057127
129775700.000000	226633.765000	21218.330548	0.000000	4240.459729	4145.238110	0.454591	0.211144	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468004	0.460435	-0.107202	0.007446	3.175152	-0.136718	0.371943	3.205848	-5.023620	0.148390	-0.131250	-0.061490	-0.238664	-0.769419	-0.056368
129775700.000000	226633.767000	21218.332935	0.000000	4240.459729	4145.238110	0.454591	0.211144	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468004	0.460435	-0.107202	0.007446	3.175152	-0.136718	0.371943	3.205848	-5.023620	0.148390	-0.131250	-0.061490	-0.238664	-0.769419	-0.056368
129775700.000000	226633.769000	21218.334084	0.000000	4240.459729	4145.238110	0.454591	0.211144	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468004	0.460435	-0.107202	0.007446	3.175152	-0.136718	0.371943	3.205848	-5.023620	0.148390	-0.131250	-0.061490	-0.238664	-0.769419	-0.056368
129775700.000000	226633.770000	21218.334801	0.000000	4240.459729	4145.238110	0.454591	0.211144	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468004	0.460435	-0.107202	0.007446	3.175152	-0.136718	0.371943	3.205848	-5.023620	0.148390	-0.131250	-0.061490	-0.238664	-0.769419	-0.056368
129775700.000000	226633.771000	21218.335743	0.000000	4240.459729	4145.238110	0.454591	0.211144	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468004	0.460435	-0.107202	0.007446	3.175152	-0.136718	0.371943	3.205848	-5.023620	0.148390	-0.131250	-0.061490	-0.238664	-0.769419	-0.056368
129775700.000000	226633.772000	21218.337751	0.000000	4240.459729	4145.238110	0.454591	0.211144	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468004	0.460435	-0.107202	0.007446	3.175152	-0.136718	0.371943	3.205848	-5.023620	0.148390	-0.131250	-0.061490	-0.238664	-0.769419	-0.056368
129775700.000000	226633.774000	21218.340649	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.776000	21218.341880	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.777000	21218.343046	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.778000	21218.343989	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.780000	21218.346574	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.782000	21218.347810	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.783000	21218.348989	0.000000	4239.145229	4145.238110	0.599180	0.099976	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467996	0.460411	-0.106946	0.005264	3.175352	-0.135503	0.369242	3.205193	-5.023620	0.148390	-0.131250	-0.062113	-0.238880	-0.769851	-0.055025
129775700.000000	226633.785000	21218.350794	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.786000	21218.351532	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.787000	21218.352549	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.788000	21218.353533	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.789000	21218.354380	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.790000	21218.355500	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.791000	21218.356478	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.793000	21218.358765	0.000000	4237.453391	4145.238110	0.364514	0.345311	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467820	0.460475	-0.105076	0.005839	3.173602	-0.137373	0.368723	3.202556	-5.023620	0.148390	-0.131250	-0.060379	-0.239647	-0.768828	-0.056463
129775700.000000	226633.795000	21218.360796	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.797000	21218.362270	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.798000	21218.363249	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.799000	21218.364224	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.800000	21218.365221	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.801000	21218.366225	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.802000	21218.367228	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.803000	21218.368228	0.000000	4233.167540	4145.238110	0.372759	0.206833	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.468076	0.460283	-0.107754	0.007462	3.175400	-0.138556	0.367540	3.203954	-5.023620	0.148390	-0.131250	-0.060347	-0.239152	-0.769260	-0.056064
129775700.000000	226633.805000	21218.370251	0.000000	4246.605734	4145.238110	0.414581	0.356258	6.805075	6240.298233	-0.008780	-0.287379	-0.272613	0.908314	3.467860	0.460507	-0.105228	0.004353	3.171420	-0.137845	0.372974	3.200854	-5.023620	0.148390	-0.131250	-0.059868	-0.239144	-0.768612	-0.054745
